dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,2,0.947726,12.393689,7.284735,1.236261,26.116926,2.439470,0.911976,0.117872,7.466462,27.624345
cuda,AlbertForQuestionAnswering,2,0.933882,10.780405,5.711658,1.184238,9.530851,2.402490,0.906065,0.116893,0.693666,5.782143
cuda,BartForCausalLM,2,0.905052,21.534282,15.958360,1.482989,34.681109,2.382320,0.997804,0.155921,8.139093,28.439462
cuda,BartForConditionalGeneration,1,2.643076,52.850393,38.065490,2.717169,75.479289,6.550634,2.007773,0.378289,1.005383,41.376490
cuda,BertForMaskedLM,64,1.224117,31.279722,25.869433,1.564173,37.174366,2.756499,1.119369,0.178418,9.536870,22.507104
cuda,BertForQuestionAnswering,64,1.234404,10.106422,4.693347,1.543150,8.106774,2.714881,1.109124,0.175503,0.613400,5.670747
cuda,BigBird,1,6.192050,49.609562,24.541062,5.911205,56.282478,13.022749,6.431833,0.572724,33.781563,71.946699
cuda,BlenderbotSmallForCausalLM,64,0.624761,15.763106,12.084933,0.894948,28.642058,1.920523,0.731772,0.113073,11.018568,28.534426
cuda,BlenderbotSmallForConditionalGeneration,32,1.664819,34.475115,24.798077,2.003565,53.947523,4.862105,1.775706,0.282248,14.700620,46.015057
cuda,CamemBert,1,1.247395,28.040571,22.647291,1.349500,33.251502,2.445882,0.956270,0.169002,2.638902,14.693651
cuda,DistilBertForMaskedLM,16,0.453586,13.130704,10.000479,0.811189,15.109185,1.462180,0.588576,0.094904,9.455024,15.428132
cuda,DistilBertForQuestionAnswering,32,0.456840,15.656399,12.539365,0.777256,20.387495,1.400321,0.574731,0.088871,14.197834,22.876037
cuda,DistillGPT2,1,0.594168,12.125694,9.746425,0.707928,17.031363,1.150661,0.504003,0.076861,0.000007,8.041611
cuda,ElectraForCausalLM,1,1.292570,34.072776,28.598512,1.379617,42.980291,2.444727,0.963094,0.169903,3.021633,18.889338
cuda,ElectraForQuestionAnswering,64,1.276248,39.824725,34.328640,1.591861,47.639997,2.722207,1.133681,0.180658,10.572775,25.586976
cuda,GPT2ForSequenceClassification,4,1.332449,32.941608,28.059205,1.256899,35.975211,2.767177,1.065627,0.152127,4.842459,14.104460
cuda,GoogleFnet,1,0.723825,6.642879,4.094850,0.645222,10.269797,1.390552,0.568999,0.111150,4.814505,11.710853
cuda,LayoutLMForMaskedLM,16,1.455768,29.622566,23.922837,1.383783,29.528016,2.792253,1.137295,0.178795,0.000015,7.408617
cuda,LayoutLMForSequenceClassification,16,1.420333,11.367388,5.786627,1.597572,14.968289,3.064016,1.194601,0.180647,0.000009,10.880977
cuda,M2M100ForConditionalGeneration,2,2.415895,68.542770,54.312523,2.999234,124.156070,6.277878,2.792185,0.442807,44.006857,117.108001
cuda,MBartForCausalLM,16,0.888335,10.547832,5.071942,1.514638,21.031193,2.452158,1.068409,0.162856,7.215791,24.783718
cuda,MBartForConditionalGeneration,8,2.574095,26.111845,11.167927,2.829294,47.064966,7.207762,2.412832,0.392851,13.152938,52.567209
cuda,MT5ForConditionalGeneration,2,2.868439,69.157609,58.028534,2.209066,105.181941,5.427866,2.199909,0.284088,34.935751,84.479679
cuda,MegatronBertForCausalLM,2,2.484993,63.442976,51.889175,2.692912,62.790771,6.500947,2.169006,0.345582,5.976301,19.775484
cuda,MegatronBertForQuestionAnswering,8,2.457788,62.341172,50.991111,2.402573,58.423440,5.688267,2.523435,0.324250,12.028890,22.060711
cuda,MobileBertForMaskedLM,16,6.396469,55.978268,35.170359,3.211210,59.161476,7.076365,3.180988,0.662045,17.229675,44.762271
cuda,MobileBertForQuestionAnswering,32,6.133234,46.856657,26.541852,3.186997,43.262536,7.757102,3.151856,0.659270,10.363931,30.606565
cuda,OPTForCausalLM,4,1.015243,22.062175,16.680401,1.266751,35.006649,2.703600,1.077847,0.165777,17.952672,37.636050
cuda,PLBartForCausalLM,16,0.483319,13.992591,11.017686,0.764595,23.986113,1.454288,0.595992,0.088566,9.086824,22.872189
cuda,PLBartForConditionalGeneration,8,1.219985,38.334394,30.682518,1.745647,62.843042,4.259877,1.480702,0.222436,27.454531,61.488726
cuda,PegasusForCausalLM,8,0.941539,12.391980,6.999849,1.204784,15.618953,2.623148,0.992066,0.158706,13.514847,23.438038
cuda,PegasusForConditionalGeneration,4,2.292441,41.906754,27.870080,3.190743,64.699749,6.011717,2.621572,0.422556,20.793564,61.069117
cuda,RobertaForCausalLM,4,1.333592,32.999616,27.430292,1.758895,32.877136,2.821440,1.149423,0.178015,19.413403,26.720516
cuda,RobertaForQuestionAnswering,64,1.305190,10.221004,4.601258,1.601363,6.432000,2.732285,1.111985,0.174573,0.606117,4.137649
cuda,Speech2Text2ForCausalLM,64,0.538556,17.110651,14.730458,0.652251,31.959623,1.399290,0.576223,0.085238,8.468579,26.399995
cuda,T5ForConditionalGeneration,4,1.988394,72.509533,65.061481,1.504683,123.084586,3.917495,1.243646,0.199336,15.439236,75.088818
cuda,T5Small,1,1.988353,80.608262,73.241971,1.160841,96.644345,3.342212,0.981883,0.189396,16.816732,41.509506
cuda,TrOCRForCausalLM,8,0.858896,9.172943,3.756562,1.222004,7.327687,2.622147,0.961034,0.150318,0.466797,5.351773
cuda,XGLMForCausalLM,1,1.888223,59.108869,47.115230,2.242608,122.899199,4.952735,2.337504,0.318202,20.789036,99.016860
cuda,YituTechConvBert,1,1.745390,35.222648,26.773482,2.008040,40.483449,3.359912,1.413518,0.231755,49.858607,65.720440
