dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,22.580537,20.677423,17.402765,11.585171,1.633047,20.734009,3.029678,1.447321,0.155312,1.948597,10.887708
cuda,AlbertForQuestionAnswering,4,24.017088,22.197795,18.403276,12.734551,1.591907,21.096277,3.008905,1.359313,0.152800,1.578132,10.261191
cuda,BartForCausalLM,4,26.776781,22.760238,19.388758,12.790307,2.015420,19.610786,3.607210,1.688701,0.232396,1.796520,8.973152
cuda,BartForConditionalGeneration,2,49.906678,38.490432,34.956283,17.738459,5.946456,23.562072,8.621979,3.942846,1.145886,0.481884,12.087026
cuda,BertForMaskedLM,16,27.164971,22.368196,19.030637,12.023756,2.180323,19.469621,3.374868,1.654773,0.312447,6.158681,10.166101
cuda,BertForQuestionAnswering,16,27.479288,22.747692,19.423048,12.307103,1.970407,18.915726,3.342932,1.634731,0.309739,5.818848,9.113378
cuda,BlenderbotForCausalLM,4,39.199100,30.649534,27.121126,14.169634,4.366358,22.872325,6.259505,3.350648,0.452959,6.573845,13.332263
cuda,BlenderbotSmallForCausalLM,64,21.244797,18.094654,14.589257,9.798052,1.271069,18.568779,2.156257,1.373316,0.158432,2.027310,10.308516
cuda,BlenderbotSmallForConditionalGeneration,64,34.138787,27.322134,23.791936,12.473164,3.303755,19.001433,5.781384,2.684466,0.628964,1.428098,10.272907
cuda,CamemBert,16,27.260553,22.443596,18.958021,11.769524,1.998379,17.280732,3.347415,1.648131,0.311336,4.942326,7.884795
cuda,DebertaForMaskedLM,4,31.765278,26.123695,22.731302,15.919428,1.823457,24.943047,3.409728,1.989593,0.284453,2.396439,11.046857
cuda,DebertaForQuestionAnswering,8,31.671559,25.985996,22.584797,15.740126,1.821821,25.541102,3.615181,1.772183,0.286074,2.830858,11.820456
cuda,DebertaV2ForMaskedLM,1,46.674577,34.284977,30.589686,18.538784,3.154611,25.522994,4.740620,2.456692,0.563253,1.831380,10.507379
cuda,DebertaV2ForQuestionAnswering,2,44.120406,31.878579,28.184847,16.029901,3.460111,23.654539,5.444707,3.195797,0.575715,11.447992
cuda,DistilBertForMaskedLM,128,17.554308,15.745755,12.405594,8.634828,1.251539,13.045379,1.802846,0.890159,0.134699,4.444606,5.730058
cuda,DistilBertForQuestionAnswering,256,17.148889,15.379613,12.134900,8.417125,1.049131,13.461020,2.061032,0.889973,0.133349,3.564864,6.159574
cuda,DistillGPT2,16,17.049345,15.379628,12.022308,8.572937,1.064407,13.044359,1.909699,1.075734,0.116717,2.139076,5.594294
cuda,ElectraForCausalLM,32,34.128662,29.453686,25.209527,18.055740,2.199815,32.529241,3.497218,2.218803,0.323931,8.096188,17.008757
cuda,ElectraForQuestionAnswering,64,29.340092,24.798029,20.984619,13.910688,2.173327,23.407528,3.378598,1.653359,0.310175,6.734009,12.224429
cuda,GPT2ForSequenceClassification,4,25.091714,21.953343,17.996376,11.693380,2.118773,15.448926,4.051146,1.553575,0.268591,1.263838,5.987237
cuda,GoogleFnet,16,21.319488,19.286800,15.509974,11.949864,1.155103,22.205054,2.093662,1.024188,0.133380,1.981099,11.499290
cuda,LayoutLMForMaskedLM,16,31.244581,26.693908,22.812061,15.356773,2.051852,25.078116,3.653878,1.677764,0.314163,6.011963,11.908361
cuda,LayoutLMForSequenceClassification,16,30.826446,26.305304,22.537242,15.179432,2.031235,26.318638,3.408444,1.675501,0.308042,9.170826,13.492521
cuda,M2M100ForConditionalGeneration,16,65.910972,48.309543,44.645992,25.280407,6.496361,34.984672,10.602457,5.015250,0.749290,2.604899,16.585680
cuda,MBartForCausalLM,4,28.740743,24.692213,20.842865,14.046026,2.168147,21.909441,3.463408,1.741910,0.239983,1.803315,10.167952
cuda,MBartForConditionalGeneration,2,52.360548,41.425147,37.479808,19.750404,6.053803,26.470420,9.258769,4.070058,1.129491,0.468987,13.090098
cuda,MT5ForConditionalGeneration,16,44.720199,38.796352,34.990939,22.636659,3.881375,32.694317,5.418225,2.163083,0.432730,41.453834,14.164689
cuda,MegatronBertForCausalLM,4,47.200349,36.770527,32.991330,19.008953,4.281858,28.305221,7.999060,3.291028,0.776906,10.928508,13.837414
cuda,MegatronBertForQuestionAnswering,8,47.467134,37.067924,33.268647,19.436127,4.475514,28.518993,7.265267,3.184515,0.764353,9.862737,13.814735
cuda,MobileBertForMaskedLM,64,51.595758,39.974198,36.026780,15.093854,4.910926,33.828718,9.499416,4.741279,2.402178,25.117814,24.049624
cuda,MobileBertForQuestionAnswering,128,51.323003,39.697656,35.865230,14.889027,4.928980,31.456403,9.516776,4.786035,2.496857,17.353613,21.900494
cuda,OPTForCausalLM,2,25.258796,21.355673,17.478130,10.796837,1.898001,18.878465,3.967092,1.829715,0.232111,1.421527,10.115055
cuda,PLBartForCausalLM,8,22.192667,19.945996,16.186417,12.454131,1.010380,19.482296,1.894925,0.911094,0.122492,1.465747,8.110426
cuda,PLBartForConditionalGeneration,4,37.405411,31.035017,26.934375,17.930393,2.594331,26.784758,3.989948,2.635519,0.321503,1.965573,11.623534
cuda,PegasusForCausalLM,32,27.887009,23.992320,20.192138,13.654336,2.082783,21.599316,3.658970,1.711737,0.225950,1.770581,10.161857
cuda,PegasusForConditionalGeneration,32,40.274062,36.724327,32.818481,17.533983,3.661417,27.316665,7.927637,3.332428,0.711578,0.859518,13.710045
cuda,RobertaForCausalLM,16,31.204779,26.711298,22.956771,15.780686,1.994131,21.555032,3.418365,1.884521,0.304909,5.297197,8.101749
cuda,RobertaForQuestionAnswering,16,28.954587,24.210678,20.473233,13.262342,1.988989,17.474239,3.330382,1.634468,0.304548,4.581125,6.755417
cuda,Speech2Text2ForCausalLM,256,21.055600,18.942113,15.172110,11.990693,0.894852,19.632377,2.172653,0.888196,0.124276,1.219826,8.604951
cuda,T5ForConditionalGeneration,4,37.021358,32.569862,28.623676,19.989979,2.487814,28.360106,3.861365,1.587013,0.286985,9.556027,11.015789
cuda,T5Small,4,36.557248,32.113097,28.192070,19.571838,2.479388,28.031989,3.830967,1.589588,0.284245,9.546550,11.095654
cuda,TrOCRForCausalLM,32,29.272448,25.281214,21.513972,14.751280,2.059521,22.269441,3.393581,1.697637,0.229843,1.553497,9.710413
cuda,XGLMForCausalLM,8,44.230821,35.677855,31.724686,18.085641,4.365354,28.363482,7.816594,3.614395,0.475636,3.928380,14.922192
cuda,XLNetLMHeadModel,8,61.418946,51.564736,47.556453,27.355892,7.543210,33.112476,17.074425,5.222464,0.564269,3.158368,13.687981
cuda,YituTechConvBert,16,43.514600,36.513014,31.503718,20.690357,3.798527,36.564148,5.597970,2.998107,0.522797,16.109740,19.867090
