dev,name,batch_size,speedup
cuda,AlbertForMaskedLM,4,1.1975
cuda,AlbertForQuestionAnswering,4,1.2039
cuda,AllenaiLongformerBase,1,1.0467
cuda,BartForCausalLM,8,1.0027
cuda,BartForConditionalGeneration,2,1.0006
cuda,BertForMaskedLM,64,0.9691
cuda,BertForQuestionAnswering,64,1.0105
cuda,BigBird,1,0.8592
cuda,BlenderbotSmallForCausalLM,64,0.9260
cuda,BlenderbotSmallForConditionalGeneration,64,0.9478
cuda,CamemBert,1,1.4306
cuda,DebertaForMaskedLM,16,1.0928
cuda,DebertaForQuestionAnswering,16,1.2015
cuda,DebertaV2ForMaskedLM,0,0.0000
cuda,DebertaV2ForQuestionAnswering,4,0.9851
cuda,DistilBertForMaskedLM,32,0.9642
cuda,DistilBertForQuestionAnswering,32,1.0319
cuda,DistillGPT2,1,1.5163
cuda,ElectraForCausalLM,32,1.0056
cuda,ElectraForQuestionAnswering,64,1.2006
cuda,GPT2ForSequenceClassification,4,1.3015
cuda,GPTNeoForCausalLM,0,0.0000
cuda,GPTNeoForSequenceClassification,0,0.0000
cuda,GoogleFnet,1,1.1639
cuda,LayoutLMForMaskedLM,16,1.0609
cuda,LayoutLMForSequenceClassification,16,1.1251
cuda,M2M100ForConditionalGeneration,4,0.9573
cuda,MBartForCausalLM,16,0.9669
cuda,MBartForConditionalGeneration,8,0.9999
cuda,MT5ForConditionalGeneration,4,1.3624
cuda,MegatronBertForCausalLM,8,1.0661
cuda,MegatronBertForQuestionAnswering,8,1.0927
cuda,MobileBertForMaskedLM,16,1.1382
cuda,MobileBertForQuestionAnswering,32,1.1741
cuda,OPTForCausalLM,16,1.0031
cuda,PLBartForCausalLM,16,0.9700
cuda,PLBartForConditionalGeneration,8,1.0002
cuda,PegasusForCausalLM,16,0.9562
cuda,PegasusForConditionalGeneration,8,0.9708
cuda,RobertaForCausalLM,64,0.9723
cuda,RobertaForQuestionAnswering,64,1.0119
cuda,Speech2Text2ForCausalLM,64,1.1694
cuda,T5ForConditionalGeneration,4,0.9758
cuda,T5Small,1,1.4819
cuda,TrOCRForCausalLM,16,0.9799
cuda,XGLMForCausalLM,0,0.0000
cuda,XLNetLMHeadModel,8,1.0875
cuda,YituTechConvBert,1,1.3784
