dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,0.8851,301.2178,7.4352,0.7431
cuda,AlbertForQuestionAnswering,4,0.8858,298.4664,7.3831,0.7540
cuda,AllenaiLongformerBase,4,0.9098,216.3057,15.5639,0.9145
cuda,BartForCausalLM,4,0.9687,116.1482,7.6316,0.8997
cuda,BartForConditionalGeneration,2,0.9663,140.8285,18.7556,0.9073
cuda,BertForMaskedLM,16,0.9704,112.8382,7.9419,0.9237
cuda,BertForQuestionAnswering,16,0.9693,97.5635,7.8678,0.9312
cuda,BlenderbotForCausalLM,0,0.0000
cuda,BlenderbotSmallForCausalLM,64,0.9272,63.4510,4.7792,0.8172
cuda,BlenderbotSmallForConditionalGeneration,64,0.9265,119.3032,12.3895,0.8918
cuda,CamemBert,16,0.9718,121.3666,7.8568,0.9212
cuda,DebertaForMaskedLM,4,0.7105,86.7339,11.9226,0.9818
cuda,DebertaForQuestionAnswering,8,0.8574,87.5262,11.9815,1.0481
cuda,DebertaV2ForMaskedLM,1,0.6783,148.5287,20.5068,0.9412
cuda,DebertaV2ForQuestionAnswering,2,0.6868,149.6162,20.2486,0.9795
cuda,DistilBertForMaskedLM,128,0.9599,87.6218,3.8694,0.8497
cuda,DistilBertForQuestionAnswering,256,0.9947,103.1863,3.8345,0.9568
cuda,DistillGPT2,16,0.9693,108.9545,3.7567,0.8673
cuda,ElectraForCausalLM,32,0.9422,92.5441,7.8555,0.8464
cuda,ElectraForQuestionAnswering,64,0.9785,117.0499,7.8916,0.9538
cuda,GPT2ForSequenceClassification,4,0.9764,92.8005,7.1257,0.9162
cuda,LayoutLMForMaskedLM,16,0.9712,115.2025,8.2826,0.9238
cuda,LayoutLMForSequenceClassification,16,0.9807,98.9337,8.1351,0.9325
cuda,M2M100ForConditionalGeneration,16,0.8296,133.0011,19.3947,0.8898
cuda,MBartForCausalLM,4,0.9693,115.8489,7.0971,0.8998
cuda,MBartForConditionalGeneration,2,0.9571,150.9840,20.1238,0.9035
cuda,MT5ForConditionalGeneration,16,0.8637,126.2801,14.3860,0.8640
cuda,MegatronBertForCausalLM,4,0.8443,112.5058,15.6660,0.8798
cuda,MegatronBertForQuestionAnswering,8,0.9705,145.5138,15.5955,0.9101
cuda,MobileBertForMaskedLM,64,0.8428,214.5384,34.4483,0.8791
cuda,MobileBertForQuestionAnswering,128,0.8390,212.0080,34.4008,1.0063
cuda,OPTForCausalLM,2,0.9269,175.6777,7.2925,0.9183
cuda,PLBartForCausalLM,8,0.9675,116.9907,3.8723,0.8707
cuda,PLBartForConditionalGeneration,4,0.9547,121.3082,9.9227,0.9325
cuda,PegasusForCausalLM,32,0.9512,72.1004,7.3610,0.8906
cuda,PegasusForConditionalGeneration,32,0.9507,148.5094,18.2365,0.9502
cuda,RobertaForCausalLM,16,0.9703,117.7799,8.0397,0.9237
cuda,RobertaForQuestionAnswering,16,0.9797,97.1044,7.8400,0.9315
cuda,Speech2Text2ForCausalLM,256,0.9444,55.9321,3.7079,0.8156
cuda,T5ForConditionalGeneration,4,0.9183,110.2064,9.5253,0.9527
cuda,T5Small,4,0.9186,109.9097,9.7114,0.9527
cuda,TrOCRForCausalLM,32,0.9637,142.2869,7.5131,0.8789
cuda,XGLMForCausalLM,8,0.8239,123.8077,14.9412,0.9164
cuda,XLNetLMHeadModel,8,0.9726,283.8525,22.0777,0.9214
cuda,YituTechConvBert,16,0.9640,137.6252,11.7096,0.9173
