dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,2.295046,3.816042,2.119542,8.541957,3.084147,1.156912,0.144668,1.296999,8.232383,0.801893
cuda,AlbertForQuestionAnswering,4,2.276170,3.764459,2.066318,8.417598,3.026639,1.129834,0.140392,0.922642,7.730711,0.415776
cuda,BartForCausalLM,4,2.431700,6.444564,2.382986,9.594659,3.557389,1.394074,0.261251,2.105849,2.210585,7.744229
cuda,BartForConditionalGeneration,2,6.528157,13.820352,5.532276,20.208129,9.049609,3.474402,1.014525,0.945452,1.168722,13.134470
cuda,BertForMaskedLM,16,2.866191,5.582909,2.615046,8.294276,3.607840,1.540327,0.294860,1.803715,7.239333,1.445597
cuda,BertForQuestionAnswering,16,2.894211,6.219803,2.559541,9.705771,3.568272,1.531927,0.288354,1.411283,7.567625,1.023525
cuda,BlenderbotSmallForCausalLM,64,1.603262,5.937721,1.606757,8.312538,2.447125,1.025786,0.167014,2.988098,7.041479,2.752962
cuda,BlenderbotSmallForConditionalGeneration,64,4.273145,8.628324,3.629431,13.347112,6.096818,2.474309,0.578574,2.031099,1.901299,10.563495
cuda,CamemBert,16,2.901394,5.379718,2.675081,7.987420,3.648239,1.554679,0.295017,0.718874,6.116116,0.331726
cuda,DebertaForMaskedLM,4,7.318624,15.231621,3.488288,19.384724,5.193576,2.466307,0.347883,16.525132,0.949918,24.420758
cuda,DebertaForQuestionAnswering,8,7.265182,15.101388,3.339046,19.211860,5.071813,2.405594,0.335867,17.415648,1.812451,25.114039
cuda,DebertaV2ForMaskedLM,1,12.498591,17.777494,4.561842,23.064862,6.163488,3.164829,0.592230,37.153311,1.563174,47.415664
cuda,DebertaV2ForQuestionAnswering,2,12.601804,18.487927,5.213609,23.993878,7.285661,3.633446,0.590983,37.271813,0.565484,48.410293
cuda,DistilBertForMaskedLM,128,1.215332,3.246885,1.271433,5.197724,1.809697,0.835470,0.122028,1.398679,4.679281,1.144033
cuda,DistilBertForQuestionAnswering,256,1.282620,3.395737,1.255222,5.274184,1.853021,0.852202,0.119338,0.830756,4.186441,0.541877
cuda,DistillGPT2,16,1.318835,4.112265,1.070720,6.256485,1.915414,0.801030,0.109345,2.181387,2.362485,5.444113
cuda,ElectraForCausalLM,32,2.935733,7.154236,2.648013,10.641644,3.689430,1.572449,0.295415,3.263362,2.584345,9.513739
cuda,ElectraForQuestionAnswering,64,3.083375,5.407002,2.633833,8.025166,3.679432,1.573839,0.293728,1.679154,7.044520,1.304000
cuda,GPT2ForSequenceClassification,4,2.769318,4.925299,2.122763,8.030220,3.555833,1.458931,0.255804,1.614852,6.937707,1.241888
cuda,LayoutLMForMaskedLM,16,3.249113,5.403925,2.698513,8.179269,3.701952,1.555869,0.295461,1.786308,7.373850,1.434329
cuda,LayoutLMForSequenceClassification,16,3.200645,5.294175,2.598662,9.329894,4.307869,1.770629,0.293346,6.380151,13.125942,6.015073
cuda,M2M100ForConditionalGeneration,16,6.485645,17.505472,4.777406,27.795272,8.475860,3.751575,0.847122,4.680013,12.224258,19.995525
cuda,MBartForCausalLM,4,2.341906,8.947918,2.509798,13.277178,3.741225,1.445973,0.284437,2.242616,2.307128,9.189781
cuda,MBartForConditionalGeneration,2,6.390124,12.951835,5.764718,20.310751,9.527468,3.612542,1.114766,1.041303,0.577808,14.453907
cuda,MT5ForConditionalGeneration,16,5.564203,9.451878,3.724216,15.867460,6.578683,2.206908,0.481986,4.205110,19.633631,14.529943
cuda,MegatronBertForCausalLM,4,5.874106,10.192063,5.421391,15.481516,7.683954,3.517553,0.850044,1.097855,12.049582,0.402469
cuda,MegatronBertForQuestionAnswering,8,5.843461,9.934891,5.343158,14.956682,7.827792,3.006066,0.855477,1.206199,11.794487,0.487481
cuda,MobileBertForMaskedLM,64,13.084145,10.605645,6.195244,24.747758,13.990136,4.986532,2.856190,3.052079,23.775169,1.726952
cuda,MobileBertForQuestionAnswering,128,13.395695,10.693214,7.061402,25.519285,13.852842,5.525258,3.261652,2.662860,25.322428,1.018934
cuda,OPTForCausalLM,2,2.413398,5.780683,1.966525,9.359597,3.871468,1.581034,0.267869,2.390419,2.337380,8.028302
cuda,PLBartForCausalLM,8,1.272430,4.716625,1.429335,6.802771,1.747839,0.809353,0.116440,1.339396,1.489409,4.910021
cuda,PLBartForConditionalGeneration,4,3.438846,7.598296,3.100285,11.921467,4.879294,1.992547,0.401781,2.713106,2.716616,10.277300
cuda,PegasusForCausalLM,32,2.438249,6.874713,2.508029,10.814209,3.787597,1.531856,0.294773,2.727337,2.472061,9.284812
cuda,PegasusForConditionalGeneration,32,6.208113,12.511509,5.765017,20.699904,9.036435,3.822473,0.813288,2.359272,0.661870,16.607593
cuda,RobertaForCausalLM,16,2.968791,6.088583,2.658235,8.512094,3.692502,1.569474,0.290173,0.716339,0.709516,5.911113
cuda,RobertaForQuestionAnswering,16,2.995081,5.302563,2.611212,7.641639,3.644365,1.566931,0.285795,0.387756,5.450470
cuda,Speech2Text2ForCausalLM,256,1.293792,5.211812,0.867160,7.773993,1.685659,0.749171,0.113286,1.580540,1.345458,5.059477
cuda,T5ForConditionalGeneration,4,3.606934,7.245217,2.292225,11.459092,4.613989,1.586547,0.295667,3.167496,6.479682,9.797938
cuda,T5Small,4,3.622250,7.195390,2.307513,11.353126,4.594040,1.599482,0.296297,3.110235,6.495403,9.700696
cuda,TrOCRForCausalLM,32,2.331680,6.192116,2.430887,9.700955,3.752926,1.513047,0.280721,1.327234,1.350945,7.372457
cuda,XGLMForCausalLM,8,5.044497,14.708608,5.773749,22.713295,8.079878,3.001100,0.788963,5.033622,32.752029,19.046558
cuda,XLNetLMHeadModel,8,6.834125,167.541602,6.381675,174.074411,10.521955,157.229862,0.905967,7.954762,13.695992
