dev,name,batch_size,time,memory,graphs
cuda,AlbertForMaskedLM,2,3.4254,8.9534,1
cuda,AlbertForQuestionAnswering,2,3.3635,8.8108,1
cuda,AllenaiLongformerBase,1,10.9363,3.0275,4
cuda,BartForCausalLM,4,3.7246,10.8949,1
cuda,BartForConditionalGeneration,2,11.7527,12.0942,1
cuda,BertForMaskedLM,64,6.3335,10.9164,1
cuda,BertForQuestionAnswering,64,6.3817,6.9911,1
cuda,BigBird,1,9.7710,3.2958,64
cuda,BlenderbotSmallForCausalLM,64,2.6360,9.6174,1
cuda,BlenderbotSmallForConditionalGeneration,64,6.8252,13.8862,1
cuda,CamemBert,1,6.1248,1.4123,1
cuda,DebertaForMaskedLM,4,5.4521,5.1128,204
cuda,DebertaForQuestionAnswering,4,5.4200,3.4768,204
cuda,DebertaV2ForMaskedLM,1,9.1418,10.8224,304
cuda,DebertaV2ForQuestionAnswering,1,9.1492,10.5301,304
cuda,DistilBertForMaskedLM,16,2.0619,2.0895,1
cuda,DistilBertForQuestionAnswering,32,2.0973,1.9438,1
cuda,DistillGPT2,1,2.6954,1.2005,1
cuda,ElectraForCausalLM,1,6.2316,0.5249,1
cuda,ElectraForQuestionAnswering,64,6.5502,14.2179,1
cuda,GPT2ForSequenceClassification,4,5.7139,11.3050,2
cuda,GPTNeoForCausalLM,1,8.4950,15.9637,1
cuda,GPTNeoForSequenceClassification,1,8.5120,15.9380,2
cuda,GoogleFnet,1,2.0836,1.0682,27
cuda,LayoutLMForMaskedLM,16,6.6548,15.0082,1
cuda,LayoutLMForSequenceClassification,16,6.5606,11.1103,2
cuda,M2M100ForConditionalGeneration,2,7.5596,5.9988,7
cuda,MBartForCausalLM,16,3.5058,4.5535,1
cuda,MBartForConditionalGeneration,8,11.7544,5.0859,1
cuda,MT5ForConditionalGeneration,2,14.6022,3.8714,1
cuda,MegatronBertForCausalLM,2,18.4355,4.0354,1
cuda,MegatronBertForQuestionAnswering,8,17.8742,3.9927,1
cuda,MobileBertForMaskedLM,16,69.2930,2.4888,1
cuda,MobileBertForQuestionAnswering,32,68.4192,2.6717,1
cuda,OPTForCausalLM,4,3.5053,1.6613,1
cuda,PLBartForCausalLM,16,2.1226,2.8356,1
cuda,PLBartForConditionalGeneration,8,4.7964,2.3987,1
cuda,PegasusForCausalLM,8,3.1907,3.0446,4
cuda,PegasusForConditionalGeneration,4,7.2564,4.9660,7
cuda,RobertaForCausalLM,4,6.0971,1.3934,1
cuda,RobertaForQuestionAnswering,64,6.3844,6.9911,1
cuda,Speech2Text2ForCausalLM,64,2.0800,2.4032,4
cuda,T5ForConditionalGeneration,4,8.9902,10.3887,1
cuda,T5Small,1,8.9148,2.7431,1
cuda,TrOCRForCausalLM,8,3.3416,2.8454,1
cuda,XGLMForCausalLM,2,7.3531,7.0945,4
cuda,XLNetLMHeadModel,4,14.7651,10.3729,1
cuda,YituTechConvBert,1,9.7474,1.3873,1
