dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,16.016866,14.057706,11.444305,6.047190,1.644055,11.741112,3.135031,1.413406,0.146469,6.767131,7.480637
cuda,AlbertForQuestionAnswering,4,16.235541,14.291116,11.620330,6.248348,1.649091,12.084141,3.149479,1.414433,0.141522,3.041277,7.626252
cuda,AllenaiLongformerBase,4,70.947674,62.268714,59.471037,38.370581,8.249629,52.095403,21.739056,7.617486,0.428510,4.078834,22.590383
cuda,BartForCausalLM,4,25.145585,21.638922,17.932064,12.047224,1.638676,19.617857,3.010585,1.932533,0.193301,1.854677,9.377960
cuda,BartForConditionalGeneration,2,40.098598,31.676783,28.952784,13.782896,4.320307,21.380987,7.879586,3.819578,1.006772,0.436835,12.336287
cuda,BertForMaskedLM,16,20.708843,17.157460,13.944144,7.703571,1.777006,13.407733,3.438745,1.577023,0.265203,2.618678,7.651550
cuda,BertForQuestionAnswering,16,21.697487,17.771904,13.921057,7.612891,2.066433,13.282457,2.894717,1.568665,0.266607,2.281658,7.903998
cuda,BlenderbotForCausalLM,4,29.964714,23.599060,21.021681,9.704511,3.342385,17.854037,5.020597,3.847482,0.370199,8.917855,11.817232
cuda,BlenderbotSmallForCausalLM,64,17.336739,14.614325,11.679980,7.386460,1.119809,14.820208,2.110176,1.170515,0.131309,2.432539,8.670653
cuda,BlenderbotSmallForConditionalGeneration,64,28.488127,23.116957,19.767101,9.750312,2.933849,15.956758,4.790836,2.553384,0.550287,2.306197,9.409373
cuda,CamemBert,16,20.362140,16.834637,13.857137,7.618020,1.776739,12.366169,3.373863,1.576661,0.265752,1.257607,6.693387
cuda,DebertaForMaskedLM,4,26.985522,21.382296,18.491958,12.409916,1.855810,20.383834,3.591429,1.795543,0.259662,3.396307,10.083052
cuda,DebertaForQuestionAnswering,8,27.894171,22.448872,19.430119,13.533976,2.021981,22.834508,3.015848,1.901195,0.253121,3.098036,11.574947
cuda,DebertaV2ForMaskedLM,1,38.298234,27.611767,24.436282,14.125757,2.094151,21.696311,4.165108,2.320915,0.486265,1.414647,10.112857
cuda,DebertaV2ForQuestionAnswering,2,36.554423,25.659983,22.518604,11.857694,2.688119,20.074755,4.711941,3.181167,0.509510,11.355322
cuda,DistilBertForMaskedLM,128,15.215504,13.386968,10.133360,6.962688,0.947279,11.018368,1.749674,0.865439,0.112901,8.500260,5.090678
cuda,DistilBertForQuestionAnswering,256,15.066261,13.248116,9.933257,6.757080,0.935094,11.099595,1.822217,0.867111,0.105508,10.170549,5.363901
cuda,DistillGPT2,16,14.749911,12.806673,9.396129,6.462681,1.014217,10.910608,1.898479,0.880397,0.100559,4.031786,5.542822
cuda,ElectraForCausalLM,32,26.071945,22.488556,19.354656,13.073530,1.767922,26.523385,3.338017,1.654889,0.262002,8.451871,15.387040
cuda,ElectraForQuestionAnswering,64,20.698338,17.115296,13.834513,7.459458,1.773430,16.752309,2.924857,1.841859,0.264629,3.177814,11.231178
cuda,GPT2ForSequenceClassification,4,20.597322,16.946434,13.699588,8.147388,2.339905,11.185500,3.060044,1.590967,0.226463,1.488232,5.532371
cuda,GoogleFnet,16,18.121254,16.027497,12.573318,9.442208,1.068201,17.515457,1.875795,0.904915,0.116828,2.072374,9.250558
cuda,LayoutLMForMaskedLM,16,21.287435,17.437701,14.129152,7.691519,1.817466,13.357731,3.510030,1.605915,0.272119,2.605930,7.652454
cuda,LayoutLMForSequenceClassification,16,21.035250,17.190387,13.962723,7.584445,1.763601,14.714532,4.171273,1.831484,0.264963,7.025977,9.065163
