dev,name,batch_size,speedup,start_latency,peak_memory
cuda,AlbertForMaskedLM,2,1.2817,44.8713,16.3776
cuda,AlbertForQuestionAnswering,2,1.2866,18.8946,15.8589
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,2,1.0832,56.0413,9.6608
cuda,BartForConditionalGeneration,1,1.1577,104.0718,12.8602
cuda,BertForMaskedLM,64,1.0387,56.4875,16.4995
cuda,BertForQuestionAnswering,64,1.0904,18.2096,11.0666
cuda,BigBird,0,0.0000
cuda,BlenderbotSmallForCausalLM,64,1.0018,44.2023,13.8838
cuda,BlenderbotSmallForConditionalGeneration,32,1.1462,81.9908,10.9366
cuda,CamemBert,1,2.0397,49.3830,2.9385
cuda,DebertaForMaskedLM,0,0.0000
cuda,DebertaForQuestionAnswering,0,0.0000
cuda,DistilBertForMaskedLM,16,1.1178,20.0655,3.1590
cuda,DistilBertForQuestionAnswering,32,1.1386,31.5480,3.0028
cuda,DistillGPT2,1,1.1665,28.3421,1.9007
cuda,ElectraForCausalLM,1,3.6428,50.1763,0.9810
cuda,ElectraForQuestionAnswering,64,1.3506,61.8233,17.3181
cuda,GPT2ForSequenceClassification,4,1.6500,53.8358,8.5604
cuda,GoogleFnet,1,1.2911,22.6636,2.3706
cuda,LayoutLMForMaskedLM,16,1.1607,47.9553,18.0108
cuda,LayoutLMForSequenceClassification,16,1.2254,25.4046,14.0423
cuda,M2M100ForConditionalGeneration,2,2.3970,171.4934,11.6574
cuda,MBartForCausalLM,16,1.0211,36.6952,7.9135
cuda,MBartForConditionalGeneration,8,1.3667,79.5770,10.7495
cuda,MT5ForConditionalGeneration,2,4.0903,134.7990,6.9730
cuda,MegatronBertForCausalLM,2,2.6816,96.5758,7.2133
cuda,MegatronBertForQuestionAnswering,8,1.7573,92.0727,8.3884
cuda,MobileBertForMaskedLM,16,2.2647,94.3904,4.5296
cuda,MobileBertForQuestionAnswering,32,1.9937,87.6745,5.8719
cuda,OPTForCausalLM,4,2.3819,53.2745,3.1454
cuda,PLBartForCausalLM,16,1.0966,35.3422,4.5714
cuda,PLBartForConditionalGeneration,8,1.5788,104.9707,4.3620
cuda,PegasusForCausalLM,8,1.1796,31.9724,6.4659
cuda,PegasusForConditionalGeneration,4,1.9516,103.1272,9.8863
cuda,RobertaForCausalLM,4,2.3445,51.9649,2.7416
cuda,RobertaForQuestionAnswering,64,1.1034,16.2683,11.0666
cuda,Speech2Text2ForCausalLM,64,1.1911,46.6744,3.6243
cuda,T5ForConditionalGeneration,4,1.3233,172.7849,12.7182
cuda,T5Small,1,1.1846,130.4740,3.5523
cuda,TrOCRForCausalLM,8,1.2100,17.3277,6.1133
cuda,XGLMForCausalLM,1,2.4518,168.2309,13.0152
cuda,XLNetLMHeadModel,0,0.0000
cuda,YituTechConvBert,1,2.8012,80.1935,2.8751
