dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,2,0.956532,6.910487,1.702179,1.208347,3.625496,2.416611,0.895607,0.117152,24.331333,27.546148
cuda,AlbertForQuestionAnswering,2,0.959433,6.993005,1.755039,1.196605,3.631228,2.434417,0.879801,0.117055,3.242197,6.397733
cuda,BartForCausalLM,2,0.913714,8.374972,2.527246,1.239662,4.147160,2.664094,0.962135,0.155856,25.899823,28.851404
cuda,BartForConditionalGeneration,1,2.561671,20.423059,5.375274,2.666656,9.008315,5.965432,1.913409,0.382574,37.643862,44.182679
cuda,BertForMaskedLM,64,1.266137,8.445074,2.902657,1.559506,4.286372,2.717666,1.064055,0.174085,14.801813,17.840951
cuda,BertForQuestionAnswering,64,1.259363,8.455167,2.891009,1.547759,4.278798,2.704248,1.072312,0.173976,2.813172,5.844319
cuda,BlenderbotSmallForCausalLM,64,0.624635,5.565144,1.766041,0.893747,2.984567,1.884031,0.704881,0.113296,23.420763,25.595430
cuda,BlenderbotSmallForConditionalGeneration,32,1.679383,13.665401,3.854051,1.990299,7.293550,4.778230,1.686652,0.280087,36.330864,41.919455
cuda,CamemBert,1,1.265776,8.094436,2.594265,1.345883,3.825482,2.420460,0.904647,0.166110,13.535366,16.206755
cuda,DistilBertForMaskedLM,16,0.453626,4.481114,1.621994,0.797228,2.304583,1.441468,0.565201,0.090381,4.195030,5.886439
cuda,DistilBertForQuestionAnswering,32,0.475687,4.590798,1.410648,0.767572,2.239432,1.383860,0.547159,0.088345,9.601002,11.246648
cuda,DistillGPT2,1,0.596004,3.834072,1.313041,0.538701,2.110700,1.347641,0.476105,0.077189,0.000005,1.384582
cuda,ElectraForCausalLM,1,1.277964,8.101848,2.569292,1.338957,3.850227,2.430546,0.917104,0.167935,15.166643,17.881730
cuda,ElectraForQuestionAnswering,64,1.303397,8.704522,2.948931,1.579916,4.327935,2.715424,1.079291,0.180635,15.783085,18.839980
cuda,GPT2ForSequenceClassification,4,1.186244,7.696730,2.690737,1.225419,4.227214,2.708311,1.035691,0.152856,11.248011,14.103550
cuda,GoogleFnet,1,0.720188,3.703251,1.319400,0.646445,2.316983,1.517907,0.544257,0.109592,9.941924,11.657298
cuda,LayoutLMForMaskedLM,16,1.459430,8.826103,3.014205,1.651448,4.386732,2.776800,1.087693,0.176509,0.000011,3.123423
cuda,LayoutLMForSequenceClassification,16,1.388469,8.527126,2.876933,1.545510,4.633502,2.994201,1.131051,0.175175,1.098886,4.499275
cuda,M2M100ForConditionalGeneration,2,2.388311,19.150655,5.067999,2.941627,10.437791,6.255981,2.664455,0.434005,84.173914,92.724389
cuda,MBartForCausalLM,16,0.909758,8.421264,2.542255,1.286259,4.264834,2.722847,1.018720,0.162196,20.533103,23.633561
cuda,MBartForConditionalGeneration,8,2.704623,21.395921,6.284790,3.228547,10.601724,7.154998,2.295735,0.394920,41.456351,49.236143
cuda,MT5ForConditionalGeneration,2,2.837956,16.696723,5.297435,2.165821,8.474980,5.394835,2.122943,0.283003,51.506433,57.029173
cuda,MegatronBertForCausalLM,2,2.588075,18.135541,5.893193,2.673998,9.517965,6.538612,2.087381,0.345324,12.729022,19.220243
cuda,MegatronBertForQuestionAnswering,8,2.610110,17.730176,5.694679,2.397067,9.013271,5.674044,2.463734,0.333534,5.216409,11.126444
cuda,MobileBertForMaskedLM,16,6.222291,24.482918,3.537069,3.215684,11.201392,7.049939,2.997873,0.655643,20.404588,31.618896
cuda,MobileBertForQuestionAnswering,32,6.250971,24.635595,3.547461,3.196268,11.313237,7.162729,2.998133,0.658416,14.403801,25.704659
cuda,OPTForCausalLM,4,0.962227,7.753210,2.446241,1.262089,4.247486,2.669220,1.044252,0.165298,24.186004,27.339834
