dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,21.074952,19.274752,16.120337,10.368870,1.630864,19.577146,3.066673,1.408570,0.147712,1.804130,10.943093
cuda,AlbertForQuestionAnswering,4,21.034980,19.248442,16.086124,10.298445,1.608159,17.732070,3.221542,1.226562,0.145549,1.421762,9.145831
cuda,AllenaiLongformerBase,4,77.605444,67.508835,64.032107,43.434155,5.849636,55.561245,17.113093,4.974145,0.450160,3.050557,18.583672
cuda,BartForCausalLM,4,22.737706,19.146670,15.746855,8.782529,1.965644,14.824345,3.403147,1.593380,0.287001,1.460850,8.128152
cuda,BartForConditionalGeneration,2,52.156344,41.339101,37.039498,18.993555,6.104576,25.182960,8.712234,3.966166,1.085297,0.448577,12.608830
cuda,BertForMaskedLM,16,27.855066,23.366553,19.402685,12.044430,2.016534,20.288820,3.682213,1.641446,0.297646,5.796544,10.391382
cuda,BertForQuestionAnswering,16,27.968199,23.479458,19.493456,12.097428,1.983684,18.568236,3.363461,1.629935,0.296647,5.443756,8.582658
cuda,BlenderbotForCausalLM,4,39.584634,31.270399,27.927494,14.547262,4.329894,21.412005,6.561129,3.097021,0.702933,4.052477,11.433071
cuda,BlenderbotSmallForCausalLM,64,16.625077,14.195394,9.944290,5.268131,1.440974,10.246604,2.261189,1.082924,0.175857,6.500222,1.999779
cuda,BlenderbotSmallForConditionalGeneration,64,34.685452,27.916591,24.544268,12.798309,3.295678,19.094101,6.098763,2.669077,0.590633,1.245038,9.799447
cuda,CamemBert,16,26.338763,21.900760,18.570872,11.303985,2.016328,17.616585,3.383811,2.151057,0.322309,4.745980,8.459602
cuda,DebertaForMaskedLM,4,30.496038,25.276487,21.906791,14.958163,1.792544,24.335117,3.748687,1.983028,0.283337,1.842247,11.364805
cuda,DebertaForQuestionAnswering,8,30.260434,24.923349,21.529294,14.798220,2.001740,23.739193,3.376034,1.760412,0.286324,2.604131,11.139904
cuda,DebertaV2ForMaskedLM,1,46.157982,34.249094,30.763108,18.379554,2.844349,25.754926,4.486886,2.894329,0.552601,1.895873,10.577530
cuda,DebertaV2ForQuestionAnswering,2,43.004907,31.250338,27.769220,15.617457,3.605289,22.790184,5.105377,3.377076,0.564535,11.128409
cuda,DistilBertForMaskedLM,128,17.625815,15.805823,12.011532,7.899870,1.064312,13.171146,1.999578,0.897542,0.132448,3.741722,6.402022
cuda,DistilBertForQuestionAnswering,256,18.145993,16.319210,12.549655,8.243766,1.301386,12.882470,1.880855,1.087295,0.127100,2.926424,6.007446
cuda,DistillGPT2,16,17.708938,16.041863,12.246165,8.873654,1.081123,12.960974,2.323360,0.880582,0.114775,2.168375,5.226692
cuda,ElectraForCausalLM,32,30.522703,25.890020,22.520988,15.114724,2.009828,26.251082,3.509114,1.940858,0.301549,7.764797,13.280176
cuda,ElectraForQuestionAnswering,64,28.429049,23.895843,19.796326,12.070506,2.000947,21.473619,3.663526,1.643667,0.304253,6.013968,11.533727
cuda,GPT2ForSequenceClassification,4,23.875227,20.759880,17.432719,10.962684,2.442612,14.125540,3.825940,1.577719,0.248119,1.454702,5.718599
cuda,GoogleFnet,16,19.728288,17.691797,14.336682,10.460247,1.182725,18.254062,2.134976,0.886830,0.128112,1.784899,9.065930
cuda,LayoutLMForMaskedLM,16,29.457582,25.022797,21.701713,13.988204,2.068951,22.177139,3.945685,1.689453,0.302443,5.741642,10.395432
cuda,LayoutLMForSequenceClassification,16,28.155536,23.761308,20.433814,13.068016,2.041101,21.695122,3.381787,1.681203,0.296870,7.956001,11.034461
cuda,M2M100ForConditionalGeneration,16,52.638530,41.884004,38.589866,21.478179,4.909034,32.082218,9.380150,3.999774,0.768127,10.095354,15.818495
