dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,12.577679,10.837918,4.098190,2.057054,8.857098,3.373323,1.185720,0.149524,6.908036,0.833185
cuda,AlbertForQuestionAnswering,4,12.332596,10.725882,4.069999,2.039546,8.884633,3.381444,1.197866,0.146227,6.946728,0.441320
cuda,AllenaiLongformerBase,4,98.028414,90.427512,73.147419,7.561598,79.486369,57.785595,5.110708,0.432476,0.671386,14.231327
cuda,BartForCausalLM,4,14.713212,13.190908,6.226502,1.960465,9.568668,3.229832,1.421209,0.271716,2.245562,5.394877
cuda,BartForConditionalGeneration,2,37.987811,33.657088,14.876718,6.394141,19.999815,8.644264,3.690799,1.080980,1.198955,11.763261
cuda,BertForMaskedLM,16,14.320036,12.338003,5.239303,2.095168,8.101873,3.701512,1.562196,0.302062,5.057998,1.445710
cuda,BertForQuestionAnswering,16,14.356504,12.367893,5.277734,2.065057,8.013422,3.677531,1.543380,0.294610,4.898474,1.004076
cuda,BlenderbotForCausalLM,4,25.077212,21.941686,8.502257,4.687273,15.247765,7.361532,3.062354,0.833627,11.620989,3.779405
cuda,BlenderbotSmallForCausalLM,64,9.348679,8.303042,3.700679,1.713621,6.048466,2.138482,1.053364,0.172338,4.125475,2.438761
cuda,BlenderbotSmallForConditionalGeneration,64,23.964123,21.156254,9.365532,3.699111,13.752917,5.820729,2.599258,0.600079,1.862626,8.247540
cuda,CamemBert,16,14.355233,12.369265,5.263027,2.090303,8.116324,3.690611,1.558310,0.298077,5.044948,0.328957
cuda,DebertaForMaskedLM,4,29.326365,23.435983,15.096016,3.086795,19.785493,5.543817,2.355998,0.357556,0.919936,7.997674
cuda,DebertaForQuestionAnswering,8,29.609790,23.902888,15.366531,3.055670,20.142049,5.799855,2.327128,0.358452,1.800662,8.057537
cuda,DebertaV2ForMaskedLM,1,43.555160,33.630168,18.201402,3.798679,24.381323,6.882673,3.451929,0.633448,1.612576,10.348018
cuda,DebertaV2ForQuestionAnswering,2,43.636811,33.406145,17.914912,4.671274,24.126711,7.503960,3.620570,0.633526,0.546431,11.250502
cuda,DistilBertForMaskedLM,128,7.833621,7.059899,3.374291,1.109839,5.575263,2.195415,0.854194,0.124762,3.361810,1.140140
cuda,DistilBertForQuestionAnswering,256,8.080209,7.267702,3.462035,1.091486,5.675054,2.136520,0.843841,0.121336,3.355328,0.551319
cuda,DistillGPT2,16,8.763119,7.847416,4.363594,1.259876,6.361382,1.951065,0.823015,0.115310,2.372241,3.325852
cuda,ElectraForCausalLM,32,16.305632,14.253788,7.110825,2.083255,10.832246,3.858518,1.623532,0.295327,2.551847,5.908152
cuda,ElectraForQuestionAnswering,64,14.585540,12.495553,5.299240,2.109896,8.201422,3.774933,1.579082,0.301800,5.111575,1.287219
cuda,GPT2ForSequenceClassification,4,13.624407,11.840141,5.607845,2.311290,8.260511,3.347691,1.468315,0.255761,5.264477,1.378249
cuda,LayoutLMForMaskedLM,16,14.907839,12.556442,5.287051,2.116266,8.270284,3.800742,1.588324,0.302277,5.199739,1.409086
cuda,LayoutLMForSequenceClassification,16,14.698340,12.442029,5.336310,2.071372,9.510183,4.409055,1.761456,0.292498,6.344873,5.991951
cuda,M2M100ForConditionalGeneration,16,33.865497,29.758350,13.200071,5.066915,21.518315,8.183910,4.176142,0.773797,11.426625,13.620581
cuda,MBartForCausalLM,4,14.983946,13.478707,6.731717,2.053774,10.069004,3.361438,1.474568,0.291757,2.505923,5.676937
cuda,MBartForConditionalGeneration,2,35.273034,31.187321,13.485611,5.848014,20.879659,9.496328,3.736381,1.177754,0.573591,13.487498
cuda,MT5ForConditionalGeneration,16,25.665052,21.754332,9.500984,4.073906,16.147164,6.822006,2.300040,0.473006,19.905511,10.912538
cuda,MegatronBertForCausalLM,4,28.454992,24.536639,10.160346,4.896183,15.305655,7.803162,3.162659,0.854485,10.240092,0.391468
cuda,MegatronBertForQuestionAnswering,8,28.315058,24.511973,9.990009,4.808739,14.943747,7.638858,3.053115,0.842196,9.956972,0.524835
cuda,MobileBertForMaskedLM,64,45.624418,37.330601,11.338575,7.809955,24.602058,13.378681,5.342300,2.925756,22.210331,1.699063
cuda,MobileBertForQuestionAnswering,128,45.392328,37.165952,11.280093,8.267621,25.568309,13.671825,5.785229,3.167004,23.618051,0.996709
cuda,OPTForCausalLM,2,14.879193,13.326494,6.714050,2.266442,10.035239,3.799664,1.630641,0.274787,3.065534,5.680641
cuda,PLBartForCausalLM,8,9.360838,8.525924,4.831265,1.076406,7.380602,2.112711,0.813451,0.119166,1.477275,3.675626
cuda,PLBartForConditionalGeneration,4,19.543066,17.464394,8.097153,3.000808,12.329051,4.600573,2.366574,0.415256,2.482584,7.358356
cuda,PegasusForCausalLM,32,14.812656,13.072026,6.528470,2.027704,10.472267,3.455031,1.558630,0.301641,2.450723,6.492880
cuda,PegasusForConditionalGeneration,32,35.690743,31.221843,12.531570,5.748873,20.854676,9.134102,3.949489,0.872876,0.657259,14.326995
cuda,RobertaForCausalLM,16,15.074766,13.072695,6.016274,2.098622,8.896834,3.952024,1.612639,0.299804,0.710063,5.083803
cuda,RobertaForQuestionAnswering,16,14.499845,12.436217,5.304993,2.073391,7.805448,3.669918,1.550304,0.290620,4.673090
cuda,Speech2Text2ForCausalLM,256,10.358932,9.259542,5.514586,0.974020,8.063277,1.841796,0.790019,0.115770,1.341238,3.571769
cuda,T5ForConditionalGeneration,4,17.969971,15.249585,7.292227,2.680266,11.134300,4.370396,1.646239,0.303413,6.373366,6.949186
cuda,T5Small,4,17.996664,15.322254,7.349628,3.006746,10.844138,4.065880,1.652416,0.296440,6.476239,6.631073
cuda,TrOCRForCausalLM,32,14.969744,13.430404,6.298439,1.965568,9.888439,3.360625,1.525847,0.290204,1.328088,5.648258
cuda,XGLMForCausalLM,8,29.352545,26.145623,11.796991,4.787229,18.566663,7.702062,3.079590,0.813324,32.004848,11.764296
cuda,XLNetLMHeadModel,8,114.594698,110.054168,89.830407,7.379599,94.017160,84.629687,3.443767,0.822571,7.963606,12.487376
cuda,YituTechConvBert,16,22.428938,19.581731,8.770702,3.681225,14.674251,6.129948,2.449377,0.508352,8.093833,10.059153
