dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,AlbertForMaskedLM,2,1.262811
cuda,AlbertForQuestionAnswering,2,1.278860
cuda,AllenaiLongformerBase,1,3.897048
cuda,BartForCausalLM,2,1.067078
cuda,BartForConditionalGeneration,1,2.657756
cuda,BertForMaskedLM,64,1.363413
cuda,BertForQuestionAnswering,64,1.304689
cuda,BigBird,1,6.478095
cuda,BlenderbotSmallForCausalLM,64,0.782535
cuda,BlenderbotSmallForConditionalGeneration,32,1.747494
cuda,CamemBert,1,1.294292
cuda,DebertaForMaskedLM,4,2.822202
cuda,DebertaForQuestionAnswering,4,2.868061
cuda,DistilBertForMaskedLM,16,0.735729
cuda,DistilBertForQuestionAnswering,32,0.725403
cuda,DistillGPT2,1,0.850461
cuda,ElectraForCausalLM,1,1.309920
cuda,ElectraForQuestionAnswering,64,1.314942
cuda,GPT2ForSequenceClassification,4,1.331655
cuda,LayoutLMForMaskedLM,16,1.394077
cuda,LayoutLMForSequenceClassification,16,1.413436
cuda,M2M100ForConditionalGeneration,2,2.568568
cuda,MBartForCausalLM,16,1.065906
cuda,MBartForConditionalGeneration,8,2.641181
cuda,MT5ForConditionalGeneration,2,2.960726
cuda,MegatronBertForCausalLM,2,2.641973
cuda,MegatronBertForQuestionAnswering,8,2.603098
cuda,MobileBertForMaskedLM,16,6.730199
cuda,MobileBertForQuestionAnswering,32,6.573233
cuda,OPTForCausalLM,4,1.162173
cuda,PLBartForCausalLM,16,0.767740
cuda,PLBartForConditionalGeneration,8,1.413198
cuda,PegasusForCausalLM,8,1.120018
cuda,PegasusForConditionalGeneration,4,2.541785
cuda,RobertaForCausalLM,4,1.314593
cuda,RobertaForQuestionAnswering,64,1.303071
cuda,Speech2Text2ForCausalLM,64,0.821029
cuda,T5ForConditionalGeneration,4,1.940624
cuda,T5Small,1,1.944881
cuda,TrOCRForCausalLM,8,1.055577
cuda,XGLMForCausalLM,1,2.083139
cuda,XLNetLMHeadModel,4,3.200522
cuda,YituTechConvBert,1,1.843486
