dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,2.130234,3.656990,2.847603,8.253231,2.901162,1.142409,0.162740,7.534414,1.471104
cuda,AlbertForQuestionAnswering,4,2.151817,3.609235,2.899825,8.256077,2.868805,1.135230,0.158810,7.639519,1.050199
cuda,BartForCausalLM,4,2.204208,6.513700,3.517477,9.478808,3.145565,1.379305,0.278623,1.318542,6.591725
cuda,BartForConditionalGeneration,2,5.962595,15.715249,10.614568,22.049382,10.619734,3.555285,1.138443,2.573658,17.206747
cuda,BertForMaskedLM,64,2.724518,5.436076,3.489531,8.312706,3.707703,1.483501,0.311036,6.788110,2.286694
cuda,BertForQuestionAnswering,128,2.750841,5.388947,3.720508,7.784491,3.267782,1.464862,0.306875,6.226180,1.821701
cuda,BigBird,1,11.375896,7.167341,1.904444,10.773851,2.474470,1.442089,0.225844,5.626559,0.428180
cuda,BlenderbotSmallForCausalLM,64,1.472443,3.788670,1.927291,6.763038,2.760905,0.996758,0.174119,4.968712,2.231265
cuda,BlenderbotSmallForConditionalGeneration,64,4.028549,9.369106,6.254130,14.810669,6.174931,2.524119,0.640335,2.923981,11.869028
cuda,CamemBert,1,2.743434,5.225556,3.191903,7.749886,3.065735,1.852872,0.307728,6.144550,0.639339
cuda,DebertaForMaskedLM,4,7.066438,15.185380,3.713652,19.347967,5.125457,2.123049,0.333033,0.909621,8.100409
cuda,DebertaForQuestionAnswering,8,6.803108,14.873106,3.481870,19.182901,4.903793,2.113739,0.331280,1.781498,8.015660
cuda,DistilBertForMaskedLM,64,1.138605,3.173856,1.842306,5.206445,1.775027,0.788208,0.132042,3.932575,2.196694
cuda,DistilBertForQuestionAnswering,64,1.149883,3.344352,1.720680,5.232347,1.742615,0.783535,0.127089,3.828285,1.911110
cuda,DistillGPT2,1,1.219456,2.980835,1.225465,4.841567,1.544971,0.672708,0.107519,3.133379,3.576876
cuda,ElectraForCausalLM,32,2.820118,7.205658,3.509442,10.982855,3.446133,2.012630,0.311568,3.796081,7.735892
cuda,ElectraForQuestionAnswering,64,2.807345,5.476349,3.430324,7.925094,3.319640,1.499545,0.312807,6.310008,2.069578
cuda,GPT2ForSequenceClassification,4,2.401996,5.035148,2.535470,7.754376,3.396696,1.329389,0.245514,5.346397,1.248421
cuda,LayoutLMForMaskedLM,16,3.108207,5.511797,3.314351,8.708595,4.100022,1.493130,0.314959,6.618908,2.182976
cuda,LayoutLMForSequenceClassification,16,3.139035,5.846357,3.241708,9.945628,4.472793,2.079815,0.318844,7.686587,6.703212
cuda,M2M100ForConditionalGeneration,8,6.231457,13.694646,6.719357,23.837449,10.389446,3.611773,0.882948,18.534236,17.117878
cuda,MBartForCausalLM,32,2.203152,6.825339,3.640942,10.191928,3.724471,1.491168,0.313307,1.267569,7.112021
cuda,MBartForConditionalGeneration,16,5.972804,14.484783,11.424951,22.416121,11.699929,3.914139,1.323692,2.016697,19.622172
cuda,MT5ForConditionalGeneration,8,5.050282,8.595747,6.145070,14.545327,6.560956,2.176284,0.504178,12.274295,6.757291
cuda,MegatronBertForCausalLM,16,5.495259,11.497643,8.717528,16.247090,8.273750,3.026980,0.932399,13.687168,2.761883
cuda,MegatronBertForQuestionAnswering,16,5.624670,11.411699,8.599772,15.979649,8.106593,2.993479,0.893055,13.384325,2.398424
cuda,MobileBertForMaskedLM,32,13.316772,12.443753,12.865829,27.492847,16.662734,5.005818,2.712227,28.309033,4.910320
cuda,MobileBertForQuestionAnswering,64,13.204845,12.467372,12.431934,27.468653,16.824509,5.002913,2.672024,27.840152,4.001045
cuda,OPTForCausalLM,32,2.278867,6.041189,2.506767,9.695799,4.077609,1.520117,0.283416,2.369778,6.252310
cuda,PLBartForCausalLM,32,1.184858,4.517115,1.750929,6.626089,1.765887,0.777329,0.120978,1.537084,4.116688
cuda,PLBartForConditionalGeneration,16,3.147534,7.947329,4.613253,12.619823,4.424135,2.638191,0.423485,4.344734,9.421173
cuda,PegasusForCausalLM,32,2.396812,6.876971,3.197491,11.010849,4.028170,1.511363,0.309175,1.384540,7.438845
cuda,PegasusForConditionalGeneration,16,5.987877,13.507977,9.392932,20.431227,8.695469,3.847282,0.902492,2.622997,17.473690
cuda,RobertaForCausalLM,64,2.770416,6.635628,3.822856,9.414784,3.934169,1.555211,0.317300,1.508219,6.714863
cuda,RobertaForQuestionAnswering,128,3.010815,5.540709,3.810655,7.849406,3.279653,1.485954,0.312354,6.226459,0.559999
cuda,Speech2Text2ForCausalLM,128,1.411380,5.270329,1.091693,8.417278,1.844382,0.755527,0.121202,1.460680,4.288573
cuda,T5ForConditionalGeneration,4,3.461203,7.689686,3.899048,11.372762,4.427475,1.580986,0.314645,7.135838,7.710963
cuda,T5Small,1,3.732487,7.297891,3.468858,10.632459,3.909643,1.465743,0.336824,7.839280,6.924249
cuda,TrOCRForCausalLM,32,2.207841,6.581595,3.760135,9.707565,3.278162,1.480288,0.291716,1.346386,6.996648
cuda,XGLMForCausalLM,8,4.929888,13.113431,8.762182,20.747117,9.303948,3.062855,0.841630,30.865443,16.623070
cuda,YituTechConvBert,1,4.069308,8.602148,5.343653,13.185668,4.963472,1.986551,0.492967,16.202109,10.381039
