dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,YituTechConvBert,1,1.1261,1.4439,4.4939
cuda,T5Small,1,0.0,1.3509,3.7521
cuda,CamemBert,1,1.1423,1.5824,3.4733
cuda,MT5ForConditionalGeneration,4,0.0,1.3738,2.1396
cuda,T5ForConditionalGeneration,4,0.0,1.0014,2.0843
cuda,MobileBertForMaskedLM,16,1.0697,1.4889,1.9471
cuda,LayoutLMForSequenceClassification,16,1.2025,1.1135,1.3209
cuda,Speech2Text2ForCausalLM,64,1.0631,1.1658,1.3196
cuda,ElectraForQuestionAnswering,64,1.342,1.2555,1.2983
cuda,AlbertForMaskedLM,4,1.1886,1.2283,1.2403
cuda,AlbertForQuestionAnswering,4,1.1897,0.0,1.2354
cuda,LayoutLMForMaskedLM,16,1.1656,1.0573,1.1981
cuda,RobertaForQuestionAnswering,64,1.0939,1.0095,1.1627
cuda,BertForQuestionAnswering,64,1.0943,1.0105,1.1471
cuda,BartForCausalLM,8,1.0085,0.9932,1.1287
cuda,MegatronBertForQuestionAnswering,8,1.1623,0.0,1.1211
cuda,M2M100ForConditionalGeneration,4,1.0762,1.0315,1.1145
cuda,MobileBertForQuestionAnswering,32,1.0715,1.5029,1.0771
cuda,TrOCRForCausalLM,16,1.0077,0.9855,1.0657
cuda,PLBartForCausalLM,16,1.0139,0.9825,1.0655
cuda,PegasusForConditionalGeneration,8,1.0029,0.9795,1.0515
cuda,PLBartForConditionalGeneration,8,1.0371,0.9951,1.041
cuda,BartForConditionalGeneration,2,1.0203,1.0134,1.0016
cuda,BertForMaskedLM,64,1.0722,0.9614,0.9936
cuda,XGLMForCausalLM,4,1.0599,1.032,0.9883
cuda,BlenderbotSmallForConditionalGeneration,64,1.0296,0.9969,0.9876
cuda,PegasusForCausalLM,16,1.0128,0.9667,0.9633
cuda,BlenderbotSmallForCausalLM,64,1.048,0.969,0.955
cuda,DistillGPT2,1,1.3596,1.7434,0.0
cuda,GPT2ForSequenceClassification,4,1.56,1.5781,0.0
cuda,DebertaForQuestionAnswering,16,0.0,1.3177,0.0
cuda,DistilBertForQuestionAnswering,32,1.0221,1.209,0.0
cuda,DebertaForMaskedLM,16,0.0,1.1697,0.0
cuda,XLNetLMHeadModel,8,1.1447,1.1124,0.0
cuda,OPTForCausalLM,16,1.0942,1.1104,0.0
cuda,DistilBertForMaskedLM,32,1.0159,1.0686,0.0
cuda,AllenaiLongformerBase,1,1.1578,1.0589,0.0
cuda,ElectraForCausalLM,32,1.1741,1.0221,0.0
cuda,MBartForConditionalGeneration,8,1.0149,0.9793,0.0
cuda,MBartForCausalLM,16,1.0164,0.9729,0.0
cuda,RobertaForCausalLM,64,1.0667,0.9706,0.0
cuda,DebertaV2ForQuestionAnswering,4,0.9999,0.9663,0.0
cuda,DebertaV2ForMaskedLM,4,1.0006,0.9505,0.0
cuda,GPTNeoForSequenceClassification,4,1.2788,0.0,0.0
cuda,GPTNeoForCausalLM,4,1.228,0.0,0.0
cuda,MegatronBertForCausalLM,8,1.1478,0.0,0.0
cuda,BigBird,0,0.0,0.0,0.0
cuda,GoogleFnet,0,0.0,0.0,0.0
