dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,1.884015,7.927974,3.290807,1.759500,7.393960,3.021762,1.028056,0.136510,5.937575,0.926363
cuda,AlbertForQuestionAnswering,4,1.764904,8.199647,3.325155,1.733936,7.675152,3.001367,1.027366,0.132622,6.158251,0.542989
cuda,AllenaiLongformerBase,4,8.385383,80.022585,64.872149,6.953916,70.471040,49.266670,4.755172,0.388355,0.661428,13.129163
cuda,BartForCausalLM,4,2.000365,10.414162,5.495895,2.357654,8.230792,2.524226,1.150381,0.222817,1.448935,5.176464
cuda,BartForConditionalGeneration,2,4.915989,25.447673,12.689585,4.393673,18.212845,7.631928,2.801654,0.794039,1.123692,10.564781
cuda,BertForMaskedLM,16,2.374391,10.644545,5.445858,1.720736,8.225200,2.580102,1.502405,0.239263,4.841298,1.475843
cuda,BertForQuestionAnswering,16,2.388428,10.936044,5.733738,1.718024,8.446222,2.565734,1.787816,0.237131,4.513813,1.040553
cuda,BlenderbotForCausalLM,4,3.834651,19.232506,9.362263,3.878092,14.124156,5.584341,2.396565,0.595005,4.142186,8.797287
cuda,BlenderbotSmallForCausalLM,64,1.206258,6.782901,3.227252,1.350065,5.615147,2.049508,0.834400,0.141490,3.794135,2.074908
cuda,BlenderbotSmallForConditionalGeneration,64,3.569680,16.588374,7.529367,3.121126,11.606635,4.922471,2.069442,0.487725,1.955240,7.689038
cuda,CamemBert,16,2.397549,11.114696,5.830167,1.772048,8.598011,3.199544,1.250066,0.242942,4.625440,0.374091
cuda,DebertaForMaskedLM,4,6.383062,22.544092,15.459728,2.539041,19.027893,4.255805,1.850655,0.300769,0.856608,6.303242
cuda,DebertaForQuestionAnswering,8,6.725271,21.678029,14.641551,2.359953,18.389917,4.073785,1.857244,0.304256,1.796287,6.306082
cuda,DebertaV2ForMaskedLM,1,10.912791,29.189870,18.331961,3.039064,21.944020,4.282494,2.281737,0.529274,1.465822,7.147553
cuda,DebertaV2ForQuestionAnswering,2,10.600338,29.085808,17.838974,3.444500,22.013544,5.404915,2.617857,0.517923,0.514210,7.929350
cuda,DistilBertForMaskedLM,128,0.929358,5.762666,2.986832,0.923492,4.785008,1.398322,0.853238,0.110929,2.764657,1.207741
cuda,DistilBertForQuestionAnswering,256,0.939526,5.737814,2.981536,0.920214,4.970180,1.619721,0.668739,0.104771,2.951571,0.579259
cuda,DistillGPT2,16,1.164102,7.257274,4.558207,0.998655,6.366722,1.615987,0.672991,0.095083,2.697140,2.848547
cuda,ElectraForCausalLM,32,2.455434,13.324208,7.987995,1.745855,11.964920,3.268558,1.276522,0.247074,2.460355,5.810277
cuda,ElectraForQuestionAnswering,64,2.394629,11.107164,5.798301,1.743458,8.519511,3.169597,1.229614,0.244204,4.548263,1.333374
cuda,GPT2ForSequenceClassification,4,2.553560,9.518631,4.471639,2.359215,6.493078,2.499658,1.185271,0.214251,4.460601,0.976554
cuda,GoogleFnet,16,1.275365,12.643153,10.080676,1.251085,13.234772,1.551102,1.022357,0.106282,1.749359,4.464985
cuda,LayoutLMForMaskedLM,16,2.685628,11.153387,5.857552,1.768860,8.679913,3.163502,1.237116,0.243900,4.674709,1.475873
cuda,LayoutLMForSequenceClassification,16,2.701949,11.100133,5.822526,1.745446,10.159768,3.881008,1.458866,0.240789,6.166859,6.705762
cuda,M2M100ForConditionalGeneration,16,4.722179,23.704466,11.781331,3.708275,19.252218,7.561898,2.955603,0.623019,8.613070,11.366132
