dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,19.360200,17.381784,14.817136,7.836325,1.837116,12.803794,3.169040,1.472538,0.144094,0.002721,5.381820,8.917388
cuda,AlbertForQuestionAnswering,4,19.225375,17.253107,14.661580,7.639631,1.816715,12.771126,3.155097,1.445346,0.143142,0.002743,2.581475,9.083513
cuda,BartForCausalLM,4,21.965908,18.865256,15.870857,8.348044,1.820928,12.847163,2.796976,1.590063,0.251149,0.002830,1.521991,8.862242
cuda,BartForConditionalGeneration,2,46.212056,38.015569,34.731161,17.307165,4.804397,21.982141,7.727146,3.944288,1.038785,0.002975,0.432777,15.395793
cuda,BertForMaskedLM,16,23.258134,19.714922,17.149681,9.334308,1.933255,13.769110,3.364951,1.628637,0.260989,0.002666,2.567796,8.836812
cuda,BertForQuestionAnswering,16,23.417430,19.882833,17.533611,9.369420,1.949044,13.482022,3.396603,1.629239,0.258981,0.002759,2.228844,8.550619
cuda,BlenderbotForCausalLM,4,34.842192,27.921462,25.290866,11.688396,3.857361,17.974546,5.889758,3.181143,0.669193,0.003041,7.482916,14.687673
cuda,BlenderbotSmallForCausalLM,64,15.653822,13.285508,10.442101,4.959712,1.228635,8.598972,1.796317,1.078838,0.150324,0.002719,2.672591,6.456137
cuda,BlenderbotSmallForConditionalGeneration,64,33.184701,28.232662,24.221745,12.267941,2.892470,17.373739,5.122232,2.647585,0.542893,0.002688,2.249599,11.871933
cuda,CamemBert,16,22.964411,19.416937,16.877362,8.875308,1.957289,12.583601,3.396056,1.640435,0.264638,0.002699,1.252221,8.167666
cuda,DebertaForMaskedLM,4,35.261433,29.364955,26.378542,19.249906,1.888930,26.285158,3.648652,1.890872,0.262270,0.006196,3.495185,12.627832
cuda,DebertaForQuestionAnswering,8,34.111964,28.620324,25.868394,18.485911,2.259319,26.230511,3.178512,1.867454,0.252003,0.004490,3.324243,13.632170
cuda,DebertaV2ForMaskedLM,1,46.033334,35.196323,31.962223,18.923062,2.515997,24.728537,3.885712,2.770042,0.487431,0.006141,1.073413,14.058033
cuda,DebertaV2ForQuestionAnswering,2,46.147183,35.337984,32.119002,19.514193,3.045640,26.023803,5.618265,3.170284,0.513609,0.006113,0.508516,15.433509
cuda,DistilBertForMaskedLM,128,18.114758,16.481405,13.042600,8.217190,1.059320,12.390209,1.789293,0.910847,0.113739,0.002745,7.878342,6.568045
cuda,DistilBertForQuestionAnswering,256,17.206917,15.618988,12.702667,8.161671,1.029589,12.443303,1.827355,0.902992,0.106439,0.002748,8.970046,6.591749
cuda,DistillGPT2,16,16.939750,15.221236,12.053648,7.767006,1.103786,12.021167,1.883712,0.893127,0.099512,0.002768,3.994526,6.553995
cuda,ElectraForCausalLM,32,25.131728,21.508409,18.194296,9.810402,2.027699,18.691537,3.629821,1.727934,0.270885,0.002708,7.953053,13.455173
cuda,ElectraForQuestionAnswering,64,24.273556,20.725151,17.336253,9.367396,1.960778,18.323969,3.393409,1.637105,0.265954,0.002736,2.922628,13.396507
cuda,GPT2ForSequenceClassification,4,24.073026,20.671452,17.576235,10.419595,2.059857,12.873285,3.114890,2.146818,0.232195,0.002751,1.461867,7.011316
cuda,GoogleFnet,16,16.737184,14.533467,11.172659,6.506762,1.446180,10.645158,1.884396,0.966759,0.101482,0.002646,6.347532,6.943888
cuda,LayoutLMForSequenceClassification,16,25.085625,21.180213,17.954637,9.525412,2.016875,15.655896,4.240660,1.910444,0.273880,0.002730,5.741930,10.701747
cuda,M2M100ForConditionalGeneration,16,48.116244,40.214218,36.778670,18.058368,5.127877,25.919837,9.001060,4.298833,1.081411,0.003129,48.518986,19.566520
cuda,MBartForCausalLM,4,24.784392,21.673908,18.660226,11.070549,1.909492,15.492639,2.978598,1.662911,0.254061,0.002793,1.392317,8.906188
cuda,MBartForConditionalGeneration,2,47.750646,39.557378,36.868734,19.288877,4.571260,24.069926,8.161294,4.085382,1.024048,0.002884,0.384254,15.710516
cuda,MT5ForConditionalGeneration,16,36.672707,30.543655,27.920110,14.296639,3.983227,20.093538,5.350120,2.367905,0.458062,0.003120,68.229759,14.256732
cuda,MegatronBertForCausalLM,4,39.771391,32.004569,29.135164,14.799556,4.200877,19.371408,6.484148,3.257174,0.703726,0.002802,2.890923,13.590987
cuda,MegatronBertForQuestionAnswering,8,40.071388,32.432029,29.216343,15.205131,4.133681,21.067352,6.349612,3.199227,0.689347,0.002697,2.026360,14.790291
cuda,MobileBertForMaskedLM,64,60.147810,44.592567,41.160748,16.202451,5.837563,28.041929,9.801590,5.897182,2.379503,0.003291,31.987592,26.492867
cuda,MobileBertForQuestionAnswering,128,56.905802,41.972995,39.281062,15.665167,5.782575,28.139103,9.508449,5.896219,2.370475,0.003052,26.898772,26.782519
cuda,OPTForCausalLM,2,21.726080,18.863674,16.112566,8.804815,2.050866,12.963197,3.161104,2.010574,0.253516,0.002622,1.834869,8.543358
cuda,PLBartForCausalLM,8,15.697769,14.001488,11.303635,6.695054,1.050071,10.532360,1.673426,0.894856,0.110767,0.002710,1.273007,6.182133
cuda,PLBartForConditionalGeneration,4,28.226877,24.463579,21.662940,11.764080,2.752035,16.759318,3.974823,2.167930,0.390354,0.002814,1.637819,10.964869
cuda,PegasusForCausalLM,32,23.063150,19.917212,17.203285,9.848516,1.870525,14.095034,2.893807,1.643980,0.242285,0.002650,2.521596,8.628013
