dev,name,batch_size,speedup
cuda,AlbertForMaskedLM,4,1.1696
cuda,AlbertForQuestionAnswering,4,1.1703
cuda,AllenaiLongformerBase,1,1.1663
cuda,BartForCausalLM,8,1.0042
cuda,BartForConditionalGeneration,2,0.9972
cuda,BertForMaskedLM,64,1.0536
cuda,BertForQuestionAnswering,64,1.0732
cuda,BigBird,1,0.9823
cuda,BlenderbotSmallForCausalLM,64,1.0150
cuda,BlenderbotSmallForConditionalGeneration,64,1.0184
cuda,CamemBert,1,1.0775
cuda,DebertaForMaskedLM,0,0.0000
cuda,DebertaForQuestionAnswering,0,0.0000
cuda,DebertaV2ForMaskedLM,0,0.0000
cuda,DebertaV2ForQuestionAnswering,4,0.9968
cuda,DistilBertForMaskedLM,32,1.0059
cuda,DistilBertForQuestionAnswering,32,1.0074
cuda,DistillGPT2,1,1.2596
cuda,ElectraForCausalLM,32,1.1427
cuda,ElectraForQuestionAnswering,64,1.2697
cuda,GPT2ForSequenceClassification,4,1.5579
cuda,GPTNeoForCausalLM,0,0.0000
cuda,GPTNeoForSequenceClassification,0,0.0000
cuda,GoogleFnet,1,1.1341
cuda,LayoutLMForMaskedLM,16,1.1441
cuda,LayoutLMForSequenceClassification,16,1.1858
cuda,M2M100ForConditionalGeneration,4,1.0033
cuda,MBartForCausalLM,16,1.0093
cuda,MBartForConditionalGeneration,8,1.0088
cuda,MT5ForConditionalGeneration,4,1.0217
cuda,MegatronBertForCausalLM,8,1.1354
cuda,MegatronBertForQuestionAnswering,8,1.1486
cuda,MobileBertForMaskedLM,16,1.1744
cuda,MobileBertForQuestionAnswering,32,1.2348
cuda,OPTForCausalLM,16,1.0885
cuda,PLBartForCausalLM,16,1.0085
cuda,PLBartForConditionalGeneration,8,1.0091
cuda,PegasusForCausalLM,16,1.0086
cuda,PegasusForConditionalGeneration,8,1.0074
cuda,RobertaForCausalLM,64,1.0499
cuda,RobertaForQuestionAnswering,64,1.0719
cuda,Speech2Text2ForCausalLM,64,1.0281
cuda,T5ForConditionalGeneration,0,0.0000
cuda,T5Small,0,0.0000
cuda,TrOCRForCausalLM,16,1.0048
cuda,XGLMForCausalLM,4,1.0013
cuda,XLNetLMHeadModel,8,1.1145
cuda,YituTechConvBert,1,1.0777
