dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,1.602321,3.181112,1.597111,7.241343,2.833031,0.963565,0.134098,5.732857,1.067174
cuda,AlbertForQuestionAnswering,4,1.651088,3.150311,1.561419,7.464553,2.822984,0.954397,0.132324,5.949030,0.550874
cuda,BartForCausalLM,4,1.655192,5.998423,1.798548,8.323186,2.746111,1.075866,0.205359,2.317357,4.205588
cuda,BartForConditionalGeneration,2,4.650383,12.974337,4.099957,18.038376,7.599023,2.720819,0.783546,1.802084,9.843192
cuda,BertForMaskedLM,64,2.366687,6.383437,1.907588,8.626036,3.216074,1.197967,0.237761,4.239261,2.588470
cuda,BertForQuestionAnswering,128,2.259310,6.102193,1.819332,8.483948,3.120475,1.184481,0.233434,4.287723,1.402172
cuda,BigBird,1,10.281548,5.757713,1.195804,9.724492,1.938059,1.408515,0.182446,5.258904,0.553081
cuda,BlenderbotSmallForCausalLM,64,1.158563,3.333729,1.495702,5.569406,1.806935,0.815451,0.134853,3.790074,4.295488
cuda,BlenderbotSmallForConditionalGeneration,64,3.123770,8.753129,3.266262,12.396522,5.204859,1.988988,0.496393,3.607176,7.065836
cuda,CamemBert,1,2.221407,5.948350,1.573166,8.033781,2.885215,1.059542,0.222164,3.744782,0.962969
cuda,DebertaForMaskedLM,4,6.723281,12.164080,2.748751,15.783329,3.882259,2.072937,0.305705,1.225318,6.566338
cuda,DebertaForQuestionAnswering,8,6.744806,12.703012,2.952737,16.615559,4.036124,1.787909,0.301375,3.320069,7.059687
cuda,DistilBertForMaskedLM,64,0.863883,3.329079,1.044336,4.792525,1.629347,0.619341,0.105035,2.553337,2.582400
cuda,DistilBertForQuestionAnswering,64,0.888627,3.263373,1.001935,4.651411,1.566275,0.612460,0.102053,2.434500,2.047273
cuda,DistillGPT2,1,1.036167,2.585060,0.944612,4.437737,1.136301,0.563867,0.090417,2.838091,7.137768
cuda,ElectraForCausalLM,32,2.341701,8.475097,1.871644,12.016593,3.288072,1.238719,0.235801,4.466921,5.510875
cuda,ElectraForQuestionAnswering,64,2.274248,6.196083,1.831670,8.425331,3.107000,1.171603,0.239899,4.147071,2.623039
cuda,GPT2ForSequenceClassification,4,2.060486,4.189587,2.094938,6.361675,2.348005,1.113674,0.206532,4.346151,1.850335
cuda,GoogleFnet,1,1.191882,5.231241,0.932755,8.781972,1.811387,0.697321,0.113739,4.542189,1.069994
cuda,LayoutLMForMaskedLM,16,2.666156,6.339815,1.899728,8.680056,3.265912,1.202856,0.239946,4.326882,2.443109
cuda,LayoutLMForSequenceClassification,16,2.725163,6.245337,1.838787,10.066724,3.877349,1.403922,0.233286,5.750675,12.766160
cuda,M2M100ForConditionalGeneration,8,4.563218,11.859114,3.627620,18.382708,6.865438,2.683290,0.607321,25.666756,10.353315
cuda,MBartForCausalLM,32,1.658744,7.387140,1.839306,10.224065,3.148872,1.165505,0.216554,2.038872,4.758326
cuda,MBartForConditionalGeneration,16,4.661410,12.811168,4.238462,18.341236,7.553561,2.955981,0.863341,0.720739,9.989370
cuda,MT5ForConditionalGeneration,8,4.720166,6.397126,3.170436,10.558141,4.198815,1.629989,0.423002,7.484805,7.728109
cuda,MegatronBertForCausalLM,16,4.502271,8.508567,3.855083,11.633570,5.709993,2.301947,0.606674,7.150088,2.325412
cuda,MegatronBertForQuestionAnswering,16,4.475176,7.920487,3.817314,11.076582,5.664227,2.263439,0.595007,7.563449,1.751762
cuda,MobileBertForMaskedLM,32,10.685894,6.077613,4.795118,15.073969,7.053652,3.531568,1.742680,14.093182,4.235509
cuda,MobileBertForQuestionAnswering,64,10.616340,6.055301,4.683208,14.947879,6.993052,3.528462,1.731535,13.877825,2.662907
cuda,OPTForCausalLM,32,1.762256,4.690580,2.017298,7.329811,2.840892,1.218282,0.218544,4.734103,1.877661
cuda,PLBartForCausalLM,32,0.908404,4.569766,1.081337,6.626036,1.731931,0.645188,0.101284,2.727784,3.181167
cuda,PLBartForConditionalGeneration,16,2.520216,7.306174,2.346192,10.950384,4.307579,1.580451,0.329168,5.062639,6.337290
cuda,PegasusForCausalLM,32,1.975761,6.772903,1.793184,9.989898,2.790324,1.449694,0.217491,2.687315,5.095045
cuda,PegasusForConditionalGeneration,16,4.559406,11.852489,4.625215,16.387909,6.217996,2.957402,0.626709,2.028790,9.372482
cuda,RobertaForCausalLM,64,2.351835,6.469093,1.884877,8.508125,3.269972,1.208014,0.234388,0.784694,4.009714
cuda,RobertaForQuestionAnswering,128,2.311558,6.246176,1.862720,8.379187,3.128358,1.185957,0.240770,4.083309
cuda,Speech2Text2ForCausalLM,128,0.942056,4.625700,0.782528,7.556278,1.403359,0.591295,0.095739,2.654963,3.753855
cuda,T5ForConditionalGeneration,4,3.279969,6.567116,1.895718,11.782312,3.247477,1.238319,0.269432,7.433658,7.216761
cuda,T5Small,1,3.259728,6.145196,1.505233,8.498704,2.433243,1.104317,0.265470,13.230260,4.497106
cuda,TrOCRForCausalLM,32,1.712179,5.930235,1.827710,8.828985,3.088885,1.161872,0.217448,2.311057,4.808849
cuda,XGLMForCausalLM,8,3.856957,15.658756,4.091675,20.451385,7.151613,2.695953,0.582010,48.956454,9.069692
cuda,YituTechConvBert,1,3.327611,8.729549,3.091378,12.753997,3.814469,1.544941,0.383542,22.518979,7.246874
