dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,1.2512,15.1475,1.3737
cuda,AlbertForQuestionAnswering,4,1.2542,14.9401,1.4039
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,4,1.1093,18.9766,0.9466
cuda,BartForConditionalGeneration,2,1.0889,41.3758,0.9515
cuda,BertForMaskedLM,64,1.0579,20.4575,0.8992
cuda,BertForQuestionAnswering,128,1.1067,18.7848,0.8939
cuda,BigBird,1,0.9932,25.6524,1.0095
cuda,BlenderbotSmallForCausalLM,64,1.0379,15.9198,0.8647
cuda,BlenderbotSmallForConditionalGeneration,64,1.0929,30.8006,0.9460
cuda,CamemBert,1,1.5252,17.8193,0.9186
cuda,DebertaForMaskedLM,4,1.0730,33.1934,1.0347
cuda,DebertaForQuestionAnswering,8,1.2204,35.9062,1.1588
cuda,DistilBertForMaskedLM,64,1.0680,11.9258,0.9124
cuda,DistilBertForQuestionAnswering,64,1.1507,11.2366,0.9303
cuda,DistillGPT2,1,1.8333,15.8652,0.9258
cuda,ElectraForCausalLM,32,1.4521,25.5252,0.9036
cuda,ElectraForQuestionAnswering,64,1.4065,19.8754,1.0298
cuda,GPT2ForSequenceClassification,4,1.7820,16.4419,1.1224
cuda,GoogleFnet,1,1.1103,14.3773,0.9373
cuda,LayoutLMForMaskedLM,16,1.2160,20.5963,0.9772
cuda,LayoutLMForSequenceClassification,16,1.2894,32.3503,1.0294
cuda,M2M100ForConditionalGeneration,8,1.3808,62.9836,1.0178
cuda,MBartForCausalLM,32,1.0094,20.6050,0.8978
cuda,MBartForConditionalGeneration,16,1.0861,40.3121,0.9059
cuda,MT5ForConditionalGeneration,8,1.9896,34.4865,0.9397
cuda,MegatronBertForCausalLM,16,1.1127,32.1536,0.9247
cuda,MegatronBertForQuestionAnswering,16,1.1234,31.3369,0.9646
cuda,MobileBertForMaskedLM,32,1.5480,49.9534,0.7111
cuda,MobileBertForQuestionAnswering,64,1.3440,48.1142,0.5968
cuda,OPTForCausalLM,32,1.2017,17.2022,0.8847
cuda,PLBartForCausalLM,32,1.0557,13.9633,0.9055
cuda,PLBartForConditionalGeneration,16,1.2110,27.4134,0.9375
cuda,PegasusForCausalLM,32,1.0029,21.1606,0.9692
cuda,PegasusForConditionalGeneration,16,1.0815,39.9026,1.0204
cuda,RobertaForCausalLM,64,1.1534,18.3936,0.8974
cuda,RobertaForQuestionAnswering,128,1.1123,17.5563,0.8939
cuda,Speech2Text2ForCausalLM,128,1.1513,14.1446,0.9179
cuda,T5ForConditionalGeneration,4,1.4457,30.1238,1.1049
cuda,T5Small,1,1.1472,32.7085,1.0606
cuda,TrOCRForCausalLM,32,1.0144,19.6781,0.8876
cuda,XGLMForCausalLM,8,1.1931,87.7138,0.9642
cuda,YituTechConvBert,1,1.4503,49.1893,0.8729
