dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,1.589058,3.112175,1.586868,7.154221,2.605542,1.210968,0.133905,1.556082,7.264378,1.041124
cuda,AlbertForQuestionAnswering,4,1.613810,3.113761,1.558138,7.153302,2.585984,0.956706,0.131854,1.052255,6.726343,0.526029
cuda,BartForCausalLM,4,1.644098,5.842313,1.779507,8.096360,2.710853,1.068905,0.203002,2.003245,2.392251,6.122390
cuda,BartForConditionalGeneration,2,4.540990,12.907100,4.056680,17.845070,7.555311,2.696006,0.770468,0.940189,1.984357,10.159722
cuda,BertForMaskedLM,64,2.222866,6.169635,1.849281,8.082993,2.899710,1.181736,0.237645,3.054829,6.907922,2.527020
cuda,BertForQuestionAnswering,128,2.231591,6.051990,1.795044,8.075970,2.813914,1.169402,0.232829,1.944786,5.856722,1.342225
cuda,BigBird,1,9.532381,5.100508,1.201801,8.707847,1.891807,0.929610,0.183539,8.109172,13.024215,0.548127
cuda,BlenderbotSmallForCausalLM,64,1.134064,3.237994,1.258258,5.421839,1.789023,0.800364,0.135741,4.589965,8.091204,4.275886
cuda,BlenderbotSmallForConditionalGeneration,64,3.119447,8.206783,3.049666,11.851191,4.882674,1.977612,0.459107,3.437335,3.558898,10.277407
cuda,CamemBert,1,2.196248,5.955712,1.586466,7.755342,2.637922,1.073981,0.224622,1.339501,4.815989,0.961138
cuda,DebertaForMaskedLM,4,6.348258,12.781805,2.857476,15.984715,3.876739,1.831657,0.305910,19.031738,1.244024,25.322526
cuda,DebertaForQuestionAnswering,8,6.445240,12.702858,2.785139,16.329153,3.819155,1.828750,0.306025,21.369295,3.328410,28.008277
cuda,DistilBertForMaskedLM,64,0.868489,3.284746,1.033712,4.703570,1.609829,0.618614,0.105254,2.822388,5.321811,2.522299
cuda,DistilBertForQuestionAnswering,64,0.870272,3.170460,1.002777,4.542936,1.568295,0.619288,0.103201,2.366611,4.787688,2.042337
cuda,DistillGPT2,1,0.996328,2.442109,0.724291,4.188931,1.141816,0.558136,0.091383,7.610998,10.123924,7.381996
cuda,ElectraForCausalLM,32,2.344609,8.529155,1.869845,11.739727,2.995734,1.249025,0.235635,5.202694,4.412727,10.377298
cuda,ElectraForQuestionAnswering,64,2.223617,6.048521,1.815531,7.967549,2.818978,1.176980,0.238314,3.179092,7.009528,2.605882
cuda,GPT2ForSequenceClassification,4,2.015181,4.178554,1.842680,6.388642,2.367076,1.120047,0.206730,2.160502,6.295181,1.797927
cuda,GoogleFnet,1,1.191996,4.599718,0.946711,7.748829,1.402869,0.696722,0.112576,5.013116,9.172917,1.078282
cuda,LayoutLMForMaskedLM,16,2.660926,6.349434,1.898139,8.378128,2.977390,1.200124,0.236881,3.002324,7.019883,2.403343
cuda,LayoutLMForSequenceClassification,16,2.603611,6.107692,1.837695,9.636970,3.596481,1.416573,0.233773,13.645022,19.104658,13.178129
