dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,1.0003,384.7096,1.3422,1.0000
cuda,AlbertForQuestionAnswering,4,1.0009,382.3716,1.3561,1.0000
cuda,AllenaiLongformerBase,4,0.9925,249.4859,6.3737,0.9991
cuda,BartForCausalLM,4,0.9996,122.1886,1.3581,1.0000
cuda,BartForConditionalGeneration,2,0.9996,146.7210,3.2544,1.0000
cuda,BertForMaskedLM,16,0.9996,133.6827,1.4684,1.0000
cuda,BertForQuestionAnswering,16,0.9996,110.0801,1.5249,1.0000
cuda,BlenderbotForCausalLM,4,1.0134,81.1049,2.3896,1.0005
cuda,BlenderbotSmallForCausalLM,64,0.9998,64.4802,0.8813,1.0000
cuda,BlenderbotSmallForConditionalGeneration,64,1.0001,118.6746,2.1504,1.0000
cuda,CamemBert,16,0.9994,134.8628,1.5217,1.0000
cuda,DebertaForMaskedLM,4,0.8787,66.6453,5.0553,1.0000
cuda,DebertaForQuestionAnswering,8,0.9956,81.2646,5.2208,0.9612
cuda,DebertaV2ForMaskedLM,1,0.8530,104.4518,8.2770,0.9997
cuda,DebertaV2ForQuestionAnswering,2,0.8684,113.4194,8.3682,0.9824
cuda,DistilBertForMaskedLM,128,0.9997,121.6975,0.7200,1.0000
cuda,DistilBertForQuestionAnswering,256,1.0001,144.5103,0.7720,1.0000
cuda,DistillGPT2,16,0.9995,119.8848,0.8773,1.0000
cuda,ElectraForCausalLM,32,0.9995,105.8860,1.5396,0.9983
cuda,ElectraForQuestionAnswering,64,1.0000,125.0478,1.4872,1.0000
cuda,GPT2ForSequenceClassification,4,0.9996,101.2409,1.5510,1.0000
cuda,GoogleFnet,16,0.9993,101.2633,0.9826,0.9204
cuda,LayoutLMForMaskedLM,16,0.9998,136.2024,1.7350,1.0000
cuda,LayoutLMForSequenceClassification,16,0.9994,112.5598,1.7646,1.0000
cuda,M2M100ForConditionalGeneration,16,1.0316,109.5718,3.3779,0.9675
cuda,MBartForCausalLM,4,0.9998,121.8075,1.3348,1.0000
cuda,MBartForConditionalGeneration,2,1.0004,147.6415,3.3792,1.0000
cuda,MT5ForConditionalGeneration,16,1.0205,91.7483,3.3162,1.0016
cuda,MegatronBertForCausalLM,4,0.9986,99.8317,3.1739,1.0000
cuda,MegatronBertForQuestionAnswering,8,0.9994,169.8798,2.9957,1.0000
cuda,MobileBertForMaskedLM,64,1.0171,148.2051,6.7252,1.0000
cuda,MobileBertForQuestionAnswering,128,1.0146,148.0616,6.7835,1.0000
cuda,OPTForCausalLM,2,1.0000,165.0472,1.4091,1.0000
cuda,PLBartForCausalLM,8,1.0002,115.0418,0.7462,1.0000
cuda,PLBartForConditionalGeneration,4,0.9992,120.3725,1.6769,0.9999
cuda,PegasusForCausalLM,32,0.9977,84.1404,1.2837,0.9559
cuda,PegasusForConditionalGeneration,32,0.9983,172.9145,3.1064,0.9979
cuda,RobertaForCausalLM,16,0.9997,142.0003,1.5039,1.0000
cuda,RobertaForQuestionAnswering,16,0.9993,110.4338,1.4913,1.0000
cuda,Speech2Text2ForCausalLM,256,0.9975,63.8025,0.8320,0.9543
cuda,T5ForConditionalGeneration,4,1.0034,103.9951,2.3208,1.0000
cuda,T5Small,4,0.9996,104.6060,2.2985,1.0000
cuda,TrOCRForCausalLM,32,0.9997,166.3707,1.2207,1.0000
cuda,XGLMForCausalLM,8,1.0099,74.8151,2.6077,0.9818
cuda,XLNetLMHeadModel,8,1.0005,374.8181,4.0332,1.0000
cuda,YituTechConvBert,16,1.0000,154.6254,2.1903,0.9965
