dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,0.9960,389.7744,5.9323,0.8831
cuda,AlbertForQuestionAnswering,4,0.9986,386.3010,5.8998,0.8985
cuda,AllenaiLongformerBase,4,0.5918,421.1422,26.5535,0.7151
cuda,BartForCausalLM,4,0.9448,130.9344,8.2516,0.8538
cuda,BartForConditionalGeneration,2,0.9704,155.6602,20.5205,0.7990
cuda,BertForMaskedLM,16,0.9461,142.5990,8.3442,0.9147
cuda,BertForQuestionAnswering,16,0.9608,116.0927,8.1995,0.9007
cuda,BlenderbotForCausalLM,4,0.8762,108.3404,15.9830,0.8034
cuda,BlenderbotSmallForCausalLM,64,0.8831,73.9355,5.4205,0.8232
cuda,BlenderbotSmallForConditionalGeneration,64,0.9066,133.5567,13.4814,0.8766
cuda,CamemBert,16,0.9458,143.9689,8.2050,0.9129
cuda,DebertaForMaskedLM,4,0.7385,81.5558,13.7322,0.8878
cuda,DebertaForQuestionAnswering,8,0.9291,88.7731,13.6211,0.9658
cuda,DebertaV2ForMaskedLM,1,0.6627,135.7652,23.3974,0.7717
cuda,DebertaV2ForQuestionAnswering,2,0.7589,142.9533,23.9942,0.7627
cuda,DistilBertForMaskedLM,128,0.9392,131.0877,4.3009,0.8692
cuda,DistilBertForQuestionAnswering,256,0.9852,147.6969,4.1645,0.9419
cuda,DistillGPT2,16,0.9424,127.9860,4.0120,0.8664
cuda,ElectraForCausalLM,32,0.9127,117.3023,8.4390,0.8791
cuda,ElectraForQuestionAnswering,64,0.9657,130.5274,8.3299,0.9488
cuda,GPT2ForSequenceClassification,4,0.9549,107.4303,7.7143,0.8717
cuda,GoogleFnet,16,0.9830,103.9440,4.2958,0.9733
cuda,LayoutLMForMaskedLM,16,0.9471,145.2263,8.6960,0.9142
cuda,LayoutLMForSequenceClassification,16,0.9609,118.5979,8.5220,0.8998
cuda,M2M100ForConditionalGeneration,16,0.9741,129.4648,19.7855,0.8042
cuda,MBartForCausalLM,4,0.9434,131.2623,8.0935,0.8540
cuda,MBartForConditionalGeneration,2,0.9711,155.8679,20.4747,0.7988
cuda,MT5ForConditionalGeneration,16,0.8915,100.2670,14.9024,0.8047
cuda,MegatronBertForCausalLM,4,0.9683,106.2696,17.1201,0.8012
cuda,MegatronBertForQuestionAnswering,8,0.9566,181.1219,16.4637,0.8544
cuda,MobileBertForMaskedLM,64,0.8834,139.5672,24.1094,0.8258
cuda,MobileBertForQuestionAnswering,128,0.9962,152.9921,24.3512,0.9908
cuda,OPTForCausalLM,2,0.9133,185.7740,7.9517,0.8965
cuda,PLBartForCausalLM,8,0.9373,126.2114,4.2818,0.8711
cuda,PLBartForConditionalGeneration,4,0.9305,131.3717,10.2750,0.9012
cuda,PegasusForCausalLM,32,0.9311,92.2762,7.9135,0.8172
cuda,PegasusForConditionalGeneration,32,0.9814,175.8595,14.1671,0.9493
cuda,RobertaForCausalLM,16,0.9486,150.9524,8.5363,0.9145
cuda,RobertaForQuestionAnswering,16,0.9594,116.4285,8.2567,0.9007
cuda,Speech2Text2ForCausalLM,256,0.9034,71.3893,4.1109,0.8387
cuda,T5ForConditionalGeneration,4,0.8139,128.6754,10.2762,0.9389
cuda,T5Small,4,0.8155,128.7793,10.2377,0.9389
cuda,TrOCRForCausalLM,32,0.9410,178.8245,7.9567,0.8386
cuda,XGLMForCausalLM,8,0.9128,89.7643,16.5249,0.7589
cuda,XLNetLMHeadModel,8,0.9565,393.9978,23.5027,0.9118
cuda,YituTechConvBert,16,0.9416,166.2367,12.5237,0.9073
