dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,11.461247,9.723867,3.983063,1.725426,8.214316,3.402509,1.222245,0.152995,1.473813,6.037906
cuda,AlbertForQuestionAnswering,4,11.742165,9.961816,4.106149,1.695188,8.355794,3.390508,1.218262,0.151121,1.119476,6.024181
cuda,AllenaiLongformerBase,4,59.023219,50.285944,29.295035,6.388760,36.884553,17.694113,5.807949,0.446584,3.106846,14.614469
cuda,BartForCausalLM,4,16.198092,13.067332,6.245165,2.055324,9.371801,3.703998,1.608684,0.283282,1.495786,5.283588
cuda,BartForConditionalGeneration,2,41.659307,34.139725,17.015246,6.121117,21.617354,9.788537,4.041463,1.039011,1.252260,11.582691
cuda,BertForMaskedLM,16,16.519988,13.244591,6.180752,2.131478,8.973855,3.941792,1.686856,0.289069,2.105061,5.226623
cuda,BertForQuestionAnswering,16,16.454014,13.260360,6.019728,2.103847,8.984862,3.904345,1.898135,0.284436,1.674785,5.174092
cuda,BlenderbotForCausalLM,4,31.693373,25.118151,12.209566,4.423584,16.763589,7.545777,3.137532,0.694326,4.080185,9.179096
cuda,BlenderbotSmallForCausalLM,64,10.613905,8.429672,4.000476,1.551436,6.286005,2.738130,1.141135,0.177604,3.909043,2.065741
cuda,BlenderbotSmallForConditionalGeneration,64,27.115724,21.941692,10.378511,3.656348,14.353578,6.941946,2.724743,0.586329,1.827385,7.817334
cuda,CamemBert,16,16.168045,13.009377,6.072547,2.128222,8.831658,3.943092,1.663111,0.288946,1.008612,5.188205
cuda,DebertaForMaskedLM,4,27.085840,20.182844,11.232249,2.840156,14.737702,5.251180,2.293000,0.360421,2.364428,6.574151
cuda,DebertaForQuestionAnswering,8,26.931609,20.297410,11.152927,2.557056,14.775383,5.416733,2.275484,0.359313,2.733901,6.404752
cuda,DebertaV2ForMaskedLM,1,40.717425,27.943868,13.567250,3.873839,15.787310,5.461820,3.146641,0.619304,1.694088,6.463950
cuda,DebertaV2ForQuestionAnswering,2,40.678356,28.848118,14.300774,4.322156,17.602911,7.299373,3.917477,0.635746,0.508977,8.433327
cuda,DistilBertForMaskedLM,128,10.024043,8.090133,4.449202,1.106382,6.289817,2.098265,0.895363,0.131959,3.740271,3.004481
cuda,DistilBertForQuestionAnswering,256,10.089585,8.418078,4.755541,1.108159,6.553431,2.147521,0.905662,0.127351,2.935685,3.218875
cuda,DistillGPT2,16,10.592086,9.048712,5.728559,1.117191,7.590500,2.332861,0.882839,0.112739,2.927219,3.027564
cuda,ElectraForCausalLM,32,18.354819,15.002472,7.569447,2.130336,13.590485,4.250998,1.731124,0.296880,3.751961,8.263407
cuda,ElectraForQuestionAnswering,64,17.192169,13.793482,6.165961,2.132865,11.402390,3.964148,1.890916,0.291112,2.342712,7.476912
cuda,GPT2ForSequenceClassification,4,17.282230,14.359234,7.914836,2.721207,9.843069,3.677467,1.588821,0.252609,2.442102,4.744547
cuda,GoogleFnet,16,11.272571,9.257986,5.671762,1.224209,8.907589,2.489601,0.862481,0.128195,1.781868,4.531878
cuda,LayoutLMForMaskedLM,16,18.172918,14.615351,7.158426,2.189349,10.342664,4.287785,1.726077,0.291593,2.560687,5.483379
cuda,LayoutLMForSequenceClassification,16,18.598410,15.091557,7.734719,2.233065,12.564947,5.216150,2.205997,0.294294,7.382191,7.170591
cuda,M2M100ForConditionalGeneration,16,39.915706,31.828564,15.193633,5.539305,21.728975,9.661188,4.114031,0.785012,8.533394,12.328599
cuda,MBartForCausalLM,4,17.821250,14.688839,7.850873,2.290217,10.754857,3.518689,1.666282,0.278928,1.340891,5.297077
cuda,MBartForConditionalGeneration,2,40.739518,33.153535,15.984802,6.741080,20.517225,9.787001,4.071877,1.076992,0.529450,11.533639
cuda,MT5ForConditionalGeneration,16,28.143747,22.926266,10.140938,3.427931,15.011946,6.801375,2.489367,0.535309,21.431333,8.488657
cuda,MegatronBertForCausalLM,4,31.855797,25.546995,11.705068,4.811880,16.247168,8.567525,3.310670,0.744407,1.827022,9.829809
cuda,MegatronBertForQuestionAnswering,8,31.920456,25.573818,11.385700,5.184664,15.867871,8.061248,3.267024,0.739553,1.596496,9.876031
cuda,MobileBertForMaskedLM,64,36.359119,29.120932,7.721697,5.683196,21.405845,10.285451,5.638825,2.589580,3.643250,19.679612
cuda,MobileBertForQuestionAnswering,128,36.110257,28.930193,7.683316,6.029656,20.763161,10.410659,4.803408,2.521218,2.447290,19.418844
cuda,OPTForCausalLM,2,16.487811,13.503434,6.990352,2.043794,9.607344,4.218249,1.734658,0.274815,1.754696,5.052601
cuda,PLBartForCausalLM,8,9.986027,8.287194,4.758914,1.309589,6.700792,1.878515,0.896313,0.129016,1.215882,3.305361
cuda,PLBartForConditionalGeneration,4,21.478112,17.291842,8.128687,3.079133,11.935484,5.069073,2.231081,0.415092,1.740848,7.029034
cuda,PegasusForCausalLM,32,16.263683,13.012807,6.160346,2.043599,9.659433,3.748075,1.667585,0.288534,1.568818,5.649578
cuda,PegasusForConditionalGeneration,32,29.526692,25.988830,10.559196,4.013894,17.626581,8.596503,3.501257,0.733268,0.652487,11.300106
cuda,RobertaForCausalLM,16,16.644234,13.398279,6.141175,2.154835,8.844157,3.995870,1.933388,0.289280,1.379463,4.967777
cuda,RobertaForQuestionAnswering,16,16.529861,13.281674,5.978707,2.120970,8.631154,3.920396,1.890567,0.284825,0.615765,4.879377
cuda,Speech2Text2ForCausalLM,256,9.173509,7.592878,4.162386,1.124635,6.529124,1.716646,0.840141,0.124924,1.088511,3.544378
cuda,T5ForConditionalGeneration,4,20.295436,16.609611,7.803192,2.605973,10.927205,4.532652,1.809287,0.335341,7.266685,5.859380
cuda,T5Small,4,20.274371,16.610908,7.812526,2.584706,10.975917,4.524937,1.805943,0.338862,7.065070,5.877765
cuda,TrOCRForCausalLM,32,16.376947,12.955293,6.432025,2.404884,9.253749,3.324372,1.643048,0.278296,1.102138,5.328983
cuda,XGLMForCausalLM,8,34.139987,28.185052,13.395848,4.483872,19.181271,8.855712,3.439698,0.824128,21.896622,11.123018
cuda,XLNetLMHeadModel,8,46.996318,40.076668,18.982903,7.018380,24.044981,14.177436,3.859977,0.927476,10.288169,12.801369
cuda,YituTechConvBert,16,24.766015,19.734970,9.051250,3.675412,14.336336,6.179482,2.486330,0.488260,9.244648,9.352787
