dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,13.370518,10.460413,3.925644,2.488717,8.136429,2.755346,1.125096,0.146502,6.790167,0.810369
cuda,AlbertForQuestionAnswering,4,13.422760,10.496101,3.890045,2.472114,8.041502,2.736455,1.126507,0.142633,6.716140,0.434661
cuda,AllenaiLongformerBase,4,132.442098,121.252370,103.980451,7.911742,109.592113,88.350955,4.549505,0.412060,0.674764,13.846782
cuda,BartForCausalLM,4,16.408227,12.988269,6.117970,1.975871,9.318812,3.361878,1.362024,0.270160,2.345747,5.275190
cuda,BartForConditionalGeneration,2,40.832710,32.091926,14.197192,6.353508,19.578969,8.194578,3.489463,1.075427,1.143105,11.980080
cuda,BertForMaskedLM,16,15.968122,12.217382,5.121969,2.077876,7.845285,3.540121,1.482928,0.291796,4.899394,1.427571
cuda,BertForQuestionAnswering,16,15.879537,12.127140,5.109836,2.051050,7.749293,3.535917,1.470629,0.289783,4.787665,0.995878
cuda,BlenderbotForCausalLM,4,28.675578,22.172515,8.746574,4.644450,14.880271,7.120743,2.942905,0.834012,10.967537,3.749828
cuda,BlenderbotSmallForCausalLM,64,10.581472,8.396502,3.633027,1.347088,6.034322,2.044576,1.224937,0.170472,3.811420,2.458087
cuda,BlenderbotSmallForConditionalGeneration,64,26.487226,20.654927,8.630677,3.813571,13.231435,5.506651,2.492236,0.599472,1.870688,8.575326
cuda,CamemBert,16,16.076794,12.280770,5.113280,2.084888,7.832479,3.558858,1.491995,0.291611,4.902618,0.338444
cuda,DebertaForMaskedLM,4,32.001503,23.537712,14.883984,3.246923,19.319555,5.379831,2.264231,0.345402,0.937086,7.901459
cuda,DebertaForQuestionAnswering,8,31.991881,23.494230,15.090387,3.248681,19.398074,5.597474,2.247488,0.344789,1.808815,7.783701
cuda,DebertaV2ForMaskedLM,1,48.214262,32.705042,18.175101,4.604625,23.429879,6.379327,3.126899,0.616529,1.504989,10.222780
cuda,DebertaV2ForQuestionAnswering,2,47.836510,32.550898,17.995773,4.359242,24.248700,7.781950,3.815130,0.608125,0.548592,10.972908
cuda,DistilBertForMaskedLM,128,8.737760,7.068107,3.313504,1.112968,5.291175,1.850977,0.816094,0.123857,3.141854,1.144479
cuda,DistilBertForQuestionAnswering,256,8.694186,6.999262,3.243585,1.103898,5.342889,1.857565,0.801396,0.120292,3.253933,0.550218
cuda,DistillGPT2,16,9.155002,7.413918,4.101372,1.203658,6.189471,2.021162,0.789135,0.111932,2.331332,3.339745
cuda,ElectraForCausalLM,32,17.902103,14.090374,6.963342,2.409400,10.180732,3.417816,1.548234,0.294201,2.574378,5.727328
cuda,ElectraForQuestionAnswering,64,16.126132,12.322251,5.217586,2.086282,7.862820,3.595994,1.486214,0.296261,4.828073,1.317392
cuda,GPT2ForSequenceClassification,4,15.135377,11.533455,5.187995,2.389545,7.864732,3.500836,1.415163,0.258533,5.160256,1.393724
cuda,LayoutLMForMaskedLM,16,16.812284,12.597181,5.234468,2.157873,8.063515,3.685115,1.519108,0.302425,5.085790,1.416696
cuda,LayoutLMForSequenceClassification,16,16.832317,12.636815,5.301391,2.148091,9.410116,4.342764,1.754998,0.297719,6.358887,5.386294
cuda,M2M100ForConditionalGeneration,16,41.872401,32.746927,14.074605,6.114720,23.366349,8.778421,3.960674,0.915216,12.364442,15.722837
