dev,name,batch_size,graphs,graph_calls,captured_ops,total_ops,pct_ops,pct_time,start_latency
cuda,AlbertForMaskedLM,4,1,1,450,450,1.0000,0.9977,2.0361
cuda,AlbertForQuestionAnswering,4,1,1,466,466,1.0000,0.9978,2.0547
cuda,AllenaiLongformerBase,1,4,4,3304,3305,0.9997,0.9950,9.6682
cuda,BartForCausalLM,8,1,1,510,510,1.0000,0.9982,2.6533
cuda,BartForConditionalGeneration,2,1,1,1318,1318,1.0000,0.9989,10.3052
cuda,BertForMaskedLM,64,1,1,400,400,1.0000,0.9970,5.1514
cuda,BertForQuestionAnswering,64,1,1,413,413,1.0000,0.9963,5.1607
cuda,BigBird,1,64,75,5465,5535,0.9874,0.9709,7.8402
cuda,BlenderbotSmallForCausalLM,64,1,1,347,347,1.0000,0.9967,1.5377
cuda,BlenderbotSmallForConditionalGeneration,64,1,1,874,874,1.0000,0.9984,5.5292
cuda,CamemBert,1,1,1,404,404,1.0000,0.9967,5.0890
cuda,DebertaForMaskedLM,16,111,51,788,829,0.9505,0.7763,3.5906
cuda,DebertaForQuestionAnswering,16,111,51,777,814,0.9545,0.7736,3.5253
cuda,DebertaV2ForMaskedLM,4,163,99,952,1039,0.9163,0.7856,6.5102
cuda,DebertaV2ForQuestionAnswering,4,163,99,949,1031,0.9205,0.7842,6.4813
cuda,DistilBertForMaskedLM,32,1,1,241,241,1.0000,0.9957,1.0286
cuda,DistilBertForQuestionAnswering,32,1,1,241,241,1.0000,0.9955,1.0023
cuda,DistillGPT2,1,1,1,397,397,1.0000,0.9951,1.6779
cuda,ElectraForCausalLM,32,1,1,412,412,1.0000,0.9969,5.2574
cuda,ElectraForQuestionAnswering,64,1,1,406,406,1.0000,0.9969,5.1924
cuda,GPT2ForSequenceClassification,4,2,2,733,733,1.0000,0.9986,4.4750
cuda,GPTNeoForCausalLM,4,1,1,1285,1285,1.0000,0.9995,7.6943
cuda,GPTNeoForSequenceClassification,4,2,2,1275,1275,1.0000,0.9993,7.7439
cuda,GoogleFnet,1,27,27,241,280,0.8607,0.8236,0.8751
cuda,LayoutLMForMaskedLM,16,1,1,453,453,1.0000,0.9967,5.3115
cuda,LayoutLMForSequenceClassification,16,2,2,456,456,1.0000,0.9962,5.2119
cuda,M2M100ForConditionalGeneration,4,7,7,1321,1324,0.9977,0.9975,6.1592
cuda,MBartForCausalLM,16,1,1,507,507,1.0000,0.9980,2.5757
cuda,MBartForConditionalGeneration,8,1,1,1324,1324,1.0000,0.9992,10.5239
cuda,MT5ForConditionalGeneration,4,1,1,1240,1240,1.0000,0.9991,13.4679
cuda,MegatronBertForCausalLM,8,1,1,774,774,1.0000,0.9984,16.7404
cuda,MegatronBertForQuestionAnswering,8,1,1,780,780,1.0000,0.9985,16.9645
cuda,MobileBertForMaskedLM,16,1,1,1621,1621,1.0000,0.9992,67.6150
cuda,MobileBertForQuestionAnswering,32,1,1,1653,1653,1.0000,0.9991,67.8180
cuda,OPTForCausalLM,16,1,1,599,599,1.0000,0.9979,2.6458
cuda,PLBartForCausalLM,16,1,1,266,266,1.0000,0.9970,1.1194
cuda,PLBartForConditionalGeneration,8,1,1,691,691,1.0000,0.9980,3.7696
cuda,PegasusForCausalLM,16,4,4,511,513,0.9961,0.9962,2.4343
cuda,PegasusForConditionalGeneration,8,7,7,1292,1296,0.9969,0.9980,6.3521
cuda,RobertaForCausalLM,64,1,1,422,422,1.0000,0.9969,5.1795
cuda,RobertaForQuestionAnswering,64,1,1,391,391,1.0000,0.9974,5.1614
cuda,Speech2Text2ForCausalLM,64,4,4,282,282,1.0000,0.9976,1.0896
cuda,T5ForConditionalGeneration,4,1,1,862,862,1.0000,0.9986,7.7022
cuda,T5Small,1,1,1,854,854,1.0000,0.9983,7.6890
cuda,TrOCRForCausalLM,16,1,1,516,516,1.0000,0.9983,2.4893
cuda,XGLMForCausalLM,4,4,4,1012,1013,0.9990,0.9975,6.2992
cuda,XLNetLMHeadModel,8,1,1,985,985,1.0000,0.9993,14.7660
cuda,YituTechConvBert,1,1,1,681,681,1.0000,0.9981,8.3476
