dev,name,batch_size,speedup,start_latency,peak_memory
cuda,AlbertForMaskedLM,2,0.8062,7.1197,25.4228
cuda,AlbertForQuestionAnswering,2,0.8060,7.0094,24.6253
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,2,0.9700,6.4161,20.9468
cuda,BartForConditionalGeneration,1,0.8257,17.3899,32.3475
cuda,BertForMaskedLM,64,0.9608,6.7763,17.9880
cuda,BertForQuestionAnswering,64,0.9766,6.7656,10.8936
cuda,BigBird,0,0.0000
cuda,BlenderbotSmallForCausalLM,64,0.9307,4.3706,18.7737
cuda,BlenderbotSmallForConditionalGeneration,32,0.8854,11.2663,16.1073
cuda,CamemBert,1,0.8152,6.4858,7.8922
cuda,DebertaForMaskedLM,0,0.0000
cuda,DebertaForQuestionAnswering,0,0.0000
cuda,DistilBertForMaskedLM,16,0.8310,3.1983,6.3586
cuda,DistilBertForQuestionAnswering,32,0.8383,3.2028,5.1619
cuda,DistillGPT2,1,0.8640,3.0134,6.3126
cuda,ElectraForCausalLM,1,0.8238,6.4058,1.3971
cuda,ElectraForQuestionAnswering,64,0.9862,6.9654,10.5397
cuda,GPT2ForSequenceClassification,4,0.9744,6.4053,16.8883
cuda,LayoutLMForMaskedLM,16,0.9719,7.0110,20.8871
cuda,LayoutLMForSequenceClassification,16,0.9814,7.0050,14.2562
cuda,M2M100ForConditionalGeneration,2,0.7848,16.3715,31.7861
cuda,MBartForCausalLM,16,0.9423,6.2383,18.6578
cuda,MBartForConditionalGeneration,8,0.8184,16.9574,29.1852
cuda,MT5ForConditionalGeneration,2,0.8525,14.1444,21.2308
cuda,MegatronBertForCausalLM,2,0.8277,13.4850,21.4824
cuda,MegatronBertForQuestionAnswering,8,0.8410,13.4155,21.8870
cuda,MobileBertForMaskedLM,16,0.8079,34.7662,4.9707
cuda,MobileBertForQuestionAnswering,32,0.8047,34.8836,3.3377
cuda,OPTForCausalLM,4,0.8047,6.5228,9.0543
cuda,PLBartForCausalLM,16,0.9421,3.1996,9.0394
cuda,PLBartForConditionalGeneration,8,0.8014,8.2093,11.9197
cuda,PegasusForCausalLM,8,0.7775,6.3928,15.6353
cuda,PegasusForConditionalGeneration,4,0.7946,15.8851,26.5574
cuda,RobertaForCausalLM,4,0.8211,6.6348,7.6386
cuda,RobertaForQuestionAnswering,64,0.9742,6.6303,10.8929
cuda,Speech2Text2ForCausalLM,64,0.7920,3.2586,4.1285
cuda,T5ForConditionalGeneration,4,0.9368,9.5260,13.4576
cuda,T5Small,1,0.8843,9.0689,6.2140
cuda,TrOCRForCausalLM,8,0.8297,6.0344,15.9102
cuda,XGLMForCausalLM,1,0.7570,12.5136,38.6175
cuda,XLNetLMHeadModel,4,0.9679,22.0730,30.3840
cuda,YituTechConvBert,1,0.8202,10.5903,7.6549
