dev,name,batch_size,speedup
cuda,BERT_pytorch,16,0.7865
cuda,Background_Matting,4,1.0204
cuda,LearningToPaint,96,0.9950
cuda,Super_SloMo,0,0.0000
cuda,alexnet,128,1.0442
cuda,attention_is_all_you_need_pytorch,256,0.8777
cuda,dcgan,32,0.8951
cuda,demucs,4,0.9992
cuda,densenet121,4,0.8802
cuda,detectron2_maskrcnn,0,0.0000
cuda,dlrm,0,0.0000
cuda,drq,0,0.0000
cuda,fambench_xlmr,0,0.0000
cuda,fastNLP_Bert,0,0.0000
cuda,hf_Albert,8,0.9915
cuda,hf_Bart,4,0.7609
cuda,hf_Bert,4,0.7733
cuda,hf_BigBird,2,0.7777
cuda,hf_DistilBert,8,0.9505
cuda,hf_GPT2,4,0.8603
cuda,hf_Longformer,2,1.0430
cuda,hf_Reformer,0,0.0000
cuda,hf_T5,8,0.8991
cuda,maml,0,0.0000
cuda,maml_omniglot,1,0.8699
cuda,mnasnet1_0,32,0.9991
cuda,mobilenet_v2,96,1.0233
cuda,mobilenet_v2_quantized_qat,0,0.0000
cuda,mobilenet_v3_large,32,1.0074
cuda,moco,32,1.0021
cuda,nvidia_deeprecommender,256,1.1393
cuda,opacus_cifar10,0,0.0000
cuda,pyhpc_equation_of_state,0,0.0000
cuda,pyhpc_isoneutral_mixing,0,0.0000
cuda,pyhpc_turbulent_kinetic_energy,0,0.0000
cuda,pytorch_CycleGAN_and_pix2pix,0,0.0000
cuda,pytorch_stargan,16,1.0062
cuda,pytorch_struct,200,0.7873
cuda,pytorch_unet,1,1.0019
cuda,resnet18,16,0.9887
cuda,resnet50,32,0.9971
cuda,resnet50_quantized_qat,0,0.0000
cuda,resnext50_32x4d,8,0.9612
cuda,shufflenet_v2_x1_0,128,0.9795
cuda,soft_actor_critic,0,0.0000
cuda,speech_transformer,32,1.0211
cuda,squeezenet1_1,32,0.9646
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,0,0.0000
cuda,timm_efficientnet,32,0.8669
cuda,timm_nfnet,0,0.0000
cuda,timm_regnet,32,0.9602
cuda,timm_resnest,32,0.9769
cuda,timm_vision_transformer,8,0.7844
cuda,timm_vovnet,32,1.0197
cuda,tts_angular,64,0.9354
cuda,vgg16,64,1.0124
cuda,vision_maskrcnn,4,0.8587
cuda,yolov3,16,0.9936
