dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,2.222923,9.897686,3.771859,2.456031,7.982743,2.694442,1.107587,0.142541,6.753680,0.824360
cuda,AlbertForQuestionAnswering,4,2.258981,10.040285,3.818349,2.451907,7.971572,2.686300,1.113733,0.143011,6.693037,0.433006
cuda,AllenaiLongformerBase,4,8.810048,113.113530,97.599652,7.512147,103.650931,82.316841,4.712317,0.400595,0.667657,13.870719
cuda,BartForCausalLM,4,2.695328,12.697440,5.858589,1.923319,9.037326,3.250982,1.338806,0.264800,2.344701,5.193172
cuda,BartForConditionalGeneration,2,6.318879,30.386438,13.763432,6.147754,19.460421,8.603992,3.421544,1.025036,1.106487,12.081283
cuda,BertForMaskedLM,16,2.940160,11.684787,4.983803,2.324739,7.534271,3.226297,1.467436,0.294809,4.969864,1.405433
cuda,BertForQuestionAnswering,16,2.855897,11.471155,4.915147,1.972912,7.603441,3.451368,1.442634,0.285041,4.753906,1.014747
cuda,BlenderbotForCausalLM,4,4.886013,21.107015,8.359891,4.509188,14.651473,6.995640,2.897929,0.806874,10.983645,3.723783
cuda,BlenderbotSmallForCausalLM,64,1.571305,7.876552,3.420529,1.508811,5.789297,1.969887,0.976528,0.164560,3.940635,2.524621
cuda,BlenderbotSmallForConditionalGeneration,64,4.348567,19.879231,8.467116,3.861824,12.585853,5.377816,2.429057,0.587644,1.848927,8.145491
cuda,CamemBert,16,2.869590,11.566057,4.957017,2.000012,7.694332,3.464576,1.443820,0.282170,4.831672,0.330288
cuda,DebertaForMaskedLM,4,6.873140,22.971812,14.419809,2.881324,19.190275,5.075962,2.185419,0.331119,0.917442,7.860962
cuda,DebertaForQuestionAnswering,8,7.206119,23.326098,15.458426,2.927933,20.168830,5.605494,2.463134,0.333926,1.794929,7.855662
cuda,DebertaV2ForMaskedLM,1,12.540581,31.991038,17.802275,3.638685,24.096907,6.371274,3.315552,0.595927,1.472398,10.284944
cuda,DebertaV2ForQuestionAnswering,2,12.183063,31.147418,17.011492,4.636312,22.857155,6.390536,3.742592,0.585168,0.576225,10.831534
cuda,DistilBertForMaskedLM,128,1.205775,6.860731,3.282621,1.075631,5.411156,1.809679,0.790778,0.121060,3.253697,1.132106
cuda,DistilBertForQuestionAnswering,256,1.240670,6.810548,3.228118,1.069390,5.400973,1.855973,0.798960,0.118186,3.291586,0.553481
cuda,DistillGPT2,16,1.322614,7.144705,4.028890,1.317607,6.048240,1.776114,0.758717,0.108197,2.337312,3.384169
cuda,ElectraForCausalLM,32,3.032216,13.460643,6.665554,2.297433,10.043561,3.310379,1.500859,0.292900,2.540879,5.774459
cuda,ElectraForQuestionAnswering,64,2.967110,11.734576,4.991870,2.029475,7.734322,3.540097,1.468324,0.288881,4.865740,1.296415
cuda,GPT2ForSequenceClassification,4,2.749068,10.867386,4.965938,2.259412,7.721941,3.374983,1.375970,0.248002,5.104451,1.400438
cuda,LayoutLMForMaskedLM,16,3.300849,11.862755,5.018951,2.064839,7.921509,3.600800,1.491489,0.296307,5.063422,1.397419
cuda,LayoutLMForSequenceClassification,16,3.219301,11.831927,5.054385,2.287293,8.894944,3.910204,1.696942,0.287229,6.223486,6.352768
cuda,M2M100ForConditionalGeneration,16,6.681618,29.505426,13.123607,5.763655,20.954063,7.906493,3.750175,0.845461,12.329692,14.379869
cuda,MBartForCausalLM,4,2.505424,12.599518,6.209508,2.013557,9.662275,3.405483,1.376645,0.288164,2.174966,5.556978
cuda,MBartForConditionalGeneration,2,6.515173,29.690702,12.703290,6.395113,19.281918,9.123457,3.574100,1.123498,0.614168,13.217520
cuda,MT5ForConditionalGeneration,16,5.343124,20.614873,9.237896,3.836268,15.477319,6.409569,2.149337,0.466267,19.978672,10.257569
cuda,MegatronBertForCausalLM,4,5.599852,22.272666,9.264827,4.848423,14.174869,7.144150,2.922927,0.851168,10.234255,0.401912
cuda,MegatronBertForQuestionAnswering,8,5.662529,22.490836,9.366015,4.669359,14.104174,7.056702,2.839096,0.836447,9.594989,0.486911
cuda,MobileBertForMaskedLM,64,13.512397,36.067379,11.252436,7.219035,24.038390,13.163789,4.992568,2.982872,20.870267,1.678174
cuda,MobileBertForQuestionAnswering,128,13.611068,35.922047,11.270117,8.196351,25.381214,13.707963,5.500433,3.182546,22.664989,0.996196
cuda,OPTForCausalLM,2,2.614747,12.300802,6.086673,2.010505,9.583896,3.826746,1.560460,0.269634,3.027962,5.596590
cuda,PLBartForCausalLM,8,1.266873,7.833287,4.366972,1.203496,6.695807,1.817774,0.768631,0.116774,1.480423,3.582337
cuda,PLBartForConditionalGeneration,4,3.446342,16.283129,7.353764,3.039881,11.393628,4.309601,1.957622,0.408850,2.558869,7.205249
cuda,PegasusForCausalLM,32,2.423804,13.034940,6.632479,2.044888,10.725833,3.715517,1.488680,0.297415,2.291831,6.233192
cuda,PegasusForConditionalGeneration,32,6.042467,28.361279,11.824878,4.956882,20.209740,8.997648,3.672633,0.834769,0.655042,13.583970
cuda,RobertaForCausalLM,16,2.897706,12.393483,5.727987,2.004291,8.307119,3.556669,1.483896,0.284797,0.712223,4.679206
cuda,RobertaForQuestionAnswering,16,2.867214,11.607296,5.001950,1.978232,7.372597,3.443201,1.445682,0.278216,4.444491
cuda,Speech2Text2ForCausalLM,256,1.325447,8.526906,5.197136,0.917565,7.584152,1.674112,0.720878,0.110793,1.344482,3.355219
cuda,T5ForConditionalGeneration,4,3.571394,14.769159,7.055057,2.370315,11.020295,4.418619,1.539764,0.286759,6.335077,6.454502
cuda,T5Small,4,3.619563,14.899433,7.109570,2.406377,11.101459,4.434723,1.568937,0.293579,6.550911,6.519979
cuda,TrOCRForCausalLM,32,2.519268,12.305177,5.855358,1.922215,9.361920,3.383518,1.450787,0.277365,1.298535,5.519357
cuda,XGLMForCausalLM,8,4.982389,25.198552,11.482447,5.475226,17.882936,6.880786,2.891277,0.789940,32.122790,12.079177
cuda,XLNetLMHeadModel,8,6.619837,100.508961,81.851362,7.910408,85.976644,75.955803,4.219053,0.812521,7.976469,12.625975
cuda,YituTechConvBert,16,4.155434,18.732038,8.742452,3.695644,14.156521,5.368204,2.189152,0.483600,8.120062,9.254195
