dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,2.390457,3.600335,2.012987,8.390862,2.949454,1.117542,0.142903,1.309204,8.202892,0.772832
cuda,AlbertForQuestionAnswering,4,2.527056,3.794098,2.172596,8.297985,2.947943,1.124896,0.141073,0.935728,7.701513,0.413483
cuda,AllenaiLongformerBase,4,8.938270,90.560744,7.211963,96.366237,75.035041,4.490078,0.397594,17.725698,0.683826,31.078925
cuda,BartForCausalLM,4,2.493288,5.862654,1.885741,9.138546,3.250699,1.330075,0.261846,2.219918,2.360417,7.474276
cuda,BartForConditionalGeneration,2,6.516506,14.105122,5.716454,19.829584,8.722843,3.517338,1.103060,0.992174,1.179251,12.687967
cuda,BertForMaskedLM,16,2.832402,4.943179,1.978220,7.811414,3.515034,1.444480,0.285788,1.659205,6.604043,1.425319
cuda,BertForQuestionAnswering,16,2.875969,4.922308,1.985408,7.646293,3.468597,1.461841,0.283156,1.369521,6.176938,1.018256
cuda,BlenderbotSmallForCausalLM,64,1.550057,3.505594,1.271429,5.974120,2.178732,0.968840,0.165388,2.809713,6.612664,2.525518
cuda,BlenderbotSmallForConditionalGeneration,64,4.218032,8.343159,3.284599,12.822395,5.722385,2.412561,0.594213,2.009863,1.970198,9.939702
cuda,CamemBert,16,2.947226,5.094961,2.035660,8.014866,3.610579,1.470443,0.294488,0.609058,5.663418,0.335971
cuda,DebertaForMaskedLM,4,7.393714,15.421417,3.086207,19.678949,4.729518,2.274578,0.337489,17.618273,0.946928,25.214371
cuda,DebertaForQuestionAnswering,8,7.219404,15.444160,2.992578,19.520432,4.583666,2.234922,0.336598,16.826932,1.799888,24.138077
cuda,DebertaV2ForMaskedLM,1,12.681970,17.735134,3.768460,23.224470,5.749378,3.105409,0.600161,36.827343,1.565718,46.489234
cuda,DebertaV2ForQuestionAnswering,2,12.816826,17.544544,4.294212,23.273552,6.559427,3.434877,0.598059,36.904121,0.574991,47.327903
cuda,DistilBertForMaskedLM,128,1.207872,3.166487,1.225760,5.018164,1.596100,0.783320,0.123354,1.387736,4.517868,1.139339
cuda,DistilBertForQuestionAnswering,256,1.250111,3.262245,1.236628,5.095285,1.631622,0.801569,0.119580,0.822543,3.944180,0.549968
cuda,DistillGPT2,16,1.343245,4.302906,1.469167,5.955404,1.587491,0.763011,0.109445,2.245174,2.348009,5.419306
cuda,ElectraForCausalLM,32,3.006744,6.700284,2.002240,10.281204,3.567874,1.489990,0.292308,3.205349,2.595945,8.890393
cuda,ElectraForQuestionAnswering,64,3.022199,4.978510,2.024847,7.789278,3.532422,1.484552,0.293442,1.706353,6.642303,1.321455
cuda,GPT2ForSequenceClassification,4,2.839622,5.085876,2.308417,7.903543,3.448316,1.381192,0.248602,1.672108,6.893814,1.399264
cuda,LayoutLMForMaskedLM,16,3.291032,5.104258,2.071286,8.051964,3.669569,1.488429,0.294675,1.687078,6.806827,1.430989
cuda,LayoutLMForSequenceClassification,16,3.260907,5.140249,2.064176,9.487567,4.415282,1.743656,0.291561,6.424950,12.936527,5.979676
cuda,M2M100ForConditionalGeneration,16,6.622073,13.250538,5.069022,22.210719,8.670224,3.881975,0.873947,4.877762,12.291757,19.159587
cuda,MBartForCausalLM,4,2.504620,6.321452,2.017249,9.804484,3.414760,1.396580,0.284267,2.200173,2.294420,7.796838
cuda,MBartForConditionalGeneration,2,6.450315,12.693223,5.471329,19.211981,9.022674,3.548280,1.160729,0.965155,0.616133,13.559013
cuda,MT5ForConditionalGeneration,16,5.401756,9.244844,3.783251,15.465984,6.353707,2.147020,0.468062,4.430481,20.484562,14.620851
cuda,MegatronBertForCausalLM,4,5.792642,9.364975,4.399514,14.217455,7.162667,2.952253,0.829633,1.074497,10.824102,0.398513
cuda,MegatronBertForQuestionAnswering,8,5.638994,9.269727,4.331791,14.059249,7.056584,2.849676,0.809457,1.185476,10.797342,0.490816
cuda,MobileBertForMaskedLM,64,14.037230,11.358621,6.602226,25.067491,14.124823,5.084161,2.879718,3.075603,24.260449,1.694170
cuda,MobileBertForQuestionAnswering,128,13.378711,11.126448,8.094577,25.044225,13.546111,5.454947,3.120368,2.650985,25.046288,1.027933
cuda,OPTForCausalLM,2,2.562658,6.005409,1.993779,9.462298,3.777968,1.537829,0.265229,2.533594,3.048942,8.078418
cuda,PLBartForCausalLM,8,1.236198,4.560007,1.201669,6.692433,1.573171,0.761001,0.115849,1.346458,1.486717,4.738003
cuda,PLBartForConditionalGeneration,4,3.332935,7.265821,2.653445,11.588752,4.569394,1.918742,0.400133,2.533359,2.533702,9.638541
cuda,PegasusForCausalLM,32,2.395228,6.435843,2.155692,10.324140,3.479433,1.467184,0.291786,2.610562,2.411155,8.752690
cuda,PegasusForConditionalGeneration,32,6.135585,11.728263,4.907730,19.576876,8.102363,3.660232,0.835170,2.283399,0.655214,15.288186
cuda,RobertaForCausalLM,16,3.013095,5.836265,2.050488,8.436329,3.595594,1.496439,0.288634,0.598200,0.713300,5.348217
cuda,RobertaForQuestionAnswering,16,2.950848,5.134305,2.001893,7.562026,3.525050,1.478034,0.282846,0.386013,4.914399
cuda,Speech2Text2ForCausalLM,256,1.314122,5.623978,0.913329,8.153200,1.679767,0.732814,0.120404,1.658184,1.346015,5.151581
cuda,T5ForConditionalGeneration,4,3.665809,7.200735,2.367494,11.194426,4.357192,1.536057,0.284019,3.095913,6.496433,9.583029
cuda,T5Small,4,3.613876,7.187738,2.409122,11.361561,4.524715,1.553153,0.289552,3.250983,6.506311,9.974214
cuda,TrOCRForCausalLM,32,2.595275,5.897289,1.912971,9.413873,3.374656,1.427337,0.282241,1.298415,1.333638,6.824233
cuda,XGLMForCausalLM,8,4.885930,11.455533,4.867657,17.871689,7.265295,2.889173,0.792041,4.738307,32.230968,16.230520
cuda,XLNetLMHeadModel,8,6.771764,87.600557,8.538313,90.703062,81.454761,3.293155,0.813251,7.959931,11.944263
cuda,YituTechConvBert,16,4.414819,8.654690,3.920374,14.328346,5.593103,2.235337,0.485655,6.617585,7.895014,16.375768
