dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,2.236413,10.562320,4.427410,2.579883,8.920236,2.723624,1.149118,0.169585,1.153122,7.164158
cuda,AlbertForQuestionAnswering,4,2.236467,10.570058,4.399898,2.533427,8.812233,2.694049,1.132038,0.170607,0.790374,7.034625
cuda,AllenaiLongformerBase,4,8.786896,102.822403,86.962228,7.287435,93.390950,72.535747,4.441413,0.416498,0.671834,14.027440
cuda,BartForCausalLM,4,2.443872,11.951783,5.618448,2.074890,9.294043,3.417943,1.400457,0.303291,2.588528,5.845261
cuda,BartForConditionalGeneration,2,6.378849,30.653640,13.897737,6.254505,21.746635,9.208183,3.571501,1.200833,1.612790,14.631608
cuda,BertForMaskedLM,16,2.986276,13.422205,6.575858,2.643233,10.335638,3.549065,1.556041,0.333489,5.498770,6.509724
cuda,BertForQuestionAnswering,16,2.977426,13.120591,6.397039,2.513861,10.043701,3.481743,1.535327,0.315216,5.004781,6.263152
cuda,BlenderbotForCausalLM,4,4.784950,21.710707,9.042617,4.590644,15.646731,7.133092,2.954813,0.834661,5.619544,11.383598
cuda,BlenderbotSmallForCausalLM,64,1.607569,8.618627,4.097585,1.415994,6.764433,2.134890,1.043605,0.186900,3.230601,4.436016
cuda,BlenderbotSmallForConditionalGeneration,64,4.339443,18.996790,7.657050,4.226141,13.825745,5.625342,2.551974,0.672112,1.823576,10.570799
cuda,CamemBert,16,2.882548,13.076108,6.416280,2.580773,10.161220,3.499544,1.552846,0.328387,4.441711,6.430738
cuda,DebertaForMaskedLM,4,7.166024,23.539264,15.178693,2.976533,20.020092,5.709255,2.255037,0.344045,0.919710,8.034177
cuda,DebertaForQuestionAnswering,8,6.878675,22.780093,14.565603,3.052961,19.038542,5.235537,2.195154,0.331252,1.792549,7.739728
cuda,DebertaV2ForMaskedLM,1,12.502546,32.220964,18.238999,3.586968,24.626024,6.342515,3.744488,0.587403,1.488150,10.326147
cuda,DebertaV2ForQuestionAnswering,2,11.871695,31.869307,17.935401,4.438801,24.096199,7.220353,3.688391,0.594481,0.571017,10.951955
cuda,DistilBertForMaskedLM,128,1.228878,6.912582,3.344763,1.168066,5.687777,1.892952,0.809603,0.133649,3.564309,1.137774
cuda,DistilBertForQuestionAnswering,256,1.221651,6.956058,3.361972,1.325238,5.680454,1.898894,0.805604,0.128438,3.696439,0.555119
