dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,14.853418,12.907659,5.150129,2.248588,9.753721,3.421563,1.291685,0.159857,1.447641,6.942744
cuda,AlbertForQuestionAnswering,4,14.814546,12.880091,5.097054,2.070264,9.604377,3.283858,1.247602,0.154447,1.080765,6.667243
cuda,AllenaiLongformerBase,4,63.467029,54.071585,32.319396,6.364832,40.263918,17.898523,6.394940,0.447874,3.257082,14.969214
cuda,BartForCausalLM,4,19.214456,15.938106,7.580063,2.101694,10.690215,4.063064,1.817442,0.342294,2.369977,5.523623
cuda,BartForConditionalGeneration,2,49.372165,39.928240,17.851682,6.426248,23.821985,10.855914,4.607573,1.414182,1.222074,12.683936
cuda,BertForMaskedLM,16,19.827199,16.287273,6.976169,2.236938,10.033488,4.373599,1.866959,0.346498,2.234716,5.411964
cuda,BertForQuestionAnswering,16,19.981719,16.107415,7.138647,2.459164,9.872231,4.077252,1.833395,0.340038,1.764777,5.309298
cuda,BlenderbotForCausalLM,4,35.718813,28.059775,11.156579,4.567181,17.659118,8.742312,3.647346,1.028288,11.620239,3.981084
cuda,BlenderbotSmallForCausalLM,64,13.006665,10.530370,4.590512,1.668212,6.856293,2.504127,1.246520,0.202054,4.011712,2.476151
cuda,BlenderbotSmallForConditionalGeneration,64,32.896697,26.635148,11.834955,3.942091,15.944295,7.245766,3.155141,0.764714,1.786520,8.247486
cuda,CamemBert,16,20.179199,16.612239,7.506223,2.261788,10.167976,4.413777,1.850266,0.346981,1.036659,5.394319
cuda,DebertaForMaskedLM,4,34.218438,27.263760,16.601678,3.064159,20.901903,6.489015,3.133044,0.397439,2.617270,7.609308
cuda,DebertaForQuestionAnswering,8,34.356840,27.392215,16.748426,3.051912,20.846962,6.462525,3.136312,0.397475,3.045226,7.401549
cuda,DebertaV2ForMaskedLM,1,51.712639,37.866164,19.456182,4.230126,23.592897,8.008203,3.910456,0.697201,1.662087,8.774246
cuda,DebertaV2ForQuestionAnswering,2,52.436909,38.705704,20.221375,4.754698,25.141488,9.597534,4.596224,0.703454,0.582520,10.343903
cuda,DistilBertForMaskedLM,128,11.704863,10.085312,5.310684,1.174218,7.439251,2.573250,1.022579,0.147235,3.983690,3.365410
cuda,DistilBertForQuestionAnswering,256,11.603548,10.057251,5.379043,1.143110,7.600590,2.540813,1.008158,0.141876,3.005132,3.425826
cuda,DistillGPT2,16,10.922175,9.131672,4.866264,1.269204,6.864344,2.323426,0.941400,0.132689,2.730553,3.323403
cuda,ElectraForCausalLM,32,22.015258,18.345289,8.872169,2.249035,14.978145,4.574110,1.913910,0.348156,4.143879,8.480869
cuda,ElectraForQuestionAnswering,64,19.928303,16.081516,7.104023,2.477428,12.042150,4.151920,1.850168,0.351213,2.402791,7.532789
cuda,GPT2ForSequenceClassification,4,17.435864,14.351699,6.671458,2.634179,9.552000,3.836808,1.693931,0.297415,2.527857,5.619035
cuda,LayoutLMForMaskedLM,16,21.500630,17.349463,8.227339,2.538816,11.133963,4.257349,1.897047,0.353138,2.623722,5.563112
cuda,LayoutLMForSequenceClassification,16,21.674908,17.542504,8.485032,2.587943,12.941082,5.012833,2.166337,0.344761,7.102194,7.160701
cuda,M2M100ForConditionalGeneration,16,47.229686,38.279035,16.806135,6.302448,24.578061,9.760557,4.614524,0.996973,11.582335,14.361178
