dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,2,0.8057,7.6524,0.6166
cuda,AlbertForQuestionAnswering,2,0.8057,8.2517,0.6253
cuda,AllenaiLongformerBase,1,0.6112,17.4266,0.9413
cuda,BartForCausalLM,2,0.9626,10.8273,0.8648
cuda,BartForConditionalGeneration,1,0.8610,29.5371,0.8426
cuda,BertForMaskedLM,64,0.9592,8.9682,0.8944
cuda,BertForQuestionAnswering,64,0.9744,8.7092,0.9265
cuda,BigBird,1,0.7956,16.7076,0.9422
cuda,BlenderbotSmallForCausalLM,64,0.9325,6.1908,0.8135
cuda,BlenderbotSmallForConditionalGeneration,32,0.8969,16.3360,0.8954
cuda,CamemBert,1,0.8368,9.2327,0.7488
cuda,DebertaForMaskedLM,4,0.7275,12.5525,0.9804
cuda,DebertaForQuestionAnswering,4,0.7224,12.4330,1.0770
cuda,DistilBertForMaskedLM,16,0.8292,4.3994,0.8564
cuda,DistilBertForQuestionAnswering,32,0.8390,4.3328,0.8879
cuda,DistillGPT2,1,0.8663,3.9389,0.7166
cuda,ElectraForCausalLM,1,0.8448,9.0238,0.8857
cuda,ElectraForQuestionAnswering,64,0.9868,8.8817,0.9536
cuda,GPT2ForSequenceClassification,4,0.9788,8.0914,0.9128
cuda,LayoutLMForMaskedLM,16,0.9734,9.2575,0.9210
cuda,LayoutLMForSequenceClassification,16,0.9824,9.5486,0.9291
cuda,M2M100ForConditionalGeneration,2,0.8417,26.5066,1.0100
cuda,MBartForCausalLM,16,0.8903,10.2210,0.8187
cuda,MBartForConditionalGeneration,8,0.8228,28.9269,0.7841
cuda,MT5ForConditionalGeneration,2,0.8603,16.6915,0.8141
cuda,MegatronBertForCausalLM,2,0.8348,20.7158,0.7979
cuda,MegatronBertForQuestionAnswering,8,0.8446,20.5392,0.7852
cuda,MobileBertForMaskedLM,16,0.8059,83.5249,0.8918
cuda,MobileBertForQuestionAnswering,32,0.8013,84.6283,0.9787
cuda,OPTForCausalLM,4,0.8129,8.9746,0.7238
cuda,PLBartForCausalLM,16,0.9428,4.7067,0.8530
cuda,PLBartForConditionalGeneration,8,0.8153,11.9082,0.8047
cuda,PegasusForCausalLM,8,0.7900,10.1038,0.9331
cuda,PegasusForConditionalGeneration,4,0.8126,27.0270,0.9101
cuda,RobertaForCausalLM,4,0.8343,9.0022,0.7289
cuda,RobertaForQuestionAnswering,64,0.9740,8.9312,0.9265
cuda,Speech2Text2ForCausalLM,64,0.8011,4.6528,0.8459
cuda,T5ForConditionalGeneration,4,0.9437,10.7261,0.9584
cuda,T5Small,1,0.8788,10.7054,0.9050
cuda,TrOCRForCausalLM,8,0.8212,10.1957,0.7618
cuda,XGLMForCausalLM,1,0.7864,19.4460,1.0000
cuda,XLNetLMHeadModel,4,0.9725,28.8083,0.8639
cuda,YituTechConvBert,1,0.8247,14.4502,0.7381
