dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,11.136086,9.529508,3.722256,1.894074,8.200272,3.190445,1.091638,0.144582,6.802063,0.923599
cuda,AlbertForQuestionAnswering,4,11.216057,9.639137,3.834278,1.849134,8.183370,2.913837,1.072570,0.139640,6.275107,0.538420
cuda,AllenaiLongformerBase,4,58.574121,49.460751,30.122169,7.978863,35.432778,15.816503,5.020292,0.440536,0.667353,13.921012
cuda,BartForCausalLM,4,17.047019,13.854852,7.147376,2.192801,10.205110,3.544547,1.476724,0.271736,1.469860,5.351186
cuda,BartForConditionalGeneration,2,43.282224,35.436984,18.394912,7.035197,21.961462,9.211696,3.753788,0.991866,1.190143,11.558459
cuda,BertForMaskedLM,16,16.207518,12.880668,5.921389,2.578494,8.795230,3.398151,1.898324,0.286855,5.844984,1.447267
cuda,BertForQuestionAnswering,16,15.898892,12.694707,5.825285,2.527051,8.150920,3.287287,1.502876,0.268523,5.146261,1.031727
cuda,BlenderbotForCausalLM,4,32.450682,25.551497,12.898937,4.842279,16.819645,7.123708,2.874609,0.645870,4.154948,8.957886
cuda,BlenderbotSmallForCausalLM,64,11.086975,9.010126,4.291241,1.627959,6.491412,2.349724,1.015747,0.166740,3.897207,2.074838
cuda,BlenderbotSmallForConditionalGeneration,64,27.328578,22.211074,11.036310,4.047468,14.532661,6.004489,2.497671,0.555576,1.731909,7.721637
cuda,CamemBert,16,16.028198,12.799484,5.875584,2.531594,8.388821,3.335060,1.809061,0.283325,5.387798,0.375108
cuda,DebertaForMaskedLM,4,28.997561,21.962796,13.248497,3.150665,16.629840,4.501747,2.095283,0.351962,0.849979,6.760163
