dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,0.9949,268.2001,1.9814,0.9980
cuda,AlbertForQuestionAnswering,4,0.9948,266.2466,2.0417,0.9979
cuda,AllenaiLongformerBase,4,0.9712,203.4298,10.2402,0.8935
cuda,BartForCausalLM,4,0.9840,114.6000,4.6723,0.9834
cuda,BartForConditionalGeneration,2,0.9868,139.7499,11.7757,1.0000
cuda,BertForMaskedLM,16,0.9787,113.4060,5.1639,0.9977
cuda,BertForQuestionAnswering,16,0.9743,98.4595,5.1246,0.9989
cuda,BlenderbotForCausalLM,4,0.8700,106.2998,9.0776,0.9936
cuda,BlenderbotSmallForCausalLM,64,0.9692,60.8954,3.2706,0.9832
cuda,BlenderbotSmallForConditionalGeneration,64,0.9702,116.9867,7.0985,1.0000
cuda,CamemBert,16,0.9800,121.4079,5.0392,0.9979
cuda,DebertaForMaskedLM,4,0.8580,76.6234,5.8625,0.9686
cuda,DebertaForQuestionAnswering,8,0.9082,83.8730,5.8696,0.9524
cuda,DebertaV2ForMaskedLM,1,0.8148,127.5002,13.7246,0.9874
cuda,DebertaV2ForQuestionAnswering,2,0.8167,130.4037,13.8545,0.9762
cuda,DistilBertForMaskedLM,128,0.9851,85.6895,1.9063,1.0000
cuda,DistilBertForQuestionAnswering,256,0.9894,104.3090,1.9228,1.0114
cuda,DistillGPT2,16,0.9949,106.3714,1.8180,1.0001
cuda,ElectraForCausalLM,32,0.9715,91.6271,5.1610,0.9978
cuda,ElectraForQuestionAnswering,64,0.9800,118.6740,4.9948,0.9982
cuda,GPT2ForSequenceClassification,4,0.9789,93.0669,3.5445,1.0001
cuda,LayoutLMForMaskedLM,16,0.9781,115.3091,5.1125,0.9977
cuda,LayoutLMForSequenceClassification,16,0.9740,100.8153,5.0998,0.9986
cuda,M2M100ForConditionalGeneration,16,1.0173,120.2535,11.7150,0.9994
cuda,MBartForCausalLM,4,0.9848,114.4377,4.6655,0.9834
cuda,MBartForConditionalGeneration,2,0.9914,146.6719,12.5415,1.0000
cuda,MT5ForConditionalGeneration,16,0.9941,106.8234,6.4944,0.9942
cuda,MegatronBertForCausalLM,4,0.9935,89.0534,10.9687,0.9991
cuda,MegatronBertForQuestionAnswering,8,0.9742,146.3615,10.6480,0.9987
cuda,MobileBertForMaskedLM,64,1.0157,162.9010,12.9947,0.9977
cuda,MobileBertForQuestionAnswering,128,1.0161,160.6931,13.0639,1.0118
cuda,OPTForCausalLM,2,0.9844,169.2435,4.2610,0.9912
cuda,PLBartForCausalLM,8,0.9903,114.9848,2.5390,0.9874
cuda,PLBartForConditionalGeneration,4,0.9736,120.3824,6.9091,0.9866
cuda,PegasusForCausalLM,32,0.9762,71.5566,4.2637,0.9742
cuda,PegasusForConditionalGeneration,32,0.9994,137.9622,4.3662,0.9977
cuda,RobertaForCausalLM,16,0.9783,117.8159,4.9424,0.9977
cuda,RobertaForQuestionAnswering,16,0.9752,98.5528,4.9335,0.9984
cuda,Speech2Text2ForCausalLM,256,0.9747,54.9434,2.3168,0.9692
cuda,T5ForConditionalGeneration,4,0.9852,106.0050,4.4484,0.9846
cuda,T5Small,4,0.9863,105.8512,4.4634,0.9846
cuda,TrOCRForCausalLM,32,0.9891,139.4931,4.4596,0.9723
cuda,XGLMForCausalLM,8,0.9426,90.5920,8.6825,0.9900
cuda,XLNetLMHeadModel,8,0.9863,271.8293,10.2104,1.0000
cuda,YituTechConvBert,16,0.9737,138.4026,7.8507,0.9951
