dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,YituTechConvBert,1,1.0765,1.3867,3.0872
cuda,CamemBert,1,1.1078,1.4259,2.5792
cuda,Speech2Text2ForCausalLM,64,1.0289,1.1623,1.3077
cuda,ElectraForQuestionAnswering,64,1.2711,1.2009,1.2894
cuda,LayoutLMForSequenceClassification,16,1.1858,1.1265,1.2687
cuda,LayoutLMForMaskedLM,16,1.1447,1.0611,1.1654
cuda,MegatronBertForQuestionAnswering,8,1.1488,1.0975,1.1463
cuda,RobertaForQuestionAnswering,64,1.072,1.0118,1.1185
cuda,BertForQuestionAnswering,64,1.0723,1.0109,1.1119
cuda,MobileBertForMaskedLM,16,1.1752,1.1966,1.095
cuda,BertForMaskedLM,64,1.0544,0.9659,1.0351
cuda,MobileBertForQuestionAnswering,32,1.2348,1.1687,0.8817
cuda,GPT2ForSequenceClassification,4,1.561,1.5709,0.0
cuda,DistillGPT2,1,1.2702,1.4836,0.0
cuda,T5Small,1,0.0,1.4766,0.0
cuda,MT5ForConditionalGeneration,4,1.0226,1.3649,0.0
cuda,AlbertForQuestionAnswering,4,1.1707,1.2217,0.0
cuda,AlbertForMaskedLM,4,1.1699,1.2182,0.0
cuda,DebertaForQuestionAnswering,16,0.0,1.2014,0.0
cuda,GoogleFnet,1,1.1344,1.1821,0.0
cuda,DistilBertForQuestionAnswering,32,1.0074,1.1797,0.0
cuda,DebertaForMaskedLM,16,0.0,1.0934,0.0
cuda,XLNetLMHeadModel,8,1.1186,1.09,0.0
cuda,MegatronBertForCausalLM,8,1.1356,1.0667,0.0
cuda,DistilBertForMaskedLM,32,1.0062,1.0498,0.0
cuda,AllenaiLongformerBase,1,1.1837,1.0472,0.0
cuda,ElectraForCausalLM,32,1.1424,1.0053,0.0
cuda,BartForCausalLM,8,1.0045,1.0046,0.0
cuda,OPTForCausalLM,16,1.0883,1.0034,0.0
cuda,PLBartForConditionalGeneration,8,1.0097,1.0006,0.0
cuda,BartForConditionalGeneration,2,0.998,1.0001,0.0
cuda,MBartForConditionalGeneration,8,1.0094,1.0,0.0
cuda,DebertaV2ForQuestionAnswering,4,0.9982,0.9855,0.0
cuda,TrOCRForCausalLM,16,1.0043,0.9797,0.0
cuda,PLBartForCausalLM,16,1.0087,0.9746,0.0
cuda,T5ForConditionalGeneration,4,0.0,0.9741,0.0
cuda,PegasusForConditionalGeneration,8,1.0073,0.9712,0.0
cuda,RobertaForCausalLM,64,1.0506,0.9699,0.0
cuda,MBartForCausalLM,16,1.0104,0.9688,0.0
cuda,PegasusForCausalLM,16,1.009,0.9564,0.0
cuda,M2M100ForConditionalGeneration,4,1.0042,0.9562,0.0
cuda,BlenderbotSmallForConditionalGeneration,64,1.019,0.9434,0.0
cuda,BlenderbotSmallForCausalLM,64,1.0156,0.9258,0.0
cuda,BigBird,1,0.9834,0.8736,0.0
cuda,XGLMForCausalLM,4,1.0037,0.0,0.0
cuda,DebertaV2ForMaskedLM,0,0.0,0.0,0.0
cuda,GPTNeoForCausalLM,0,0.0,0.0,0.0
cuda,GPTNeoForSequenceClassification,0,0.0,0.0,0.0
