dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,AlbertForMaskedLM,4,1.677469
cuda,AlbertForQuestionAnswering,4,1.676290
cuda,AllenaiLongformerBase,4,8.142832
cuda,BartForCausalLM,4,3.157059
cuda,BartForConditionalGeneration,2,7.784305
cuda,BertForMaskedLM,16,3.216574
cuda,BertForQuestionAnswering,16,3.361539
cuda,BlenderbotForCausalLM,4,6.437784
cuda,BlenderbotSmallForCausalLM,64,2.081337
cuda,BlenderbotSmallForConditionalGeneration,64,5.038750
cuda,CamemBert,16,3.378305
cuda,DebertaForMaskedLM,4,6.806860
cuda,DebertaForQuestionAnswering,8,6.588789
cuda,DebertaV2ForMaskedLM,1,11.726556
cuda,DebertaV2ForQuestionAnswering,2,11.757916
cuda,DistilBertForMaskedLM,128,1.583911
cuda,DistilBertForQuestionAnswering,256,1.529048
cuda,DistillGPT2,16,1.477829
cuda,ElectraForCausalLM,32,3.364227
cuda,ElectraForQuestionAnswering,64,3.267338
cuda,GPT2ForSequenceClassification,4,2.844941
cuda,GoogleFnet,16,1.829176
cuda,LayoutLMForMaskedLM,16,3.645331
cuda,LayoutLMForSequenceClassification,16,3.634195
cuda,M2M100ForConditionalGeneration,16,7.689087
cuda,MBartForCausalLM,4,3.393776
cuda,MBartForConditionalGeneration,2,8.051837
cuda,MT5ForConditionalGeneration,16,4.879528
cuda,MegatronBertForCausalLM,4,6.636790
cuda,MegatronBertForQuestionAnswering,8,6.712510
cuda,MobileBertForMaskedLM,64,7.175586
cuda,MobileBertForQuestionAnswering,128,7.223989
cuda,OPTForCausalLM,2,3.087252
cuda,PLBartForCausalLM,8,1.638112
cuda,PLBartForConditionalGeneration,4,4.054578
cuda,PegasusForCausalLM,32,3.241089
cuda,PegasusForConditionalGeneration,32,3.702946
cuda,RobertaForCausalLM,16,3.268642
cuda,RobertaForQuestionAnswering,16,3.241890
cuda,Speech2Text2ForCausalLM,256,1.669813
cuda,T5ForConditionalGeneration,4,3.478345
cuda,T5Small,4,3.530883
cuda,TrOCRForCausalLM,32,3.160383
cuda,XGLMForCausalLM,8,6.011925
cuda,XLNetLMHeadModel,8,7.380468
cuda,YituTechConvBert,16,5.112922
