dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,13.497146,11.916129,4.037519,2.071555,8.678583,3.274530,1.138738,0.148179,1.329147,8.133272,0.810218
cuda,AlbertForQuestionAnswering,4,13.158205,11.519990,4.058228,2.038227,8.747077,3.358955,1.149215,0.146806,1.005264,7.830935,0.408994
cuda,BartForCausalLM,4,15.141727,13.653792,6.218792,2.145973,9.226046,3.104911,1.361083,0.271316,1.973318,2.215097,7.222804
cuda,BartForConditionalGeneration,2,38.110557,34.023573,14.479171,5.751882,20.047221,8.841079,3.516955,1.056930,1.005809,1.178608,12.579305
cuda,BertForMaskedLM,16,14.816474,13.053305,5.144315,2.042422,7.927328,3.565493,1.481045,0.297241,1.771842,6.698232,1.411438
cuda,BertForQuestionAnswering,16,15.166561,13.326637,5.252768,2.057312,7.926058,3.575199,1.496161,0.294858,1.379890,6.212675,0.996995
cuda,BlenderbotSmallForCausalLM,64,10.011975,8.930769,3.760298,1.315114,5.915961,2.051287,1.017072,0.170278,2.808095,6.535321,2.507438
cuda,BlenderbotSmallForConditionalGeneration,64,24.781230,22.145110,9.004962,3.650824,13.267698,5.914601,2.497459,0.591507,1.966860,1.882907,10.054212
cuda,CamemBert,16,14.777893,13.005044,5.101755,2.024469,7.867878,3.531941,1.478792,0.294929,0.739015,5.630612,0.341031
cuda,DebertaForMaskedLM,4,28.683751,22.995817,13.939594,3.152279,17.428073,4.800806,2.296408,0.357236,19.088834,0.952741,25.983914
cuda,DebertaForQuestionAnswering,8,28.862688,23.024744,13.849298,3.123801,17.144245,4.739234,2.295805,0.353969,20.283123,1.824838,26.961088
cuda,DebertaV2ForMaskedLM,1,42.445528,32.461836,16.464819,3.901084,20.937254,5.861999,3.182962,0.640613,45.199414,1.520093,53.994133
