dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,11.851366,10.267632,4.367762,1.721543,8.607459,3.192991,1.209919,0.149911,1.474746,6.283403
cuda,AlbertForQuestionAnswering,4,11.783801,10.224920,4.323975,1.684385,8.708720,2.930478,1.426479,0.148211,1.096436,6.385884
cuda,AllenaiLongformerBase,4,60.690252,52.446700,32.388113,6.764663,38.933679,17.743042,5.734725,0.440048,3.167426,14.418181
cuda,BartForCausalLM,4,16.913114,13.931411,6.915442,2.005163,10.006514,3.702929,1.601978,0.278814,1.457185,5.197701
cuda,BartForConditionalGeneration,2,42.410971,34.697824,17.645254,6.709183,22.296985,9.785017,4.052929,1.069270,1.228736,11.620852
cuda,BertForMaskedLM,16,16.953278,13.505273,6.536365,2.533880,9.062045,3.642902,1.668741,0.288470,2.129028,5.166850
cuda,BertForQuestionAnswering,16,17.139629,13.652616,6.613584,2.524200,9.109949,3.653348,1.661193,0.285111,1.684068,5.127955
cuda,BlenderbotForCausalLM,4,32.117227,25.338982,12.467105,4.412620,16.931161,6.931250,3.149032,0.690183,4.209142,9.080460
cuda,BlenderbotSmallForCausalLM,64,10.798355,8.827883,4.336926,1.337937,6.809279,2.668617,1.108395,0.176436,3.878738,2.079079
cuda,BlenderbotSmallForConditionalGeneration,64,27.681330,22.255574,10.947142,3.621520,14.618680,6.449175,2.724349,0.577416,1.852900,7.468847
cuda,CamemBert,16,17.300397,13.898674,6.611987,2.623505,9.045364,3.676734,1.699561,0.298953,0.981629,5.166395
cuda,DebertaForMaskedLM,4,29.572333,23.117999,14.221270,2.569978,18.276524,4.968498,2.753532,0.363921,2.364838,6.847599
cuda,DebertaForQuestionAnswering,8,30.610857,23.603564,14.294600,2.811279,18.190840,4.931577,2.514303,0.360715,2.780370,6.935102
cuda,DebertaV2ForMaskedLM,1,43.743233,31.629835,16.552788,3.610704,19.921619,5.980527,2.916303,0.620531,1.675540,7.347724
cuda,DebertaV2ForQuestionAnswering,2,43.945884,31.675368,16.930039,4.003196,20.905248,7.098761,3.796332,0.631033,0.488428,8.550948
cuda,DistilBertForMaskedLM,128,10.239403,8.859648,5.143776,1.082216,6.963606,2.143345,0.887416,0.130934,3.759287,2.957813
cuda,DistilBertForQuestionAnswering,256,10.286021,8.901021,5.141010,1.072409,7.171458,2.209570,0.911768,0.127285,2.934656,3.157596
cuda,DistillGPT2,16,10.742346,9.384705,5.924492,1.326770,7.775622,1.944814,0.866702,0.112790,2.899755,3.228233
cuda,ElectraForCausalLM,32,18.669480,15.165637,8.145970,2.322598,13.889843,3.983294,1.708470,0.292418,3.757390,8.176887
cuda,ElectraForQuestionAnswering,64,17.151834,13.669165,6.641059,2.524618,11.367515,3.676845,1.670390,0.293221,2.361594,7.361207
cuda,GPT2ForSequenceClassification,4,18.044958,15.279857,8.632874,2.188309,11.074105,4.267832,1.589338,0.253836,2.463479,4.726774
cuda,GoogleFnet,16,12.274785,10.557178,6.948872,1.203855,10.945856,1.920721,1.060049,0.128096,1.778141,5.274392
cuda,LayoutLMForMaskedLM,16,18.598776,15.069261,7.813997,2.384949,10.717061,3.731066,1.981434,0.295296,2.538953,5.639231
cuda,LayoutLMForSequenceClassification,16,18.758857,15.274242,8.165962,2.646495,12.515983,4.554109,1.971006,0.289780,7.837853,7.107598
cuda,M2M100ForConditionalGeneration,16,41.386690,33.233757,16.438906,5.122834,23.498330,10.115774,4.163001,0.798339,8.644606,12.439419
cuda,MBartForCausalLM,4,18.539061,15.540497,8.826240,2.322348,11.691766,3.828839,1.660125,0.283112,1.341707,5.289162
cuda,MBartForConditionalGeneration,2,41.681592,33.951032,16.926350,6.082756,21.491708,9.794097,4.073274,1.048272,0.513123,11.526864
cuda,MT5ForConditionalGeneration,16,28.429138,23.407351,10.858842,3.803955,15.334102,6.415475,2.594681,0.547174,22.279044,8.734546
cuda,MegatronBertForCausalLM,4,33.219331,26.540447,12.409185,5.096608,16.922188,8.180711,3.747893,0.739499,1.811166,9.821864
