dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,22.225711,19.904406,17.351784,9.850399,1.863523,19.364330,3.542104,1.344931,0.165425,1.803210,11.498393
cuda,AlbertForQuestionAnswering,4,22.427160,20.124068,17.564617,10.077712,1.826362,18.212753,3.497785,1.326211,0.161850,1.377231,10.079219
cuda,AllenaiLongformerBase,4,76.800027,67.108401,64.168103,40.984025,6.034635,53.035001,16.933109,5.528757,0.474906,3.340601,18.488505
cuda,BartForCausalLM,4,24.580957,20.657280,17.857744,9.185933,2.161803,14.911784,3.941369,2.131640,0.358604,2.385725,8.022707
cuda,BartForConditionalGeneration,2,57.138265,45.592862,42.907596,20.156463,6.323257,27.810539,11.282637,5.496013,1.491689,0.494576,14.335534
cuda,BertForMaskedLM,16,28.371854,23.551753,20.798369,11.293428,2.227211,18.406166,4.457035,1.953998,0.353160,5.942348,9.488330
cuda,BertForQuestionAnswering,16,28.518053,23.715176,21.114765,11.513119,2.208836,17.539752,4.501727,2.106483,0.351354,5.655059,8.382201
cuda,BlenderbotForCausalLM,4,40.374218,31.386286,28.853801,11.591739,5.030602,19.309570,8.433238,3.813534,1.061977,13.035484,3.916272
cuda,BlenderbotSmallForCausalLM,64,16.999538,14.094995,11.320214,5.249979,1.666374,9.476677,2.492564,1.298810,0.211429,5.990501,2.483976
cuda,BlenderbotSmallForConditionalGeneration,64,40.048389,32.286222,29.560087,13.766672,3.935792,19.716099,7.239733,3.279883,0.781565,1.313217,10.122032
cuda,CamemBert,16,28.305008,23.455796,20.904783,11.352771,2.257210,17.086982,4.653095,1.953387,0.362177,5.003239,8.139401
cuda,DebertaForMaskedLM,4,31.614822,25.853930,23.233275,14.682591,2.107431,23.946860,4.448403,2.129271,0.318244,1.997319,11.579630
cuda,DebertaForQuestionAnswering,8,32.035482,26.274122,23.609857,15.099941,2.101294,24.234488,4.447284,2.119260,0.314715,2.570571,11.442361
cuda,DebertaV2ForMaskedLM,1,50.832263,37.035719,34.382835,18.732397,3.468440,27.730687,7.665181,3.296451,0.626971,1.744242,12.860165
cuda,DebertaV2ForQuestionAnswering,2,47.613582,34.478721,31.711539,15.587597,4.149874,24.707973,7.816891,3.826456,0.637899,13.667965
cuda,DistilBertForMaskedLM,128,16.888079,14.631925,11.994844,7.160693,1.191557,11.369928,2.342568,1.075743,0.154112,3.963910,5.479477
cuda,DistilBertForQuestionAnswering,256,17.623981,15.414037,12.718782,7.829070,1.162797,12.144608,2.394336,1.069776,0.144753,2.991227,5.554524
cuda,DistillGPT2,16,15.753703,13.738492,11.100437,6.829494,1.238256,10.436754,2.198019,0.971624,0.131726,1.881702,4.911476
cuda,ElectraForCausalLM,32,32.295339,27.012100,24.270632,15.036475,2.260335,25.818233,4.698445,2.016383,0.357593,8.119930,13.199524
cuda,ElectraForQuestionAnswering,64,29.669037,24.445269,21.292973,11.917151,2.233287,21.764719,4.552179,1.970118,0.358806,6.201099,12.230329
cuda,GPT2ForSequenceClassification,4,23.102957,19.748314,17.013638,9.230534,2.622483,13.270710,3.859435,1.769306,0.311453,1.126017,7.004716
cuda,LayoutLMForMaskedLM,16,32.316887,27.366957,24.155365,13.968195,2.324621,22.099933,4.666165,2.039292,0.355430,6.002935,10.608896
