dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,1.682249,3.371269,2.121620,7.701455,3.241774,1.003130,0.145081,6.530641,1.483716
cuda,AlbertForQuestionAnswering,4,1.720762,3.313643,2.037818,7.702803,3.129864,0.991357,0.142596,6.502079,1.072979
cuda,BartForCausalLM,4,1.685868,6.322876,2.397080,9.160368,3.165819,1.565603,0.232032,1.173372,5.319602
cuda,BartForConditionalGeneration,2,4.551353,15.829489,7.998622,20.521489,9.426898,2.910663,0.864587,2.384306,12.919134
cuda,BertForMaskedLM,64,2.282973,6.622045,2.502566,9.440523,3.538822,1.238131,0.253623,5.410392,2.106100
cuda,BertForQuestionAnswering,128,2.322863,6.553395,2.433409,9.394111,3.465505,1.219651,0.252779,5.363470,1.298650
cuda,BigBird,1,10.021978,8.969719,1.272142,12.541017,2.084809,1.215772,0.195436,4.944459,0.393067
cuda,BlenderbotSmallForCausalLM,64,1.148661,3.370275,1.784876,5.774040,2.046618,0.859691,0.153860,4.248085,2.072332
cuda,BlenderbotSmallForConditionalGeneration,64,3.049017,9.226404,4.593150,13.331239,5.739866,2.122613,0.514737,2.766505,8.847004
cuda,CamemBert,1,2.231963,6.371704,2.251839,8.509175,3.268984,1.133316,0.250896,4.479599,0.582877
cuda,DebertaForMaskedLM,4,6.788002,16.336286,2.889912,19.662641,4.965237,1.834782,0.313322,0.850734,6.432950
cuda,DebertaForQuestionAnswering,8,6.790745,16.040982,2.823882,19.307188,4.740928,1.818376,0.309119,1.190763,6.298829
cuda,DistilBertForMaskedLM,64,0.855286,3.346914,1.239587,5.384009,1.762704,0.653445,0.113844,3.323006,2.100930
cuda,DistilBertForQuestionAnswering,64,0.863488,3.266920,1.181699,5.265100,1.687118,0.646690,0.110379,3.227019,1.738143
cuda,DistillGPT2,1,1.014654,2.594473,1.092179,4.315616,1.203155,0.582280,0.095951,2.856381,3.531075
cuda,ElectraForCausalLM,32,2.312106,8.753057,2.534088,12.806005,3.919188,1.342390,0.260849,3.518759,6.687333
cuda,ElectraForQuestionAnswering,64,2.257963,6.482890,2.442830,9.332898,3.480335,1.238778,0.259663,5.384457,1.997611
cuda,GPT2ForSequenceClassification,4,1.994082,4.376400,2.467613,6.392476,2.445877,1.149672,0.215968,4.563418,1.020310
cuda,GoogleFnet,1,1.231828,9.270820,0.955410,12.135812,1.614312,0.634347,0.107428,3.879627,0.628602
cuda,LayoutLMForMaskedLM,16,2.661958,6.687248,2.538890,9.334105,3.641780,1.253183,0.257883,5.275455,2.078704
cuda,LayoutLMForSequenceClassification,16,2.600074,6.581789,2.494169,10.424617,4.270833,1.480098,0.255437,6.427028,7.170157
cuda,M2M100ForConditionalGeneration,8,4.478781,12.135053,5.152823,20.676525,8.715170,2.855326,0.675079,15.146104,13.900044
cuda,MBartForCausalLM,32,1.800560,7.747703,2.595318,10.872832,3.721004,1.270152,0.275286,1.056029,5.806426
cuda,MBartForConditionalGeneration,16,4.752231,14.653439,7.950190,21.241139,10.573031,3.221413,0.982762,1.712733,15.719942
cuda,MT5ForConditionalGeneration,8,4.767081,7.103580,5.384970,10.973853,4.922169,1.795475,0.470464,9.430392,7.481712
cuda,MegatronBertForCausalLM,16,4.419193,10.165922,6.437163,13.635854,6.947853,2.486580,0.652480,10.084012,2.742852
cuda,MegatronBertForQuestionAnswering,16,4.479592,9.872419,6.153439,13.101718,7.105867,2.400334,0.642206,9.560278,2.199680
cuda,MobileBertForMaskedLM,32,10.743583,7.580547,9.773296,17.834002,9.265136,3.691998,1.909617,20.372324,4.875874
cuda,MobileBertForQuestionAnswering,64,10.815094,7.530592,9.526560,17.486970,9.141242,3.698314,1.854431,19.825258,3.583215
cuda,OPTForCausalLM,32,1.773244,5.650178,2.622471,8.408030,3.156244,1.283288,0.235744,1.289236,5.463172
cuda,PLBartForCausalLM,32,0.895271,4.645696,1.289970,7.100016,2.156967,0.692160,0.110815,1.276891,3.788782
cuda,PLBartForConditionalGeneration,16,2.329356,7.964226,3.379975,11.925077,4.976259,1.724592,0.373367,3.787487,7.688531
cuda,PegasusForCausalLM,32,1.991573,6.821121,2.438068,10.261081,2.989518,1.535926,0.245950,1.297685,5.966863
cuda,PegasusForConditionalGeneration,16,4.834208,12.837179,6.029069,18.779836,7.826532,3.708561,0.708864,2.367785,12.191600
cuda,RobertaForCausalLM,64,2.290595,6.876654,2.527802,9.516594,3.672053,1.276308,0.259180,1.374561,5.261159
cuda,RobertaForQuestionAnswering,128,2.284874,7.003917,2.492612,9.737940,3.965445,1.241977,0.255919,5.324262,0.479460
cuda,Speech2Text2ForCausalLM,128,1.246471,4.814278,1.277492,7.720331,1.442861,0.637367,0.106921,1.293452,4.232046
cuda,T5ForConditionalGeneration,4,3.282175,6.806286,2.739967,11.938780,3.678746,1.327118,0.292494,6.356236,8.594801
cuda,T5Small,1,3.129755,6.595907,2.284135,9.334741,2.842435,1.194271,0.297758,8.293117,5.140833
cuda,TrOCRForCausalLM,32,1.816720,6.245499,2.474647,9.360155,3.628668,1.232039,0.245088,1.144976,5.674294
cuda,XGLMForCausalLM,8,3.865684,17.215464,6.685458,22.037904,8.775479,2.531177,0.649330,25.782890,11.704911
cuda,YituTechConvBert,1,3.433318,9.023698,3.718693,13.146555,3.878053,1.675761,0.436489,9.388668,8.344486
