dev,name,batch_size,speedup,start_latency,peak_memory
cuda,AlbertForMaskedLM,2,1.1614,8.0013,21.7944
cuda,AlbertForQuestionAnswering,2,1.1618,6.5508,21.0089
cuda,AllenaiLongformerBase,1,1.1653,12.0545,12.2990
cuda,BartForCausalLM,2,1.0000,4.7354,20.5694
cuda,BartForConditionalGeneration,1,1.0457,8.2611,28.9723
cuda,BertForMaskedLM,64,1.0538,6.9855,23.7227
cuda,BertForQuestionAnswering,64,1.0724,5.9906,12.3782
cuda,BigBird,1,0.9798,42.7012,12.3550
cuda,BlenderbotSmallForCausalLM,64,1.0153,3.6903,34.3618
cuda,BlenderbotSmallForConditionalGeneration,32,1.0792,6.9687,19.3088
cuda,CamemBert,1,1.0748,6.9975,7.5640
cuda,DebertaForMaskedLM,0,0.0000
cuda,DebertaForQuestionAnswering,0,0.0000
cuda,DistilBertForMaskedLM,16,1.1043,4.7001,8.0185
cuda,DistilBertForQuestionAnswering,32,1.0313,3.8651,5.2408
cuda,DistillGPT2,1,1.2720,4.7549,6.3463
cuda,ElectraForCausalLM,1,1.0896,6.7220,1.8367
cuda,ElectraForQuestionAnswering,64,1.2691,6.1014,14.1211
cuda,GPT2ForSequenceClassification,4,1.5572,6.6415,19.1641
cuda,GoogleFnet,1,1.1419,6.6376,5.9894
cuda,LayoutLMForMaskedLM,16,1.1445,7.3421,25.1370
cuda,LayoutLMForSequenceClassification,16,1.1829,6.0686,16.3937
cuda,M2M100ForConditionalGeneration,2,1.0894,7.7753,32.0775
cuda,MBartForCausalLM,16,1.0301,5.5372,20.4260
cuda,MBartForConditionalGeneration,8,1.0949,8.8165,27.2640
cuda,MT5ForConditionalGeneration,0,0.0000
cuda,MegatronBertForCausalLM,2,1.1431,9.0199,21.5419
cuda,MegatronBertForQuestionAnswering,8,1.1332,8.3703,21.2945
cuda,MobileBertForMaskedLM,16,1.0663,18.7174,6.4687
cuda,MobileBertForQuestionAnswering,32,1.0763,17.5218,3.9021
cuda,OPTForCausalLM,4,1.1739,3.1051,8.9492
cuda,PLBartForCausalLM,16,1.0622,3.6865,12.4677
cuda,PLBartForConditionalGeneration,8,1.0497,5.4849,11.5873
cuda,PegasusForCausalLM,8,1.0816,4.0870,16.5951
cuda,PegasusForConditionalGeneration,4,1.0815,7.2791,26.5574
cuda,RobertaForCausalLM,4,1.0980,6.6294,7.4436
cuda,RobertaForQuestionAnswering,64,1.0721,6.0502,12.3783
cuda,Speech2Text2ForCausalLM,64,1.0818,2.8707,7.8164
cuda,T5ForConditionalGeneration,0,0.0000
cuda,T5Small,0,0.0000
cuda,TrOCRForCausalLM,8,1.0816,4.4614,15.6486
cuda,XGLMForCausalLM,1,1.0847,6.9213,38.8550
cuda,XLNetLMHeadModel,4,1.1329,8.9364,30.7313
cuda,YituTechConvBert,1,1.1011,7.6440,7.3903
