dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,2,1.621560,4.307624,1.372821,8.633748,2.724095,0.981528,0.138125,9.518700,15.311291
cuda,AlbertForQuestionAnswering,2,1.597641,3.461158,1.301270,5.770847,2.764986,0.986990,0.138725,0.606775,4.312106
cuda,BartForCausalLM,2,10.132819,5.401115,1.364814,8.396645,2.783489,1.213679,0.243035,8.863447,13.334683
cuda,BartForConditionalGeneration,1,27.606583,11.714367,2.662626,17.486315,8.002770,2.589848,0.911706,0.963060,9.675797
cuda,BertForMaskedLM,64,5.628185,6.442656,1.744725,8.787302,3.192199,1.319108,0.268524,11.495949,15.703105
cuda,BertForQuestionAnswering,64,5.683005,4.519094,1.449397,6.726354,3.469872,1.302830,0.262835,0.449507,4.220128
cuda,BigBird,1,12.825775,6.005170,1.143879,8.782220,2.391753,1.184610,0.226462,13.370931,17.490316
cuda,BlenderbotSmallForCausalLM,64,5.170570,3.685652,0.976543,5.876256,2.264111,0.884132,0.151810,12.613854,15.856402
cuda,BlenderbotSmallForConditionalGeneration,32,13.261467,7.375425,2.240869,12.320194,5.921772,2.164155,0.532821,18.980298,26.351671
cuda,CamemBert,1,5.665210,5.830701,1.276669,8.053990,3.206042,1.146950,0.249623,3.023450,6.638434
cuda,DebertaForMaskedLM,4,8.290018,12.855729,2.415297,16.337411,4.580263,2.033613,0.337827,20.766728,27.086792
cuda,DebertaForQuestionAnswering,4,8.193213,10.417628,2.386634,12.692879,4.495804,2.028842,0.336408,19.196691,24.279397
cuda,DistilBertForMaskedLM,16,1.984481,3.662017,0.892735,5.297877,1.967391,0.712983,0.116500,22.298611,24.888029
cuda,DistilBertForQuestionAnswering,32,1.904272,3.264524,0.856974,4.829798,1.634472,0.685030,0.113497,14.816675,17.299524
cuda,DistillGPT2,1,1.644201,3.512747,0.803720,4.896967,1.333373,0.585789,0.097245,18.271802,20.511432
cuda,ElectraForCausalLM,1,5.666857,6.013172,1.560962,8.013674,2.871723,1.157574,0.253858,3.485264,7.165999
cuda,ElectraForQuestionAnswering,64,5.638639,6.107646,1.743376,8.354708,3.180361,1.327578,0.273958,10.642590,14.753142
cuda,GPT2ForSequenceClassification,4,4.197778,6.108072,1.453034,8.225829,2.896228,1.253561,0.221315,7.035318,10.951532
cuda,LayoutLMForMaskedLM,16,5.977905,6.119424,1.780918,8.265297,3.253864,1.336884,0.277476,9.550605,13.597288
cuda,LayoutLMForSequenceClassification,16,5.900388,6.069407,1.778334,9.339099,3.488800,1.394097,0.274079,23.111419,28.278311
cuda,M2M100ForConditionalGeneration,2,26.704712,9.530626,3.109463,26.602434,7.269294,3.392915,0.668211,40.602469,61.035685
cuda,MBartForCausalLM,16,10.211056,7.376007,1.494753,10.631360,3.062096,1.723551,0.262936,8.575208,13.439040
cuda,MBartForConditionalGeneration,8,28.350368,11.068168,3.349975,18.300171,9.168381,3.122562,1.019423,12.802841,24.203094
cuda,MT5ForConditionalGeneration,2,7.705281,11.308992,2.440000,31.608812,5.943686,2.588675,0.416683,45.131858,68.063299
cuda,MegatronBertForCausalLM,2,16.986611,14.026232,3.496183,19.376593,7.798601,2.668958,0.722782,5.995368,15.080871
cuda,MegatronBertForQuestionAnswering,8,17.491709,12.801660,3.249672,17.380921,6.996293,2.987398,0.692069,12.038782,20.103530
cuda,MobileBertForMaskedLM,16,143.402596,12.865264,4.036757,25.329723,11.910511,4.411188,2.340263,18.838408,35.737309
cuda,MobileBertForQuestionAnswering,32,141.348263,12.849750,4.041849,25.010502,11.956436,4.417511,2.365866,10.430759,27.031192
cuda,OPTForCausalLM,4,5.111048,4.752467,1.431539,7.327732,3.405180,1.369056,0.245180,16.544695,20.649759
cuda,PLBartForCausalLM,16,3.224977,3.776288,0.821916,5.457810,1.802758,0.679080,0.109282,9.014309,11.575243
cuda,PLBartForConditionalGeneration,8,7.961370,6.267848,1.892775,10.397632,4.764400,1.710866,0.370597,28.516969,34.689755
cuda,PegasusForCausalLM,8,10.254850,5.648054,1.425940,10.648570,2.996892,1.568981,0.247743,14.370427,20.915890
cuda,PegasusForConditionalGeneration,4,27.780244,9.906122,3.500432,18.567251,7.998301,3.389483,0.760365,21.601940,34.049543
cuda,RobertaForCausalLM,4,5.644745,6.304868,1.590148,8.532072,3.246478,1.339283,0.270576,19.408008,23.345557
cuda,RobertaForQuestionAnswering,64,5.611705,4.627893,1.441444,6.547583,3.427800,1.295149,0.276426,0.443628,3.919109
cuda,Speech2Text2ForCausalLM,64,3.226229,4.290177,0.701437,7.527621,1.459448,0.687419,0.109972,9.156961,13.149588
cuda,T5ForConditionalGeneration,4,4.593424,8.650016,1.673604,72.112912,4.341611,1.493440,0.276558,18.012007,83.281182
cuda,T5Small,1,4.614643,7.741262,1.345164,10.162366,3.402773,1.208778,0.257007,16.939730,21.133010
cuda,TrOCRForCausalLM,8,10.087456,5.004037,1.376117,6.900479,2.802411,1.193254,0.240470,0.433522,4.069030
cuda,XGLMForCausalLM,1,16.343785,8.223553,2.844184,15.518936,6.538214,2.293720,0.569738,25.831194,36.207880
cuda,XLNetLMHeadModel,4,19.923231,38.910359,4.557479,43.678987,9.126791,3.803096,0.857300,9.669074
cuda,YituTechConvBert,1,9.935381,7.278739,2.078591,11.721594,5.221014,1.776995,0.420245,31.102034,37.795838
