dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,19.710364,17.156837,14.159867,7.239684,1.949446,14.295357,3.080897,1.851669,0.160987,6.733948,9.420940
cuda,AlbertForQuestionAnswering,4,19.507829,16.999137,13.904250,7.019655,1.933573,13.893940,3.045300,1.810739,0.155657,3.492486,9.220954
cuda,AllenaiLongformerBase,4,82.062875,70.666640,67.164458,44.142526,8.941763,60.155418,22.499431,8.542135,0.464870,4.967961,25.914021
cuda,BartForCausalLM,4,30.274967,23.610435,20.315174,13.174508,1.959554,20.791050,3.423669,2.414134,0.221166,2.979844,9.973761
cuda,BartForConditionalGeneration,2,52.208996,40.163055,36.711020,17.856086,5.493926,26.523874,10.157151,4.965195,1.293711,0.418696,14.635991
cuda,BertForMaskedLM,16,24.803850,19.336529,16.342730,8.796129,2.097119,14.888238,4.196938,2.024312,0.309204,2.998305,8.379727
cuda,BertForQuestionAnswering,16,24.885437,19.537852,16.609073,9.197522,2.352869,14.823769,3.878231,1.988960,0.291956,2.640174,8.165667
cuda,BlenderbotForCausalLM,4,41.939636,30.402922,27.464288,12.960830,3.984364,23.897142,6.823847,4.592664,0.443851,8.633435,15.304569
cuda,BlenderbotSmallForCausalLM,64,22.056098,17.498902,14.091239,9.241424,1.345785,17.583009,2.794296,1.494572,0.147753,2.967412,9.818495
cuda,BlenderbotSmallForConditionalGeneration,64,36.076792,28.525539,24.602660,12.400943,3.482932,19.797621,6.250516,3.755252,0.668800,2.275956,11.447357
cuda,CamemBert,16,24.509891,19.100129,16.055381,8.517665,2.321702,13.323946,3.854420,1.978796,0.296922,1.672345,7.315437
cuda,DebertaForMaskedLM,4,33.867243,26.753309,23.169337,16.109190,2.068150,26.529031,4.238731,2.520566,0.299037,3.382979,12.767908
cuda,DebertaForQuestionAnswering,8,32.933734,25.800531,22.648932,15.784069,2.055343,26.515315,4.419436,2.516815,0.298613,4.185568,13.063962
cuda,DebertaV2ForMaskedLM,1,49.215718,34.417557,31.166345,17.616959,2.877750,29.201943,6.378938,3.556708,0.579398,1.232424,14.982631
cuda,DebertaV2ForQuestionAnswering,2,47.210469,32.121626,28.848301,15.496879,3.706192,26.722159,7.155390,4.155375,0.604888,15.459908
cuda,DistilBertForMaskedLM,128,18.488482,16.049139,11.947281,8.093155,1.294585,12.900898,2.196126,1.105051,0.124114,8.445952,6.201396
cuda,DistilBertForQuestionAnswering,256,17.678827,15.260887,11.812418,7.990338,1.264162,13.116874,2.214742,1.088637,0.115835,10.196354,6.487747
cuda,DistillGPT2,16,16.950204,14.527183,10.701602,7.260889,1.393463,11.992830,2.107190,1.029707,0.115169,4.440901,6.216109
cuda,ElectraForCausalLM,32,33.930649,25.980970,23.027359,15.466643,2.122361,30.118686,4.230570,2.343646,0.315979,9.961781,17.173168
cuda,ElectraForQuestionAnswering,64,25.201859,19.788006,16.797869,9.196812,2.321102,19.111218,3.911865,2.011325,0.305096,3.132471,12.423665
cuda,GPT2ForSequenceClassification,4,24.569419,19.905149,15.928621,9.153421,2.283440,13.609045,3.896025,1.888113,0.273726,2.177056,6.919936
cuda,LayoutLMForMaskedLM,16,24.933813,19.177433,16.230985,8.515784,2.396276,14.303293,3.964124,2.054625,0.305770,3.007381,8.379605
cuda,LayoutLMForSequenceClassification,16,25.005619,19.309121,16.342710,8.683481,2.108744,16.683579,5.054123,2.321057,0.299981,7.063521,10.299459
cuda,M2M100ForConditionalGeneration,16,58.223708,43.555470,40.312890,21.372333,5.053902,36.469732,9.810686,6.068290,0.706197,23.705289,20.641285
cuda,MBartForCausalLM,4,30.678234,24.456156,20.983742,14.038768,2.047937,22.100265,4.050356,2.381070,0.222564,2.754039,10.306392
cuda,MBartForConditionalGeneration,2,54.235304,42.092146,38.762326,20.008461,5.945302,29.957506,10.701521,5.221008,1.397094,0.373395,16.385177
cuda,MT5ForConditionalGeneration,16,37.719885,29.968908,26.848090,13.866869,3.972256,22.673956,6.732760,2.784009,0.506580,73.959826,13.136775
cuda,MegatronBertForCausalLM,4,42.225662,31.620133,28.175046,13.569083,4.705338,22.145939,8.494759,4.074465,0.908407,3.103495,13.986574
cuda,MegatronBertForQuestionAnswering,8,42.424873,31.886997,28.579636,13.848401,4.751160,23.131609,8.437960,4.018366,0.920766,2.905410,14.730203
cuda,MobileBertForMaskedLM,64,64.642397,48.990695,44.841453,17.885069,7.129669,37.865120,14.522200,8.858238,3.928555,40.052700,27.781222
cuda,MobileBertForQuestionAnswering,128,64.098327,48.332508,44.337562,17.385599,7.065865,37.226164,14.413124,7.862685,3.866189,32.852805,27.586553
cuda,OPTForCausalLM,2,25.869410,20.391458,17.067894,10.176045,2.045353,18.202805,4.007944,2.262085,0.221467,2.612143,10.260925
cuda,PLBartForCausalLM,8,23.491758,20.018994,16.816935,12.985964,1.110115,19.225172,2.313300,1.148537,0.112048,1.846778,7.452503
cuda,PLBartForConditionalGeneration,4,40.533754,31.424273,28.113660,17.886927,2.604130,26.590827,4.442453,2.716982,0.297474,3.664837,11.797287
cuda,PegasusForCausalLM,32,29.903953,24.071379,20.792358,13.695147,2.021093,23.037755,3.743835,2.397949,0.220968,3.405275,11.557607
cuda,PegasusForConditionalGeneration,32,45.898052,40.916412,37.624330,19.322766,5.237129,30.392847,9.036850,5.020928,0.986742,1.896222,17.226496
cuda,RobertaForCausalLM,16,25.482755,20.039932,16.968055,9.083737,2.065227,13.911811,4.220593,2.021127,0.295715,2.011661,7.085322
cuda,RobertaForQuestionAnswering,16,24.985863,19.437149,16.352617,8.604014,2.016464,12.970255,4.069936,1.950751,0.289339,1.307279,6.567042
cuda,Speech2Text2ForCausalLM,256,20.406961,17.228661,14.005835,10.620594,1.112675,17.800306,2.216895,1.103051,0.114237,3.800452,8.392733
cuda,T5ForConditionalGeneration,4,29.049608,23.222682,19.881217,10.701540,2.608856,16.777534,4.766782,1.966442,0.303563,9.246845,8.927096
cuda,T5Small,4,29.053011,23.287069,19.926296,10.747524,2.616977,16.873430,4.807281,1.982868,0.307050,9.347060,8.985401
cuda,TrOCRForCausalLM,32,32.323334,26.169321,22.892345,15.651652,1.878666,23.370220,3.358840,2.351404,0.215096,1.760702,10.176711
cuda,XGLMForCausalLM,8,43.482315,33.592472,30.289855,15.820069,4.776586,27.702894,8.565939,4.566195,0.451855,5.341294,17.068207
cuda,XLNetLMHeadModel,8,60.880107,50.339061,47.018662,24.551947,5.357572,32.615738,16.222725,4.810733,0.968737,11.242752,14.009581
cuda,YituTechConvBert,16,40.195320,29.408442,25.956332,13.804180,3.980342,26.688647,6.486336,3.032615,0.538418,14.484231,17.164231
