dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,1.694337,3.269907,2.019788,7.480881,3.123022,1.022104,0.147256,6.307075,1.472351
cuda,AlbertForQuestionAnswering,4,1.721048,3.295359,1.950818,7.700111,3.107808,0.997495,0.141411,6.431207,1.074171
cuda,BartForCausalLM,4,1.754987,6.126935,2.373990,8.903972,3.520637,1.178791,0.233515,1.173524,5.234638
cuda,BartForConditionalGeneration,2,4.920346,15.697246,6.999751,21.058221,8.829866,3.658373,0.883741,2.440424,12.585250
cuda,BertForMaskedLM,64,2.351970,6.608890,2.414058,9.546189,3.575170,1.259053,0.257638,5.442207,2.115201
cuda,BertForQuestionAnswering,128,2.354599,6.535635,2.337115,9.368562,3.427088,1.233824,0.249951,5.261146,1.291152
cuda,BlenderbotSmallForCausalLM,64,1.188452,3.526831,1.725948,5.798204,2.044448,0.857811,0.150413,4.222322,2.070658
cuda,BlenderbotSmallForConditionalGeneration,64,3.260567,9.648525,4.543330,13.575849,5.656954,2.107530,0.523427,2.768312,8.617728
cuda,CamemBert,1,2.327386,6.222527,2.124802,8.500112,3.244776,1.067142,0.239551,4.489616,0.568746
cuda,DebertaForMaskedLM,4,5.981184,16.739793,3.427864,19.352814,4.629297,1.975330,0.311841,0.836129,6.246346
cuda,DebertaForQuestionAnswering,8,6.137737,16.183638,3.174208,19.126154,4.482175,1.831213,0.312635,1.651915,6.323696
cuda,DistilBertForMaskedLM,64,0.892039,3.323916,1.221214,5.362456,1.770640,0.658130,0.114892,3.305651,2.346290
cuda,DistilBertForQuestionAnswering,64,0.922814,3.278803,1.167963,5.288780,1.702141,0.643429,0.115494,3.223925,1.736983
cuda,DistillGPT2,1,1.034842,2.721953,0.833303,4.497202,1.203159,0.777618,0.099942,2.648544,3.530223
cuda,ElectraForCausalLM,32,2.370037,8.623673,2.383268,12.515134,3.614760,1.290983,0.255568,3.528170,6.370067
cuda,ElectraForQuestionAnswering,64,2.434512,6.568683,2.364608,9.463058,3.473315,1.231563,0.254909,5.347874,1.956287
cuda,GPT2ForSequenceClassification,4,2.058928,4.353961,2.418195,6.408073,2.469957,1.160150,0.220340,4.552510,1.023208
cuda,GoogleFnet,1,1.226424,8.625174,1.128874,11.210549,1.364408,0.629920,0.106768,3.774532,0.614545
cuda,LayoutLMForMaskedLM,16,2.677019,6.641392,2.447660,9.311717,3.594977,1.271031,0.257856,5.209732,2.069224
cuda,LayoutLMForSequenceClassification,16,2.730649,6.601654,2.376348,10.638963,4.336397,1.489452,0.261934,6.502939,7.070391
cuda,M2M100ForConditionalGeneration,8,5.249991,12.623954,6.895200,19.844680,7.365305,3.056015,0.724766,15.862152,14.333165
cuda,MBartForCausalLM,32,1.763544,7.730936,2.412309,10.798360,3.633256,1.266331,0.249012,1.054543,5.566595
cuda,MBartForConditionalGeneration,16,4.841248,14.256993,7.677249,20.391868,9.632340,3.240467,0.997840,1.815177,14.047819
cuda,MT5ForConditionalGeneration,8,4.841129,7.203784,4.350469,12.037869,5.884248,1.797781,0.467583,9.347197,6.232064
cuda,MegatronBertForCausalLM,16,4.935088,9.969908,5.934850,13.330348,6.662769,2.951088,0.666754,9.473534,2.754461
cuda,MegatronBertForQuestionAnswering,16,4.897405,9.353665,5.869152,12.601120,6.507362,2.422221,0.656331,9.803031,2.190858
cuda,MobileBertForMaskedLM,32,10.928870,7.118658,8.423954,17.351243,8.916339,3.667557,1.844248,19.008848,5.187517
cuda,MobileBertForQuestionAnswering,64,11.059002,7.273681,8.344549,17.383891,8.958531,3.698338,1.860805,18.784406,3.433459
cuda,OPTForCausalLM,32,1.792460,5.695754,2.479555,8.546489,3.144909,1.283260,0.241561,1.377411,5.410499
cuda,PLBartForCausalLM,32,0.954135,4.548662,1.272169,6.834708,1.931412,0.694870,0.111956,1.293671,3.603623
cuda,PLBartForConditionalGeneration,16,2.413776,7.782410,3.228075,11.844298,4.912040,1.730115,0.368920,3.317462,7.634561
cuda,PegasusForCausalLM,32,2.033094,6.862335,2.303465,10.352991,3.542963,1.251881,0.245270,1.336719,5.879583
cuda,PegasusForConditionalGeneration,16,4.820110,13.010952,5.667112,19.069405,7.147756,4.306905,0.712794,2.377215,11.948785
cuda,RobertaForCausalLM,64,2.435227,6.811878,2.416546,9.492170,3.652624,1.263308,0.251081,1.349496,5.188718
cuda,RobertaForQuestionAnswering,128,2.438895,6.584947,2.362570,9.319149,3.523905,1.232618,0.252840,5.191916,0.485663
cuda,Speech2Text2ForCausalLM,128,0.987218,4.659531,1.103863,7.617016,1.427142,0.628800,0.106256,1.308193,4.102498
cuda,T5ForConditionalGeneration,4,3.214518,7.035604,2.549394,12.712600,4.086336,1.313389,0.291407,6.575675,8.566237
cuda,T5Small,1,3.242525,6.273458,2.138690,8.952655,2.794948,1.097550,0.279193,7.756206,5.483533
cuda,TrOCRForCausalLM,32,1.779268,6.214222,2.396421,9.348651,3.594624,1.235802,0.243418,1.151690,5.615741
cuda,XGLMForCausalLM,8,4.014583,17.058443,6.219734,21.979830,8.130133,3.051208,0.653661,25.728003,11.331059
cuda,YituTechConvBert,1,3.470949,8.700142,3.912549,13.875118,4.337648,1.659930,0.432478,9.645043,9.238936
