dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,2.178336,3.727988,2.583681,8.751743,3.218326,1.144605,0.163071,2.148115,9.846765,1.449726
cuda,AlbertForQuestionAnswering,4,2.128249,3.620558,2.448710,8.511835,3.137397,1.111768,0.157687,1.719634,9.149805,1.032080
cuda,BartForCausalLM,4,2.193008,6.640949,3.085057,10.032936,3.530037,1.374975,0.279934,1.236253,1.267202,7.818596
cuda,BartForConditionalGeneration,2,5.915680,15.729178,9.768890,22.040476,10.599876,3.583622,1.169600,3.176800,2.781636,19.533578
cuda,BertForMaskedLM,64,2.780002,5.599530,3.519159,8.548211,3.708083,1.477682,0.311087,2.916128,9.498065,2.287703
cuda,BertForQuestionAnswering,128,2.753382,5.506134,3.400286,8.337308,3.666339,1.472959,0.307469,1.836433,8.178141,1.331635
cuda,BigBird,1,10.868392,7.343497,1.639781,11.062554,2.650621,1.274662,0.226555,8.588296,14.073410,0.437687
cuda,BlenderbotSmallForCausalLM,64,1.506053,4.009466,1.957922,7.043701,2.467950,1.012779,0.174441,2.579651,7.642229,2.272157
cuda,BlenderbotSmallForConditionalGeneration,64,4.060301,9.727888,5.769258,14.963373,7.049526,2.515250,0.635388,3.421395,3.010496,14.606153
cuda,CamemBert,1,2.788003,5.102969,3.190374,7.696804,3.446231,1.319513,0.293261,1.015944,6.909893,0.651136
cuda,DebertaForMaskedLM,4,6.991084,15.762755,3.712699,19.753805,4.626318,2.190415,0.340555,20.310920,0.920750,28.271060
cuda,DebertaForQuestionAnswering,8,6.986704,15.742828,3.654781,19.641957,4.606651,2.168953,0.339137,21.434928,1.750945,29.245746
cuda,DistilBertForMaskedLM,64,1.155406,3.296042,1.578255,5.405898,1.769587,0.790978,0.132494,2.559013,6.306019,2.258849
cuda,DistilBertForQuestionAnswering,64,1.191745,3.474544,1.500984,5.475830,1.742981,0.777201,0.126278,2.166967,5.894249,1.874676
