dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,21.840420,19.954635,17.453722,11.685778,1.621669,21.152243,3.150215,1.440373,0.149965,7.303195,11.227984
cuda,AlbertForQuestionAnswering,4,20.193622,18.320408,15.810499,10.060204,1.596797,18.566872,3.102238,1.435285,0.149030,3.781248,10.243031
cuda,AllenaiLongformerBase,4,78.592469,69.014305,66.174345,42.367713,8.685240,56.315344,21.393751,7.606952,0.427413,4.431232,23.316120
cuda,BartForCausalLM,4,23.314930,20.003546,17.024273,10.805607,1.632169,17.043707,2.817774,1.704645,0.197211,1.812891,8.246176
cuda,BartForConditionalGeneration,2,40.234696,32.650830,30.042115,14.242362,4.275410,21.590935,7.718230,3.792351,1.047927,0.414800,12.023823
cuda,BertForMaskedLM,16,23.234193,19.281096,16.648810,10.067526,1.705019,17.623300,3.434246,1.628124,0.271591,6.386522,9.420587
cuda,BertForQuestionAnswering,16,23.361603,19.428310,16.730703,10.121209,1.705364,16.219795,3.430340,1.612435,0.265522,6.096745,7.964537
cuda,BlenderbotForCausalLM,4,29.668025,23.695584,21.342278,9.582701,3.392363,17.320120,5.497695,3.547668,0.384163,9.316280,11.447723
cuda,BlenderbotSmallForCausalLM,64,18.255136,15.733985,12.247758,8.247224,1.305604,15.902299,2.054471,1.176888,0.137952,2.408822,9.076676
cuda,BlenderbotSmallForConditionalGeneration,64,28.075558,23.025022,20.398831,9.901497,2.973268,16.146363,4.882371,2.590295,0.583275,2.275038,9.485365
cuda,CamemBert,16,23.546510,19.562223,16.481144,9.859191,1.715611,15.913226,3.448754,1.615576,0.272101,5.030990,7.934377
cuda,DebertaForMaskedLM,4,27.985074,22.569196,19.526602,13.300483,1.888117,22.005467,3.304418,1.778409,0.262491,3.314393,10.839333
cuda,DebertaForQuestionAnswering,8,26.547739,21.248990,18.617579,12.635526,1.631281,21.697042,3.491683,2.090232,0.261869,3.130582,10.937683
cuda,DebertaV2ForMaskedLM,1,35.915533,25.894956,23.412825,11.942765,2.101801,18.749314,3.982282,2.331205,0.506844,1.227451,9.354933
cuda,DebertaV2ForQuestionAnswering,2,33.563330,23.765569,21.320884,10.091623,2.705639,17.406646,4.631212,2.880611,0.526912,10.458705
