dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,11.161866,9.596888,3.740106,1.858278,7.674703,3.075077,1.073066,0.147481,5.872108,0.918937
cuda,AlbertForQuestionAnswering,4,11.206597,9.654578,3.803223,1.870801,8.018112,3.086674,1.068184,0.143018,6.165100,0.538614
cuda,AllenaiLongformerBase,4,57.882990,49.372148,30.054536,7.681395,36.122893,16.519465,5.483430,0.458030,0.664103,14.080864
cuda,BartForCausalLM,4,16.928450,13.793262,6.968653,2.209399,9.845497,3.489954,1.483011,0.276162,1.448189,5.186481
cuda,BartForConditionalGeneration,2,42.311383,34.657219,17.857020,7.075896,21.386042,9.022223,3.703090,1.000584,1.141254,11.541394
cuda,BertForMaskedLM,16,15.833016,12.666520,5.737195,2.710983,8.110874,3.261251,1.508842,0.279759,5.191354,1.456774
cuda,BertForQuestionAnswering,16,16.386382,12.885303,5.832089,2.718599,8.115737,3.272430,1.522633,0.277141,5.110184,1.032905
cuda,BlenderbotForCausalLM,4,32.464453,25.686032,12.974742,4.897728,16.746873,7.127860,2.894356,0.673182,4.055459,8.868960
cuda,BlenderbotSmallForCausalLM,64,10.696029,8.704838,4.194668,1.589792,6.409588,2.328399,1.011191,0.169990,3.873141,2.036635
cuda,BlenderbotSmallForConditionalGeneration,64,27.766207,22.538028,10.994065,4.117967,14.562879,6.019604,2.884604,0.565356,1.802012,7.861913
cuda,CamemBert,16,15.886517,12.680707,5.729168,2.730614,8.144614,3.290427,1.565891,0.286929,5.253632,0.378350
cuda,DebertaForMaskedLM,4,29.438308,22.801375,13.607222,3.149579,17.080924,4.493222,2.113766,0.368914,0.856759,6.856764
cuda,DebertaForQuestionAnswering,8,28.928622,22.383025,13.249707,2.868505,17.129092,4.657101,2.084367,0.355570,1.785263,6.967623
cuda,DebertaV2ForMaskedLM,1,44.108491,32.010963,17.454884,3.867100,20.693777,6.083023,2.614099,0.629081,1.512515,7.487916
cuda,DebertaV2ForQuestionAnswering,2,43.789241,31.628421,17.070118,4.389269,21.172314,6.789070,3.139099,0.634716,0.504036,8.865815
cuda,DistilBertForMaskedLM,128,9.125056,7.699658,3.870447,1.435081,5.473104,1.699021,0.803917,0.128266,3.093575,1.182619
cuda,DistilBertForQuestionAnswering,256,9.296505,7.874133,3.758499,1.172406,5.722707,1.928972,0.804664,0.123585,3.190600,0.586303
cuda,DistillGPT2,16,11.629653,10.234959,6.602330,1.229285,8.546392,1.711203,1.071046,0.114198,2.140253,3.224231
cuda,ElectraForCausalLM,32,18.087775,14.764123,7.598379,2.555467,13.366658,3.942562,1.595984,0.282168,2.945387,8.433903
cuda,ElectraForQuestionAnswering,64,16.334549,13.056619,5.982286,2.794854,10.720334,3.300865,1.783029,0.284060,7.642887,1.722963
cuda,GPT2ForSequenceClassification,4,17.805359,14.872724,8.382065,2.585368,10.435076,3.330556,1.427642,0.236250,1.485370,5.056589
cuda,GoogleFnet,16,12.454876,10.688704,6.919016,1.455552,10.617213,1.969396,0.775048,0.127715,1.782368,5.225363
cuda,LayoutLMForMaskedLM,16,18.489652,14.938913,7.764449,2.467728,10.862962,4.043158,1.569532,0.288301,1.885103,6.132347
cuda,LayoutLMForSequenceClassification,16,19.915837,16.272601,9.063673,2.409705,13.470762,5.240541,1.815855,0.280870,6.743369,7.124370
cuda,M2M100ForConditionalGeneration,16,41.444566,33.085972,16.116275,5.564018,22.485512,9.481440,3.795080,0.782214,8.620481,12.187380
cuda,MBartForCausalLM,4,19.169501,15.726286,8.608579,2.509405,11.286824,3.373898,1.517215,0.280020,1.342251,5.293623
cuda,MBartForConditionalGeneration,2,42.361337,34.533989,17.197476,7.825076,20.681267,9.173136,3.776491,1.020376,0.503936,11.570769
cuda,MT5ForConditionalGeneration,16,27.514989,22.610060,9.977228,3.774260,15.092682,6.173841,2.095022,0.502849,20.175788,9.074591
cuda,MegatronBertForCausalLM,4,32.419268,25.926971,12.027995,5.445549,15.652866,8.016225,3.016092,0.704074,9.549851,0.419266
cuda,MegatronBertForQuestionAnswering,8,32.813649,26.261692,12.319822,5.558460,16.098049,8.061861,3.036997,0.710195,9.819521,0.817438
cuda,MobileBertForMaskedLM,64,37.605152,30.069382,7.485283,5.893888,20.019279,10.116859,4.344794,2.467070,18.735666,1.729517
cuda,MobileBertForQuestionAnswering,128,35.877475,28.691772,7.397718,5.861840,20.079887,10.103106,4.344562,2.501085,18.855351,0.998198
cuda,OPTForCausalLM,2,17.232503,14.428839,7.494652,2.453603,9.995112,3.733347,1.573845,0.275269,1.676006,5.051745
cuda,PLBartForCausalLM,8,10.895821,9.345007,5.400548,1.172920,7.567367,1.742265,0.815368,0.128281,1.167244,3.395586
cuda,PLBartForConditionalGeneration,4,22.008485,18.029905,8.841575,3.353968,12.723471,4.773767,2.042433,0.417722,1.668131,7.374395
cuda,PegasusForCausalLM,32,17.345035,14.280487,7.761104,2.457356,10.764516,3.498330,1.499732,0.275009,1.596904,5.561251
cuda,PegasusForConditionalGeneration,32,30.736577,27.207581,11.653944,4.462024,17.937108,7.929344,3.196573,0.707408,0.671747,10.964990
cuda,RobertaForCausalLM,16,16.847590,13.623573,6.536653,2.540841,8.848171,3.352976,1.844011,0.282933,0.756725,5.196549
cuda,RobertaForQuestionAnswering,16,16.159964,12.958029,5.938533,2.788136,8.212441,3.328403,1.817444,0.277279,5.168604
cuda,Speech2Text2ForCausalLM,256,10.506823,8.944801,5.695100,1.185954,8.356006,1.535824,0.936749,0.127205,1.104903,3.898192
cuda,T5ForConditionalGeneration,4,20.210944,16.746027,8.216238,2.378475,12.010269,4.804274,1.526766,0.324071,5.785732,6.298155
cuda,T5Small,4,20.166977,16.689841,8.114537,2.356840,11.957134,4.800849,1.528087,0.318503,5.832744,6.321055
cuda,TrOCRForCausalLM,32,17.087932,13.941125,7.120120,2.181216,10.144120,3.557377,1.484364,0.277134,1.085095,5.305516
cuda,XGLMForCausalLM,8,35.463934,29.549394,15.306652,6.188637,19.701283,8.387436,3.207585,0.822471,21.905107,11.075266
cuda,XLNetLMHeadModel,8,48.144317,41.005214,20.079930,8.353931,23.705392,13.554071,3.535592,0.846245,7.596915,12.656895
cuda,YituTechConvBert,16,25.045405,20.453641,9.549453,4.140900,14.466591,5.391978,2.461387,0.476846,8.199623,9.223580
