dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,2,1.2966,59.6098,0.6633
cuda,AlbertForQuestionAnswering,2,1.3030,47.6169,0.6763
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,2,1.1048,69.3039,0.8389
cuda,BartForConditionalGeneration,1,1.2146,131.0181,0.8244
cuda,BertForMaskedLM,64,1.0382,80.6289,0.8321
cuda,BertForQuestionAnswering,64,1.0923,57.4011,0.9354
cuda,BigBird,1,1.0958,56.1339,0.8220
cuda,BlenderbotSmallForCausalLM,64,1.0055,58.0221,0.7277
cuda,BlenderbotSmallForConditionalGeneration,32,1.1621,114.8053,0.7612
cuda,CamemBert,1,2.6346,59.1032,0.8088
cuda,DebertaForMaskedLM,4,1.1154,151.5850,0.4265
cuda,DebertaForQuestionAnswering,4,1.2626,116.4630,0.3569
cuda,DistilBertForMaskedLM,16,1.1776,50.8777,0.8055
cuda,DistilBertForQuestionAnswering,32,1.1847,63.8914,0.8394
cuda,DistillGPT2,1,2.2899,65.9677,0.8182
cuda,ElectraForCausalLM,1,4.5852,65.3051,0.6123
cuda,ElectraForQuestionAnswering,64,1.3597,80.5771,0.9361
cuda,GPT2ForSequenceClassification,4,1.6717,86.9855,1.0318
cuda,GoogleFnet,1,1.8532,39.6472,0.7687
cuda,LayoutLMForMaskedLM,16,1.1692,73.6977,0.8880
cuda,LayoutLMForSequenceClassification,16,1.2564,88.4851,0.9339
cuda,M2M100ForConditionalGeneration,2,2.6081,210.4089,0.7268
cuda,MBartForCausalLM,16,1.0932,78.1954,0.8181
cuda,MBartForConditionalGeneration,8,1.4640,144.1118,0.7949
cuda,MT5ForConditionalGeneration,2,5.0142,176.5319,0.6173
cuda,MegatronBertForCausalLM,2,2.8791,127.2605,0.7066
cuda,MegatronBertForQuestionAnswering,8,1.5637,125.8278,0.7975
cuda,MobileBertForMaskedLM,16,2.8809,139.6162,0.5861
cuda,MobileBertForQuestionAnswering,32,2.8063,123.5152,0.4668
cuda,OPTForCausalLM,4,2.8057,78.0491,0.7630
cuda,PLBartForCausalLM,16,1.1890,60.5701,0.8028
cuda,PLBartForConditionalGeneration,8,1.6989,129.9398,0.7547
cuda,PegasusForCausalLM,8,1.2260,81.3617,0.8020
cuda,PegasusForConditionalGeneration,4,2.3996,139.7853,0.7318
cuda,RobertaForCausalLM,4,2.8260,99.0261,0.7882
cuda,RobertaForQuestionAnswering,64,1.0918,57.1666,0.9354
cuda,Speech2Text2ForCausalLM,64,1.2058,64.4654,0.7768
cuda,T5ForConditionalGeneration,4,1.4234,145.7872,0.8215
cuda,T5Small,1,1.2827,155.2823,0.8564
cuda,TrOCRForCausalLM,8,1.2438,62.5319,0.7873
cuda,XGLMForCausalLM,1,2.6862,154.3692,0.8528
cuda,XLNetLMHeadModel,4,1.4343,312.0249,0.9717
cuda,YituTechConvBert,1,3.1147,173.5309,0.8025
