dev,name,batch_size,speedup
cuda,BERT_pytorch,16,3.2692
cuda,Background_Matting,4,1.2344
cuda,LearningToPaint,96,1.8751
cuda,Super_SloMo,0,0.0000
cuda,alexnet,128,1.0872
cuda,attention_is_all_you_need_pytorch,0,0.0000
cuda,dcgan,32,2.4788
cuda,demucs,0,0.0000
cuda,densenet121,4,5.6348
cuda,detectron2_maskrcnn,0,0.0000
cuda,dlrm,0,0.0000
cuda,drq,1,2.8618
cuda,fambench_xlmr,0,0.0000
cuda,fastNLP_Bert,0,0.0000
cuda,hf_Albert,8,2.0988
cuda,hf_Bart,4,0.9724
cuda,hf_Bert,4,1.9162
cuda,hf_BigBird,0,0.0000
cuda,hf_DistilBert,8,1.1802
cuda,hf_GPT2,0,0.0000
cuda,hf_Longformer,0,0.0000
cuda,hf_Reformer,0,0.0000
cuda,hf_T5,0,0.0000
cuda,maml,0,0.0000
cuda,maml_omniglot,1,2.9658
cuda,mnasnet1_0,32,2.6148
cuda,mobilenet_v2,96,1.6540
cuda,mobilenet_v2_quantized_qat,0,0.0000
cuda,mobilenet_v3_large,32,3.0754
cuda,moco,0,0.0000
cuda,nvidia_deeprecommender,256,0.8374
cuda,opacus_cifar10,0,0.0000
cuda,pyhpc_equation_of_state,0,0.0000
cuda,pyhpc_isoneutral_mixing,0,0.0000
cuda,pyhpc_turbulent_kinetic_energy,0,0.0000
cuda,pytorch_CycleGAN_and_pix2pix,1,2.7598
cuda,pytorch_stargan,16,1.4653
cuda,pytorch_struct,0,0.0000
cuda,pytorch_unet,1,1.5175
cuda,resnet18,16,2.5989
cuda,resnet50,32,1.8773
cuda,resnet50_quantized_qat,0,0.0000
cuda,resnext50_32x4d,8,3.2795
cuda,shufflenet_v2_x1_0,128,1.7037
cuda,soft_actor_critic,256,1.7142
cuda,speech_transformer,0,0.0000
cuda,squeezenet1_1,32,2.2381
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,0,0.0000
cuda,timm_efficientnet,32,2.7291
cuda,timm_nfnet,0,0.0000
cuda,timm_regnet,32,3.3049
cuda,timm_resnest,32,2.0062
cuda,timm_vision_transformer,0,0.0000
cuda,timm_vovnet,32,1.6471
cuda,tts_angular,0,0.0000
cuda,vgg16,64,1.2000
cuda,vision_maskrcnn,0,0.0000
cuda,yolov3,0,0.0000
