dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,AlbertForMaskedLM,4,1.0004,1.3758,1.5338
cuda,AlbertForQuestionAnswering,4,1.0002,0.0,1.5297
cuda,AllenaiLongformerBase,0,0.0,0.0,0.0
cuda,BartForCausalLM,8,1.0005,1.064,0.0
cuda,BartForConditionalGeneration,2,0.9999,1.0008,1.3311
cuda,BertForMaskedLM,64,0.9998,1.0994,1.2066
cuda,BertForQuestionAnswering,64,0.9999,1.1752,1.3322
cuda,BigBird,0,0.0,0.0,0.0
cuda,BlenderbotSmallForCausalLM,64,1.0039,1.0204,1.1035
cuda,BlenderbotSmallForConditionalGeneration,64,1.0076,1.1019,1.2151
cuda,CamemBert,1,1.0489,1.5411,3.1128
cuda,DebertaForMaskedLM,16,0.0,1.1794,0.0
cuda,DebertaForQuestionAnswering,16,0.0,1.3121,0.0
cuda,DebertaV2ForMaskedLM,0,0.0,0.0,0.0
cuda,DebertaV2ForQuestionAnswering,4,1.0165,0.0,0.0
cuda,DistilBertForMaskedLM,32,0.9995,1.1671,0.0
cuda,DistilBertForQuestionAnswering,32,0.9994,1.3328,1.5518
cuda,DistillGPT2,1,1.0372,1.6779,0.0
cuda,ElectraForCausalLM,32,1.0022,1.1633,0.0
cuda,ElectraForQuestionAnswering,64,1.0004,1.4803,1.556
cuda,GPT2ForSequenceClassification,4,1.0006,1.3797,0.0
cuda,GPTNeoForCausalLM,0,0.0,0.0,0.0
cuda,GPTNeoForSequenceClassification,0,0.0,0.0,0.0
cuda,GoogleFnet,0,0.0,0.0,0.0
cuda,LayoutLMForMaskedLM,16,0.9996,1.2349,1.4116
cuda,LayoutLMForSequenceClassification,16,1.0006,1.3314,1.5541
cuda,M2M100ForConditionalGeneration,4,1.1355,0.0,0.0
cuda,MBartForCausalLM,16,0.987,1.0485,0.0
cuda,MBartForConditionalGeneration,8,1.0006,0.9968,0.0
cuda,MT5ForConditionalGeneration,4,1.0219,1.5694,0.0
cuda,MegatronBertForCausalLM,8,1.002,1.2425,0.0
cuda,MegatronBertForQuestionAnswering,8,1.0245,0.0,1.3123
cuda,MobileBertForMaskedLM,16,1.0192,1.6402,0.0
cuda,MobileBertForQuestionAnswering,32,1.019,1.4318,0.0
cuda,OPTForCausalLM,16,0.9858,1.0762,0.0
cuda,PLBartForCausalLM,16,1.0085,1.0576,1.2829
cuda,PLBartForConditionalGeneration,8,1.0075,1.0096,1.2685
cuda,PegasusForCausalLM,16,1.0371,1.0332,0.0
cuda,PegasusForConditionalGeneration,8,1.0469,1.1236,0.0
cuda,RobertaForCausalLM,64,1.0,1.0974,0.0
cuda,RobertaForQuestionAnswering,64,0.9998,1.1579,1.326
cuda,Speech2Text2ForCausalLM,64,1.1293,1.3145,1.7285
cuda,T5ForConditionalGeneration,4,0.981,1.0283,0.0
cuda,T5Small,1,1.0311,1.6702,0.0
cuda,TrOCRForCausalLM,16,0.9999,1.0662,1.2766
cuda,XGLMForCausalLM,4,1.0467,0.0,0.0
cuda,XLNetLMHeadModel,8,0.9688,0.0,0.0
cuda,YituTechConvBert,1,1.0261,1.448,4.2109
