dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,1.2492,307.2052,16.7317,0.8356
cuda,AlbertForQuestionAnswering,4,1.2579,303.8476,16.3414,0.8589
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,4,1.1194,108.7970,19.9648,0.7041
cuda,BartForConditionalGeneration,2,1.0972,133.8287,45.2980,0.7546
cuda,BertForMaskedLM,16,1.1697,114.2290,19.7240,0.7239
cuda,BertForQuestionAnswering,16,1.2788,86.1155,19.9126,0.7242
cuda,BlenderbotForCausalLM,0,0.0000
cuda,BlenderbotSmallForCausalLM,64,0.9540,67.6135,14.0773,0.7140
cuda,BlenderbotSmallForConditionalGeneration,64,1.0346,114.9450,29.9386,0.6950
cuda,CamemBert,16,1.1668,115.7034,18.5875,0.7248
cuda,DebertaForMaskedLM,4,1.0469,57.6637,87.0717,0.3647
cuda,DebertaForQuestionAnswering,8,1.0411,78.2441,88.1620,0.2736
cuda,DebertaV2ForMaskedLM,1,0.9473,91.4365,145.3964,0.5028
cuda,DebertaV2ForQuestionAnswering,2,0.8709,113.6845,145.8915,0.3896
cuda,DistilBertForMaskedLM,128,1.0078,120.7183,10.7641,0.7143
cuda,DistilBertForQuestionAnswering,256,1.1549,124.9486,10.3914,0.6673
cuda,DistillGPT2,16,1.4376,83.6219,14.5979,0.8918
cuda,ElectraForCausalLM,32,1.4032,75.6218,25.0691,0.8407
cuda,ElectraForQuestionAnswering,64,1.4179,88.1189,19.2868,0.7093
cuda,GPT2ForSequenceClassification,4,1.7628,57.4300,17.1405,1.0650
cuda,GoogleFnet,16,1.4384,70.3718,23.9539,0.9598
cuda,LayoutLMForMaskedLM,16,1.1875,114.8670,20.7170,0.7243
cuda,LayoutLMForSequenceClassification,16,1.2935,87.0546,26.9449,0.7156
cuda,M2M100ForConditionalGeneration,16,1.0623,107.3719,54.1721,0.7878
cuda,MBartForCausalLM,4,1.1195,109.2326,21.8825,0.7195
cuda,MBartForConditionalGeneration,2,1.0958,134.1498,43.6700,0.7705
cuda,MT5ForConditionalGeneration,16,1.6202,58.4085,52.8852,0.7591
cuda,MegatronBertForCausalLM,4,1.1837,84.4381,31.9186,0.7582
cuda,MegatronBertForQuestionAnswering,8,1.2297,138.8017,32.6036,0.7571
cuda,MobileBertForMaskedLM,64,1.2568,119.2175,54.1761,0.5177
cuda,MobileBertForQuestionAnswering,128,1.1866,120.1865,54.4219,0.4123
cuda,OPTForCausalLM,2,1.7993,93.8125,19.9462,0.9040
cuda,PLBartForCausalLM,8,1.1581,101.5836,13.2636,0.8384
cuda,PLBartForConditionalGeneration,4,1.1542,104.4117,26.1288,0.9320
cuda,PegasusForCausalLM,32,0.9801,86.0113,21.5282,0.7622
cuda,PegasusForConditionalGeneration,32,1.0254,168.8895,43.0940,0.8572
cuda,RobertaForCausalLM,16,1.2665,112.2997,19.1096,0.7237
cuda,RobertaForQuestionAnswering,16,1.2787,86.4910,18.3840,0.7242
cuda,Speech2Text2ForCausalLM,256,1.0536,60.6959,14.2551,0.6740
cuda,T5ForConditionalGeneration,4,1.4138,74.3406,31.0799,0.8096
cuda,T5Small,4,1.4117,74.2361,31.3218,0.8096
cuda,TrOCRForCausalLM,32,1.0063,165.0314,19.6070,0.6601
cuda,XGLMForCausalLM,8,1.1466,67.0868,61.5929,0.7435
cuda,XLNetLMHeadModel,8,1.6482,226.7566,63.7849,0.9942
cuda,YituTechConvBert,16,1.1693,132.3185,38.6708,0.9894
