dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,27.017724,22.515115,5.251013,2.164667,9.864743,3.354499,1.285468,0.159943,1.503233,6.868043
cuda,AlbertForQuestionAnswering,4,27.054413,22.585513,5.350976,1.889014,10.106311,3.513791,1.252207,0.156039,1.081972,6.732859
cuda,AllenaiLongformerBase,4,82.898792,70.051076,32.814391,6.498292,41.156269,18.821478,5.983152,0.453631,3.354570,15.187052
cuda,BartForCausalLM,4,32.568304,26.659455,7.880496,2.131658,11.152024,4.117787,1.823219,0.345107,2.306697,5.701903
cuda,BartForConditionalGeneration,2,83.833452,68.124859,17.955814,6.484262,23.991469,10.919881,4.660858,1.430078,1.328934,12.812953
cuda,BertForMaskedLM,16,34.125153,27.785100,7.245342,2.263364,10.343097,4.410416,1.867551,0.349374,2.187983,5.479083
cuda,BertForQuestionAnswering,16,34.053141,27.439040,7.324326,2.531604,10.243138,4.144584,1.883970,0.339959,1.743552,5.566230
cuda,BlenderbotForCausalLM,4,61.487139,48.724313,11.610914,4.589122,18.087618,8.831217,3.677670,1.012624,11.291602,3.815561
cuda,BlenderbotSmallForCausalLM,64,21.748344,17.531353,4.680157,1.627585,6.987147,2.493982,1.243156,0.202249,4.010713,2.525435
cuda,BlenderbotSmallForConditionalGeneration,64,55.854822,44.892460,12.003179,3.853772,16.088872,7.083516,3.105455,0.734750,1.782238,8.132489
cuda,CamemBert,16,35.043177,28.595746,7.821886,2.707921,10.600458,4.576602,1.877999,0.356403,1.076154,5.608174
cuda,DebertaForMaskedLM,4,46.634185,35.851682,16.815415,3.372774,20.969626,6.566727,2.660274,0.404643,2.631016,7.765832
cuda,DebertaForQuestionAnswering,8,46.590226,36.070908,17.137547,3.148761,21.342555,6.361928,3.095879,0.395694,2.976954,7.599844
cuda,DebertaV2ForMaskedLM,1,85.457417,58.977387,20.045830,4.294781,24.672756,8.342035,4.044263,0.701568,1.704293,9.346315
cuda,DebertaV2ForQuestionAnswering,2,85.242540,59.381799,20.571691,5.130821,25.546965,9.760830,4.677868,0.725227,0.574076,10.526052
cuda,DistilBertForMaskedLM,128,18.770464,15.777592,5.550588,1.157617,7.728364,2.494106,1.014783,0.147046,4.006300,3.396378
cuda,DistilBertForQuestionAnswering,256,19.050009,16.019429,5.635375,1.164960,7.988700,2.612696,1.052005,0.143067,3.000730,3.579273
cuda,DistillGPT2,16,17.309000,14.291174,5.031669,1.358126,7.081839,2.243414,0.944791,0.131415,2.765357,3.467457
cuda,ElectraForCausalLM,32,36.227711,29.792199,9.161222,2.256979,15.319651,4.547249,1.910555,0.354090,4.086229,8.538044
cuda,ElectraForQuestionAnswering,64,34.424628,27.727312,7.461238,2.535335,12.407495,4.231711,1.882255,0.353142,2.410866,7.599181
cuda,GPT2ForSequenceClassification,4,29.880608,24.346964,6.885416,2.807459,9.766331,4.102059,1.728786,0.300758,2.361837,5.792116
cuda,LayoutLMForMaskedLM,16,36.799240,29.578423,8.532222,2.661478,11.437885,4.283037,1.908050,0.356577,2.592299,5.689862
cuda,LayoutLMForSequenceClassification,16,36.368820,29.300261,8.614562,2.624059,13.161815,5.056928,2.202303,0.352011,6.661219,7.291712
cuda,M2M100ForConditionalGeneration,16,82.339558,65.995030,16.938286,6.381006,24.755378,9.682616,4.643333,1.004321,11.285767,14.507370
cuda,MBartForCausalLM,4,33.575597,27.563585,8.458091,2.310260,12.163891,4.751393,1.924195,0.372277,2.275265,6.131430
cuda,MBartForConditionalGeneration,2,82.894552,66.413544,16.950518,6.780186,24.000008,11.499807,4.839007,1.548793,0.643312,14.130069
cuda,MT5ForConditionalGeneration,16,46.871811,39.131824,12.082881,3.979375,17.613626,7.768875,3.399675,0.575766,23.535306,10.090066
cuda,MegatronBertForCausalLM,4,66.166103,52.976274,13.278342,4.901793,19.394946,9.483123,3.767220,1.042784,2.016993,11.251750
cuda,MegatronBertForQuestionAnswering,8,66.678554,53.950829,13.417619,5.519996,19.146883,9.584022,3.717233,1.057550,1.736201,11.485567
cuda,MobileBertForMaskedLM,64,109.225970,88.718099,12.815499,6.864473,29.540283,15.323906,6.307678,4.134643,4.444190,23.974540
cuda,MobileBertForQuestionAnswering,128,109.231321,88.727716,12.864671,6.887758,29.726254,15.332950,6.256670,4.214502,2.828943,24.131273
cuda,OPTForCausalLM,2,32.592465,26.824059,8.211896,2.229198,11.372578,4.895897,1.950140,0.335676,3.063914,5.711466
cuda,PLBartForCausalLM,8,19.061507,15.937211,5.691434,1.145233,8.096964,2.351645,0.966032,0.142670,1.512670,3.609128
cuda,PLBartForConditionalGeneration,4,44.572552,36.138262,9.700006,3.175007,13.714061,5.597051,2.448484,0.507907,2.718478,7.342691
cuda,PegasusForCausalLM,32,32.810695,26.800347,8.174004,2.198870,12.036992,4.124886,1.897197,0.370930,2.430146,6.374675
cuda,PegasusForConditionalGeneration,32,71.830732,60.439415,13.073357,4.936222,21.778841,9.118435,4.161805,0.977774,0.645062,14.087423
cuda,RobertaForCausalLM,16,34.224371,27.524755,7.241844,2.543344,9.859870,4.217816,1.892390,0.354835,1.433834,5.280158
cuda,RobertaForQuestionAnswering,16,34.179421,27.488827,7.278334,2.499948,9.778082,4.126622,1.860692,0.342737,0.732403,5.117280
cuda,Speech2Text2ForCausalLM,256,19.049748,15.741816,6.332041,0.993729,8.878695,2.099037,1.110478,0.150573,1.344844,3.598251
cuda,T5ForConditionalGeneration,4,33.300495,27.934537,9.335159,2.895167,13.183160,5.269352,2.352929,0.364939,7.838208,6.881180
cuda,T5Small,4,33.231567,27.868597,9.332293,2.920774,13.183819,5.281966,2.358295,0.359566,7.914819,6.911037
cuda,TrOCRForCausalLM,32,32.489472,26.563298,7.815269,2.096581,11.051010,4.121393,1.838584,0.347950,1.318039,5.641866
cuda,XGLMForCausalLM,8,66.211561,54.216050,14.746836,6.467864,21.098034,9.231482,3.879156,1.064135,31.875509,13.065504
cuda,XLNetLMHeadModel,8,74.550085,62.972502,20.184657,7.152872,25.092233,14.062153,4.228048,1.052908,10.487717,13.720680
