dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,AlbertForMaskedLM,2,1.673233
cuda,AlbertForQuestionAnswering,2,1.669240
cuda,AllenaiLongformerBase,1,1.704474
cuda,BartForCausalLM,2,1.654029
cuda,BartForConditionalGeneration,1,4.085135
cuda,BertForMaskedLM,64,1.972228
cuda,BertForQuestionAnswering,64,1.896566
cuda,BigBird,1,28.749160
cuda,BlenderbotSmallForCausalLM,64,1.332092
cuda,BlenderbotSmallForConditionalGeneration,32,2.739058
cuda,CamemBert,1,1.825765
cuda,DistilBertForMaskedLM,16,0.939336
cuda,DistilBertForQuestionAnswering,32,0.979762
cuda,DistillGPT2,1,1.084698
cuda,ElectraForCausalLM,1,1.866976
cuda,ElectraForQuestionAnswering,64,1.983920
cuda,GPT2ForSequenceClassification,4,2.172250
cuda,GoogleFnet,1,1.257340
cuda,LayoutLMForMaskedLM,16,2.170481
cuda,LayoutLMForSequenceClassification,16,2.080807
cuda,M2M100ForConditionalGeneration,2,3.977008
cuda,MBartForCausalLM,16,1.642195
cuda,MBartForConditionalGeneration,8,4.113039
cuda,MegatronBertForCausalLM,2,3.743121
cuda,MegatronBertForQuestionAnswering,8,3.917916
cuda,MobileBertForMaskedLM,16,8.689923
cuda,MobileBertForQuestionAnswering,32,8.679379
cuda,OPTForCausalLM,4,1.739492
cuda,PLBartForCausalLM,16,1.003240
cuda,PLBartForConditionalGeneration,8,2.128600
cuda,PegasusForCausalLM,8,1.735883
cuda,PegasusForConditionalGeneration,4,3.787596
cuda,RobertaForCausalLM,4,1.881036
cuda,RobertaForQuestionAnswering,64,1.883071
cuda,Speech2Text2ForCausalLM,64,1.038508
cuda,TrOCRForCausalLM,8,1.581310
cuda,XGLMForCausalLM,1,3.221565
cuda,XLNetLMHeadModel,4,4.127048
cuda,YituTechConvBert,1,2.652786
