dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,21.031842,15.712265,8.010855,1.956846,14.881235,3.641657,1.326673,0.159534,1.311911,1.476506,10.232364
cuda,AlbertForQuestionAnswering,4,21.083967,15.692348,7.852697,1.917470,14.749312,3.590990,1.301392,0.156351,0.926849,1.073097,9.834430
cuda,BartForCausalLM,4,25.196593,18.244930,9.881584,2.161456,16.130229,3.950545,2.095478,0.347397,2.146488,2.419464,10.866951
cuda,BartForConditionalGeneration,2,55.687840,43.548501,21.285747,6.074624,28.867861,11.703748,4.745628,1.426129,1.293381,1.346624,15.263527
cuda,BertForMaskedLM,16,26.806063,19.666838,10.636282,2.278884,16.333579,4.477928,1.921305,0.351132,1.798553,2.234152,9.897863
cuda,BertForQuestionAnswering,16,26.313216,19.325841,10.274853,2.258083,15.695490,4.451771,1.926977,0.344064,1.392925,1.734215,9.194891
cuda,BlenderbotSmallForCausalLM,64,17.802736,11.967872,5.523726,1.438749,10.191388,2.577837,1.296585,0.205048,3.048687,9.234789,2.787644
cuda,BlenderbotSmallForConditionalGeneration,64,40.138486,30.355450,15.433122,3.986367,21.987509,7.746144,3.241359,0.751401,1.841111,1.851934,12.589642
cuda,CamemBert,16,26.048064,19.015016,9.883637,2.297035,15.206214,4.481932,1.913714,0.357928,0.702066,1.103172,8.445792
cuda,DebertaForMaskedLM,4,46.060086,35.200316,24.649988,3.131588,33.719458,5.867349,2.785886,0.409532,18.786917,2.610903,31.281858
cuda,DebertaForQuestionAnswering,8,46.380817,35.366288,25.156525,3.011589,34.224674,5.772935,2.738241,0.403351,16.388055,3.005553,28.740271
cuda,DebertaV2ForMaskedLM,1,59.351681,42.111874,24.101097,4.625841,32.203486,7.318092,3.797379,0.707722,35.136680,1.959935,48.335359
cuda,DebertaV2ForQuestionAnswering,2,58.899387,41.715053,23.681292,5.116060,31.875590,8.588367,4.376903,0.732125,35.649004,0.545155,49.421889
cuda,DistilBertForMaskedLM,128,17.953817,12.695964,7.895714,1.180341,12.920879,2.357559,1.044333,0.146507,1.452626,4.020871,7.722334
cuda,DistilBertForQuestionAnswering,256,17.769899,12.727947,7.971063,1.314244,12.657555,2.214005,1.043430,0.140722,0.794874,3.011152,6.858990
cuda,DistillGPT2,16,16.742437,11.804045,7.580211,1.232639,12.178934,2.255447,0.964368,0.132752,0.833766,1.888597,6.722102
cuda,ElectraForCausalLM,32,31.822792,24.825110,15.731518,2.265853,27.012374,4.646179,1.989421,0.353995,3.602832,4.051802,17.277135
cuda,ElectraForQuestionAnswering,64,26.328227,19.365269,10.243020,2.270497,18.595325,4.525440,1.927912,0.374192,2.130118,2.440736,12.876063
cuda,GPT2ForSequenceClassification,4,23.841998,17.295409,9.588778,2.644567,13.490891,3.935344,1.756341,0.312412,0.365799,1.123904,7.020062
cuda,LayoutLMForMaskedLM,16,27.343000,20.192305,10.975014,2.315744,16.485977,4.530124,1.940811,0.355435,1.803664,2.651058,9.757041
cuda,LayoutLMForSequenceClassification,16,27.807098,20.600251,11.460424,2.364401,18.568227,5.338104,2.225771,0.353437,6.418957,7.226466,16.014786
cuda,M2M100ForConditionalGeneration,16,55.650102,43.604594,22.252903,6.166877,34.472017,10.331607,4.796003,1.007884,4.458500,11.576016,23.143766
cuda,MBartForCausalLM,4,25.852171,18.749009,10.166874,2.320873,17.477460,4.404105,1.966865,0.378080,2.205271,2.334642,11.957527
