dev,name,batch_size,speedup
cuda,AlbertForMaskedLM,4,1.0006
cuda,AlbertForQuestionAnswering,4,1.0002
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,8,1.0000
cuda,BartForConditionalGeneration,2,1.0004
cuda,BertForMaskedLM,64,0.9994
cuda,BertForQuestionAnswering,64,1.0002
cuda,BigBird,0,0.0000
cuda,BlenderbotSmallForCausalLM,64,1.0026
cuda,BlenderbotSmallForConditionalGeneration,64,1.0088
cuda,CamemBert,1,1.0431
cuda,DebertaForMaskedLM,0,0.0000
cuda,DebertaForQuestionAnswering,0,0.0000
cuda,DebertaV2ForMaskedLM,0,0.0000
cuda,DebertaV2ForQuestionAnswering,4,1.0152
cuda,DistilBertForMaskedLM,32,0.9994
cuda,DistilBertForQuestionAnswering,32,1.0005
cuda,DistillGPT2,1,1.0334
cuda,ElectraForCausalLM,32,1.0014
cuda,ElectraForQuestionAnswering,64,1.0000
cuda,GPT2ForSequenceClassification,4,1.0006
cuda,GPTNeoForCausalLM,0,0.0000
cuda,GPTNeoForSequenceClassification,0,0.0000
cuda,GoogleFnet,0,0.0000
cuda,LayoutLMForMaskedLM,16,0.9999
cuda,LayoutLMForSequenceClassification,16,1.0002
cuda,M2M100ForConditionalGeneration,4,1.1672
cuda,MBartForCausalLM,16,0.9983
cuda,MBartForConditionalGeneration,8,1.0001
cuda,MT5ForConditionalGeneration,4,1.0204
cuda,MegatronBertForCausalLM,8,1.0000
cuda,MegatronBertForQuestionAnswering,8,0.9999
cuda,MobileBertForMaskedLM,16,1.0155
cuda,MobileBertForQuestionAnswering,32,1.0165
cuda,OPTForCausalLM,16,1.0002
cuda,PLBartForCausalLM,16,1.0004
cuda,PLBartForConditionalGeneration,8,1.0055
cuda,PegasusForCausalLM,16,1.0394
cuda,PegasusForConditionalGeneration,8,1.0477
cuda,RobertaForCausalLM,64,1.0000
cuda,RobertaForQuestionAnswering,64,0.9981
cuda,Speech2Text2ForCausalLM,64,1.1293
cuda,T5ForConditionalGeneration,4,1.0023
cuda,T5Small,1,1.0253
cuda,TrOCRForCausalLM,16,1.0001
cuda,XGLMForCausalLM,4,1.0498
cuda,XLNetLMHeadModel,8,1.0058
cuda,YituTechConvBert,1,1.0223
