dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,32.271660,29.887264,26.312192,18.787049,7.847207,29.965100,3.392438,1.614694,0.164549,3.311221,7.291950,22.503945
cuda,AlbertForQuestionAnswering,4,30.244767,27.832744,24.029636,16.495760,7.632520,25.956219,3.332695,1.579578,0.160445,1.096548,3.655895,18.356007
cuda,BartForCausalLM,4,35.595069,30.946243,26.905848,18.386274,7.713280,24.438849,4.194141,2.472922,0.250252,4.428560,2.756207,18.444910
cuda,BartForConditionalGeneration,2,68.592657,56.261817,52.306863,28.816535,21.267198,31.305485,11.756612,5.870980,1.458163,0.992310,0.452971,25.356551
cuda,BertForMaskedLM,16,37.140263,31.740011,27.671723,18.150864,8.033799,26.466254,5.291864,2.418076,0.373707,0.573299,6.736976,17.162228
cuda,BertForQuestionAnswering,16,36.078914,30.755612,26.857006,17.402479,7.891823,23.193430,5.193588,2.385655,0.344667,0.228481,6.381091,14.150171
cuda,BlenderbotSmallForCausalLM,64,26.842989,23.558909,19.604574,13.549457,5.487862,20.710926,2.856558,1.727901,0.172091,4.261752,2.962200,17.082535
cuda,BlenderbotSmallForConditionalGeneration,64,48.732281,40.979766,36.856963,21.043930,13.753294,24.830265,8.260699,4.028304,0.787893,1.744079,2.290639,19.687115
cuda,CamemBert,16,38.015750,32.542148,27.769317,18.140346,8.015264,23.658865,5.344819,2.406937,0.348569,0.601367,5.465881,14.379277
cuda,DebertaForMaskedLM,4,43.156289,36.456598,32.384490,24.157523,6.944765,32.982023,4.551604,2.544738,0.320379,17.375846,3.225284,33.483175
cuda,DebertaForQuestionAnswering,8,44.511546,37.924309,33.519541,25.324466,6.842332,36.189498,4.485724,2.534469,0.320180,18.060994,3.774348,36.109779
cuda,DebertaV2ForMaskedLM,1,64.540179,49.788705,45.974265,29.703389,14.530888,35.184630,6.627674,4.182671,0.631007,39.090264,1.388605,59.774629
cuda,DebertaV2ForQuestionAnswering,2,59.209912,44.556934,40.774641,24.514707,14.694038,29.893933,7.637264,4.748139,0.644628,38.449812,59.196568
cuda,DistilBertForMaskedLM,128,22.765579,20.627327,16.905680,11.956000,4.643624,16.682428,2.315668,1.289856,0.149036,3.682097,9.083707,13.177349
cuda,DistilBertForQuestionAnswering,256,22.695919,20.586353,16.883762,11.942660,4.419251,16.944710,2.513652,1.277850,0.144004,3.870682,10.649569,13.414841
cuda,DistillGPT2,16,20.953423,18.904516,15.048305,10.873257,4.122977,15.159583,2.133123,1.149511,0.130910,1.050626,2.355664,9.568911
cuda,ElectraForCausalLM,32,43.317856,37.846403,33.970151,24.508310,8.235911,38.865124,5.424374,2.472094,0.355369,2.438932,14.430820,25.273388
cuda,ElectraForQuestionAnswering,64,36.687158,31.318271,27.440836,17.848572,8.143781,27.616598,5.383537,2.411651,0.355974,0.232283,6.807638,18.389095
cuda,GPT2ForSequenceClassification,4,29.683170,25.516000,21.723053,13.508462,7.199043,16.736220,4.633072,2.157967,0.309175,0.524985,2.273254,11.169365
cuda,LayoutLMForMaskedLM,16,39.450479,34.069585,30.213943,20.613332,8.101723,28.080809,4.919067,2.777251,0.350711,3.209997,6.743064,19.234862
cuda,LayoutLMForSequenceClassification,16,38.509106,33.195406,29.324748,19.891016,8.113851,28.617969,4.856215,2.752758,0.354259,5.344183,8.715196,22.636563
cuda,M2M100ForConditionalGeneration,16,87.552865,68.310313,64.153113,38.229578,21.633169,46.138132,12.779907,7.294298,0.854684,18.368323,24.041077,48.658874
cuda,MBartForCausalLM,4,34.873585,30.259030,26.435071,17.761123,7.749257,24.039712,4.249242,2.485433,0.256337,4.591862,2.784199,18.871389
cuda,MBartForConditionalGeneration,2,70.307782,57.734038,53.774853,30.215610,21.759153,34.067153,12.365200,6.152399,1.617152,1.003072,0.385808,27.226546
