dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,2,1.716321,16.498716,3.321437,8.577683,5.505745,2.408817,0.185339,62.092056,57.574324
cuda,AlbertForQuestionAnswering,2,1.713153,17.360472,3.383666,8.280256,5.445874,2.427373,0.184666,20.014788,14.398549
cuda,AllenaiLongformerBase,1,9.664573,76.109454,11.612476,25.133876,16.151857,8.011654,0.329571,100.096395,60.938076
cuda,BartForCausalLM,2,2.281828,13.954862,3.235747,7.876014,4.807024,2.614719,0.243037,44.132658,41.371661
cuda,BartForConditionalGeneration,1,10.359668,25.105772,5.624665,31.592039,10.742706,4.606057,0.586140,12.335397
cuda,BertForMaskedLM,64,4.985324,17.725705,3.371560,8.402600,5.226160,2.706816,0.252692,46.936859,41.071050
cuda,BertForQuestionAnswering,64,4.995803,13.695159,3.131204,8.244870,5.365934,2.436286,0.247428,17.872303,15.638227
cuda,BlenderbotSmallForCausalLM,64,1.242065,13.477091,2.219612,5.428250,3.321616,1.742285,0.174103,32.337390,26.565185
cuda,BlenderbotSmallForConditionalGeneration,32,5.388558,20.038284,5.257777,13.212518,8.456703,4.070957,0.422028,55.860206,54.433442
cuda,CamemBert,1,4.930850,11.776232,2.682375,6.739802,4.251114,2.042173,0.237963,40.644068,38.373297
cuda,DebertaForMaskedLM,4,3.382505,42.097497,5.110951,13.784404,8.342560,4.801105,0.385823,70.058277,47.032118
cuda,DebertaForQuestionAnswering,4,3.389127,40.642779,5.020781,13.697652,8.301622,4.786033,0.382837,45.562473,23.811852
cuda,DistilBertForMaskedLM,16,0.821853,10.598683,1.874389,4.596734,2.884833,1.393859,0.133389,18.828725,14.746399
cuda,DistilBertForQuestionAnswering,32,0.853546,17.699613,1.756267,4.388476,2.743626,1.319455,0.126409,33.339438,21.829370
cuda,DistillGPT2,1,1.444007,12.540354,1.088983,3.411795,2.069386,1.077024,0.108702,27.949676,19.948926
cuda,ElectraForCausalLM,1,5.036020,11.445980,2.727710,7.105068,4.302602,2.348902,0.242639,46.614913,45.085801
cuda,ElectraForQuestionAnswering,64,5.001065,30.881890,3.345378,8.361090,5.172555,2.711145,0.257773,78.321102,59.231544
cuda,GPT2ForSequenceClassification,4,4.370600,16.690834,2.729328,7.488803,4.724155,2.351254,0.219032,32.773631,26.542331
cuda,GoogleFnet,1,0.820578,15.358894,1.384404,4.680741,2.884802,1.479940,0.162679,28.374902,19.147814
cuda,LayoutLMForMaskedLM,16,5.198624,14.222585,3.274527,8.522671,5.533652,2.529210,0.255486,20.163409,18.004150
cuda,LayoutLMForSequenceClassification,16,5.115783,7.130358,3.283779,8.530105,5.513600,2.563211,0.251305,10.710557,15.480653
cuda,M2M100ForConditionalGeneration,2,5.901831,20.447977,7.425397,18.134826,11.101716,6.055288,0.657977,43.514566,49.117375
cuda,MBartForCausalLM,16,2.304159,10.287100,3.343761,8.165315,5.203564,2.518717,0.249239,23.912974,25.217427
cuda,MT5ForConditionalGeneration,2,13.349102,30.292491,5.661345,12.106739,7.758512,3.615412,0.385556,74.665374,62.284007
cuda,MegatronBertForCausalLM,2,16.680884,24.230904,6.751958,15.346744,9.882589,4.705534,0.491902,26.896358,24.945166
cuda,MegatronBertForQuestionAnswering,8,16.715020,23.626781,5.898119,14.204786,9.179719,4.303579,0.469698,37.939475,34.583363
cuda,MobileBertForMaskedLM,16,65.899226,22.551862,8.160674,23.815272,14.486756,7.867758,1.017222,67.678786,77.794920
cuda,MobileBertForQuestionAnswering,32,67.043422,17.490469,8.258671,24.811412,15.338314,7.982013,1.038488,47.154263,63.031009
cuda,OPTForCausalLM,4,2.372288,15.054595,3.424121,8.265177,5.323997,2.504440,0.249236,25.642191,22.352239
cuda,PLBartForCausalLM,16,0.896624,9.980519,1.821309,4.405328,2.762165,1.360341,0.129095,17.300894,13.590221
cuda,PegasusForCausalLM,8,2.044240,11.090652,3.076800,7.575658,4.743349,2.406426,0.240227,16.896412,16.541237
cuda,PegasusForConditionalGeneration,4,5.983842,21.360950,7.728333,18.738258,11.693997,6.105262,0.637107,37.430253,42.749976
cuda,RobertaForCausalLM,4,4.990598,19.307498,3.817649,8.295735,5.315562,2.525389,0.255180,23.948397,16.841126
cuda,RobertaForQuestionAnswering,64,5.043226,8.872573,3.303175,8.000361,5.127915,2.430354,0.249054,7.572760,10.088126
cuda,Speech2Text2ForCausalLM,64,0.857616,13.406504,1.504002,4.295789,2.554841,1.441123,0.129253,38.071371,30.505764
cuda,T5ForConditionalGeneration,4,7.558695,26.092378,3.427306,8.852907,5.291032,3.002295,0.269050,68.527107,54.809492
cuda,T5Small,1,7.498363,19.183033,2.575447,6.952445,4.375746,2.023598,0.264056,62.913979,53.352910
cuda,TrOCRForCausalLM,8,2.198912,8.718086,3.164040,7.749218,4.796780,2.541660,0.234129,14.343032,16.620363
cuda,XLNetLMHeadModel,4,14.161838,15.655351,9.169587,24.116416,12.441026,10.072707,0.600493,17.906723
cuda,YituTechConvBert,1,8.163731,32.125643,3.765149,10.186076,6.422506,3.159933,0.345916,60.473683,42.425833
