dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,AlbertForMaskedLM,2,2.192312
cuda,AlbertForQuestionAnswering,2,2.227166
cuda,AllenaiLongformerBase,1,10.504427
cuda,BartForCausalLM,2,2.609092
cuda,BartForConditionalGeneration,1,11.360356
cuda,BertForMaskedLM,64,5.352841
cuda,BertForQuestionAnswering,64,5.419624
cuda,BigBird,1,9.844689
cuda,BlenderbotSmallForCausalLM,64,1.761361
cuda,BlenderbotSmallForConditionalGeneration,32,5.948129
cuda,CamemBert,1,5.454217
cuda,DebertaForMaskedLM,4,4.054675
cuda,DebertaForQuestionAnswering,4,3.950514
cuda,DistilBertForMaskedLM,16,1.281939
cuda,DistilBertForQuestionAnswering,32,1.309138
cuda,DistillGPT2,1,1.926979
cuda,ElectraForCausalLM,1,5.548516
cuda,ElectraForQuestionAnswering,64,5.549521
cuda,GPT2ForSequenceClassification,4,4.886256
cuda,GoogleFnet,1,1.258587
cuda,LayoutLMForMaskedLM,16,5.689852
cuda,LayoutLMForSequenceClassification,16,5.601535
cuda,M2M100ForConditionalGeneration,2,7.119786
cuda,MBartForCausalLM,16,2.611856
cuda,MBartForConditionalGeneration,8,11.355305
cuda,MT5ForConditionalGeneration,2,14.030105
cuda,MegatronBertForCausalLM,2,17.391866
cuda,MegatronBertForQuestionAnswering,8,17.462488
cuda,MobileBertForMaskedLM,16,69.003520
cuda,MobileBertForQuestionAnswering,32,69.550705
cuda,OPTForCausalLM,4,2.727494
cuda,PLBartForCausalLM,16,1.356765
cuda,PLBartForConditionalGeneration,8,4.236740
cuda,PegasusForCausalLM,8,2.609433
cuda,PegasusForConditionalGeneration,4,7.093473
cuda,RobertaForCausalLM,4,5.368981
cuda,RobertaForQuestionAnswering,64,5.432901
cuda,Speech2Text2ForCausalLM,64,1.304268
cuda,T5ForConditionalGeneration,4,8.060306
cuda,T5Small,1,8.065807
cuda,TrOCRForCausalLM,8,2.520753
cuda,XGLMForCausalLM,1,6.962311
cuda,XLNetLMHeadModel,4,15.202750
cuda,YituTechConvBert,1,8.826292
