dev,name,batch_size,graphs,graph_calls,captured_ops,total_ops,pct_ops,pct_time,start_latency
cuda,AlbertForMaskedLM,4,1,1,473,473,1.0000,0.9974,1.9619
cuda,AlbertForQuestionAnswering,4,1,1,463,463,1.0000,0.9977,1.9700
cuda,AllenaiLongformerBase,1,4,4,3268,3272,0.9988,0.9949,9.7002
cuda,BartForCausalLM,8,1,1,510,510,1.0000,0.9987,2.5392
cuda,BartForConditionalGeneration,2,1,1,1310,1310,1.0000,0.9992,9.8113
cuda,BertForMaskedLM,64,1,1,409,409,1.0000,0.9971,4.8431
cuda,BertForQuestionAnswering,64,1,1,411,411,1.0000,0.9975,4.8465
cuda,BigBird,1,64,75,5428,5501,0.9867,0.9706,7.5902
cuda,BlenderbotSmallForCausalLM,64,1,1,346,346,1.0000,0.9976,1.5033
cuda,BlenderbotSmallForConditionalGeneration,64,1,1,878,878,1.0000,0.9987,5.2430
cuda,CamemBert,1,1,1,416,416,1.0000,0.9971,4.8123
cuda,DebertaForMaskedLM,16,111,51,784,828,0.9469,0.7810,3.4909
cuda,DebertaForQuestionAnswering,16,111,51,789,834,0.9460,0.7730,3.4183
cuda,DebertaV2ForMaskedLM,4,163,99,955,1044,0.9148,0.7886,6.1493
cuda,DebertaV2ForQuestionAnswering,4,163,99,944,1014,0.9310,0.7859,6.1793
cuda,DistilBertForMaskedLM,32,1,1,241,241,1.0000,0.9952,1.1105
cuda,DistilBertForQuestionAnswering,32,1,1,244,244,1.0000,0.9959,1.0902
cuda,DistillGPT2,1,1,1,394,394,1.0000,0.9961,1.6131
cuda,ElectraForCausalLM,32,1,1,414,414,1.0000,0.9971,4.9291
cuda,ElectraForQuestionAnswering,64,1,1,404,404,1.0000,0.9974,4.8971
cuda,GPT2ForSequenceClassification,4,2,2,740,740,1.0000,0.9984,4.2319
cuda,GPTNeoForCausalLM,4,1,1,1274,1274,1.0000,0.9996,7.1067
cuda,GPTNeoForSequenceClassification,4,2,2,1270,1271,0.9992,0.9995,7.1644
cuda,GoogleFnet,1,27,27,242,277,0.8736,0.8204,0.9855
cuda,LayoutLMForMaskedLM,16,1,1,451,451,1.0000,0.9974,5.0459
cuda,LayoutLMForSequenceClassification,16,2,2,449,450,0.9978,0.9967,4.9700
cuda,M2M100ForConditionalGeneration,4,7,7,1333,1336,0.9978,0.9978,5.8136
cuda,MBartForCausalLM,16,1,1,510,510,1.0000,0.9982,2.4740
cuda,MBartForConditionalGeneration,8,1,1,1328,1328,1.0000,0.9992,9.9221
cuda,MT5ForConditionalGeneration,4,1,1,1253,1253,1.0000,0.9990,12.7427
cuda,MegatronBertForCausalLM,8,1,1,789,789,1.0000,0.9984,15.5889
cuda,MegatronBertForQuestionAnswering,8,1,1,777,777,1.0000,0.9986,15.6209
cuda,MobileBertForMaskedLM,16,1,1,1659,1659,1.0000,0.9993,62.8676
cuda,MobileBertForQuestionAnswering,32,1,1,1657,1657,1.0000,0.9992,63.1967
cuda,OPTForCausalLM,16,1,1,602,602,1.0000,0.9985,2.5044
cuda,PLBartForCausalLM,16,1,1,268,268,1.0000,0.9978,1.2153
cuda,PLBartForConditionalGeneration,8,1,1,693,693,1.0000,0.9984,3.5728
cuda,PegasusForCausalLM,16,4,4,513,514,0.9981,0.9966,2.3346
cuda,PegasusForConditionalGeneration,8,7,7,1315,1320,0.9962,0.9982,5.9986
cuda,RobertaForCausalLM,64,1,1,422,422,1.0000,0.9975,4.8672
cuda,RobertaForQuestionAnswering,64,1,1,413,413,1.0000,0.9975,4.8859
cuda,Speech2Text2ForCausalLM,64,4,4,283,284,0.9965,0.9979,1.1917
cuda,T5ForConditionalGeneration,4,1,1,865,865,1.0000,0.9982,7.2880
cuda,T5Small,1,1,1,859,859,1.0000,0.9981,7.2332
cuda,TrOCRForCausalLM,16,1,1,507,507,1.0000,0.9982,2.3985
cuda,XGLMForCausalLM,4,4,4,1027,1027,1.0000,0.9977,5.9409
cuda,XLNetLMHeadModel,8,1,1,972,972,1.0000,0.9994,13.8364
cuda,YituTechConvBert,1,1,1,681,681,1.0000,0.9985,7.7710
