dev,name,batch_size,time,memory,graphs
cuda,AlbertForMaskedLM,2,3.3246,8.9534,1
cuda,AlbertForQuestionAnswering,2,3.3294,8.8108,1
cuda,AllenaiLongformerBase,1,10.7404,3.0275,4
cuda,BartForCausalLM,4,3.6736,10.8949,1
cuda,BartForConditionalGeneration,2,11.7165,12.0942,1
cuda,BertForMaskedLM,64,6.3097,10.9164,1
cuda,BertForQuestionAnswering,64,6.3017,6.9911,1
cuda,BigBird,1,9.6906,3.2958,64
cuda,BlenderbotSmallForCausalLM,64,2.5836,9.6174,1
cuda,BlenderbotSmallForConditionalGeneration,64,6.8419,13.8862,1
cuda,CamemBert,1,6.0857,1.4123,1
cuda,DebertaForMaskedLM,4,5.3894,5.1128,204
cuda,DebertaForQuestionAnswering,4,5.3902,3.4768,204
cuda,DebertaV2ForMaskedLM,1,9.0551,10.8224,304
cuda,DebertaV2ForQuestionAnswering,1,9.0047,10.5301,304
cuda,DistilBertForMaskedLM,16,2.0239,2.0895,1
cuda,DistilBertForQuestionAnswering,32,2.0454,1.9438,1
cuda,DistillGPT2,1,2.6313,1.2005,1
cuda,ElectraForCausalLM,1,6.2016,0.5249,1
cuda,ElectraForQuestionAnswering,64,6.4547,14.2179,1
cuda,GPT2ForSequenceClassification,4,5.6528,11.3050,2
cuda,GPTNeoForCausalLM,1,8.4070,15.9637,1
cuda,GPTNeoForSequenceClassification,1,8.4810,15.9380,2
cuda,GoogleFnet,1,2.0904,1.0682,27
cuda,LayoutLMForMaskedLM,16,6.6408,15.0082,1
cuda,LayoutLMForSequenceClassification,16,6.4588,11.1103,2
cuda,M2M100ForConditionalGeneration,2,7.5153,5.9988,7
cuda,MBartForCausalLM,16,3.4748,4.5535,1
cuda,MBartForConditionalGeneration,8,11.5554,5.0859,1
cuda,MT5ForConditionalGeneration,2,14.6227,3.8714,1
cuda,MegatronBertForCausalLM,2,17.8012,4.0354,1
cuda,MegatronBertForQuestionAnswering,8,18.0104,3.9927,1
cuda,MobileBertForMaskedLM,16,68.6094,2.4888,1
cuda,MobileBertForQuestionAnswering,32,68.1553,2.6717,1
cuda,OPTForCausalLM,4,3.4504,1.6613,1
cuda,PLBartForCausalLM,16,2.1117,2.8356,1
cuda,PLBartForConditionalGeneration,8,4.7429,2.3987,1
cuda,PegasusForCausalLM,8,3.1715,3.0446,4
cuda,PegasusForConditionalGeneration,4,7.2870,4.9660,7
cuda,RobertaForCausalLM,4,6.1549,1.3934,1
cuda,RobertaForQuestionAnswering,64,6.3448,6.9911,1
cuda,Speech2Text2ForCausalLM,64,2.0331,2.4032,4
cuda,T5ForConditionalGeneration,4,8.9662,10.3887,1
cuda,T5Small,1,8.8183,2.7431,1
cuda,TrOCRForCausalLM,8,3.3179,2.8454,1
cuda,XGLMForCausalLM,2,7.3657,7.0945,4
cuda,XLNetLMHeadModel,4,14.7126,10.3729,1
cuda,YituTechConvBert,1,9.6850,1.3873,1
