dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,18.332903,16.357516,14.048494,8.417122,1.597665,16.198545,2.980913,1.195410,0.154991,1.801702,9.485676
cuda,AlbertForQuestionAnswering,4,18.545525,16.594705,14.311431,8.705516,1.802574,14.995641,2.982998,1.192035,0.153400,1.423268,8.199999
cuda,AllenaiLongformerBase,4,72.604177,62.851552,60.205661,38.339373,7.317614,53.278795,21.232979,7.134971,0.454873,3.455841,22.657009
cuda,BartForCausalLM,4,23.814138,19.623564,17.284734,10.852544,1.817196,16.647317,3.505074,1.699952,0.227729,1.764738,7.745277
cuda,BartForConditionalGeneration,2,47.818737,36.559149,34.108063,16.974422,5.893373,22.320029,8.634937,3.955454,1.134938,0.467797,11.551142
cuda,BertForMaskedLM,16,25.676926,21.080645,18.139762,10.886379,1.974392,17.812239,3.927129,1.647692,0.308881,5.775374,9.035506
cuda,BertForQuestionAnswering,16,23.728892,19.307076,16.842079,9.816676,1.927237,14.548372,3.306375,1.628112,0.303440,5.722359,7.019597
cuda,BlenderbotForCausalLM,4,35.485677,26.855137,24.439618,12.012821,3.823089,19.117054,6.558739,3.484269,0.444052,5.412832,11.405984
cuda,BlenderbotSmallForCausalLM,64,17.485042,14.482394,12.002445,7.557637,1.223785,13.989588,2.301021,1.167300,0.156289,1.864924,7.747631
cuda,BlenderbotSmallForConditionalGeneration,64,32.888587,25.996531,23.273775,11.797774,3.190983,17.294761,5.738133,2.658152,0.621843,1.235461,8.895337
cuda,CamemBert,16,25.095736,20.296164,17.737702,10.773322,1.976503,15.742462,3.515027,1.651796,0.311359,4.730044,7.474545
cuda,DebertaForMaskedLM,4,27.440367,21.915944,19.351342,12.559928,1.773827,20.415721,3.555698,1.949320,0.285729,1.854798,9.821242
cuda,DebertaForQuestionAnswering,8,27.265569,21.587828,19.147263,12.326365,1.769307,19.932685,3.574418,1.736277,0.279617,2.286707,9.573010
cuda,DebertaV2ForMaskedLM,1,45.065605,32.537613,29.814836,16.825500,2.847319,23.360901,4.909406,2.448248,0.562789,1.689324,9.736196
cuda,DebertaV2ForQuestionAnswering,2,42.463890,30.207125,27.468840,14.359483,3.143068,21.288216,5.669663,2.941347,0.577375,10.634126
cuda,DistilBertForMaskedLM,128,15.100272,13.270745,10.570980,6.854852,1.278862,10.510088,1.794942,0.883134,0.135215,3.734351,5.007502
cuda,DistilBertForQuestionAnswering,256,15.127405,13.348691,10.860261,7.106653,1.241711,11.515679,1.824043,1.047522,0.129677,2.926284,5.715080
cuda,DistillGPT2,16,15.709214,13.972254,11.030882,7.558513,1.258648,11.051558,1.911601,0.875047,0.116669,2.166068,4.808948
cuda,ElectraForCausalLM,32,29.142302,24.454644,21.432434,14.140022,1.978869,24.720227,3.743291,1.684037,0.312183,7.698899,12.704711
cuda,ElectraForQuestionAnswering,64,26.145860,21.565089,18.554376,11.052237,1.974138,19.173290,3.597058,1.655318,0.312543,6.085498,10.224574
cuda,GPT2ForSequenceClassification,4,23.112601,19.928643,16.839932,10.506814,2.111344,13.733478,4.100397,1.572506,0.260275,1.420775,5.448867
cuda,GoogleFnet,16,16.849994,14.839381,12.368292,8.856282,1.113356,15.298086,2.207650,0.851833,0.130201,1.779848,7.644918
cuda,LayoutLMForMaskedLM,16,26.201171,21.776209,19.151951,11.841482,1.990242,19.414071,3.878577,1.661242,0.311456,5.739925,9.698117
cuda,LayoutLMForSequenceClassification,16,25.690298,21.245579,18.502418,11.216717,1.980170,18.489832,3.322810,1.654355,0.304832,8.039157,9.633768
cuda,M2M100ForConditionalGeneration,16,64.372224,46.478751,43.689096,23.784581,6.611129,32.401862,10.604887,5.283598,0.765205,2.524626,15.615150
cuda,MBartForCausalLM,4,25.601510,21.217013,18.603086,11.893628,1.922591,18.778952,3.883032,1.741153,0.230546,1.742582,8.948840
cuda,MBartForConditionalGeneration,2,50.474840,39.555625,36.691344,18.415999,6.204796,24.924744,9.556261,4.070810,1.126358,0.482969,13.036892
cuda,MT5ForConditionalGeneration,16,39.065386,33.222658,30.609123,18.268049,3.907668,25.843474,5.629056,2.361679,0.426990,31.328930,11.717571
cuda,MegatronBertForCausalLM,4,44.097611,33.667970,31.030495,17.002298,4.154833,24.566195,7.547126,3.213721,0.771936,10.730768,11.971048
cuda,MegatronBertForQuestionAnswering,8,42.625554,32.909882,30.498684,16.733507,4.929318,23.235883,7.456919,3.166219,0.784251,9.423065,11.690938
cuda,MobileBertForMaskedLM,64,47.341708,35.757541,33.151702,12.219217,4.660754,27.789743,8.950824,4.705724,2.398472,19.701443,21.090785
cuda,MobileBertForQuestionAnswering,128,48.741843,36.741240,34.103583,12.161474,4.715129,27.370958,9.542672,4.772342,2.447018,13.714734,20.751331
cuda,OPTForCausalLM,2,22.439944,18.404241,15.798634,9.575964,1.896012,16.430800,4.056688,2.044003,0.232108,1.407380,8.880247
cuda,PLBartForCausalLM,8,18.836996,16.579317,14.022255,10.402561,1.140727,15.932794,1.891735,0.920522,0.121554,1.471470,6.744989
cuda,PLBartForConditionalGeneration,4,32.622264,26.387845,23.659554,14.643564,2.563738,22.342984,4.877088,2.222648,0.321560,2.017091,10.437662
cuda,PegasusForCausalLM,32,23.281263,19.339471,16.725892,10.093266,1.871619,17.032633,3.599670,1.930228,0.233114,1.562739,8.945376
cuda,PegasusForConditionalGeneration,32,36.214695,32.641955,29.963317,14.644709,3.699471,23.284291,7.903064,3.360946,0.733776,0.648622,12.602399
cuda,RobertaForCausalLM,16,26.918985,22.431695,19.736969,12.550372,1.990024,17.740739,3.933243,1.679096,0.309959,5.112789,7.311838
cuda,RobertaForQuestionAnswering,16,25.331254,20.845716,18.133690,10.924830,1.972989,15.128277,3.574815,1.890801,0.306462,4.412158,6.308667
cuda,Speech2Text2ForCausalLM,256,16.719652,14.615398,12.062173,8.542605,0.876227,14.331145,1.822217,0.888488,0.124421,1.087192,6.733951
cuda,T5ForConditionalGeneration,4,32.308008,27.826184,25.208614,16.270355,2.677780,22.647670,3.825843,1.751138,0.283727,8.397617,9.217448
cuda,T5Small,4,31.691231,27.566047,25.021354,16.258190,2.243897,23.390280,4.258145,1.759848,0.285313,8.521899,9.789862
cuda,TrOCRForCausalLM,32,25.313437,21.262216,18.667320,12.012216,1.807002,18.268147,3.403950,1.922390,0.233669,1.429180,8.195266
cuda,XGLMForCausalLM,8,40.590565,32.007132,29.302090,14.696549,4.782135,23.298406,7.474416,3.619514,0.480028,3.639687,13.664681
cuda,XLNetLMHeadModel,8,60.383929,50.176161,47.125860,25.429045,7.486176,31.362384,16.493044,5.246105,0.572042,3.099791,13.820351
cuda,YituTechConvBert,16,37.094427,30.409835,27.112075,16.195354,3.749695,27.560388,5.834479,2.656345,0.518507,13.271942,15.315477
