dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForQuestionAnswering,4,1.767146,3.285911,1.610720,7.658994,3.043763,1.047987,0.132374,1.113742,7.175241,0.510389
cuda,BartForCausalLM,4,1.801284,6.412904,1.951533,8.614780,2.736901,1.419794,0.221249,1.432206,1.466264,5.862428
cuda,BartForConditionalGeneration,2,5.024835,13.951733,4.763321,18.825371,8.152056,2.845024,0.810944,0.907526,1.136427,10.773579
cuda,BertForMaskedLM,16,2.352373,6.458046,1.925561,8.833797,3.171063,1.595704,0.253864,1.873513,6.266409,1.440887
cuda,BertForQuestionAnswering,16,2.355962,6.343446,1.877355,8.727662,3.106203,1.573109,0.248945,1.431731,5.785640,1.012143
cuda,BlenderbotSmallForCausalLM,64,1.227616,3.613818,1.279930,5.513011,1.979060,0.870875,0.144644,2.392342,5.793384,2.076074
cuda,BlenderbotSmallForConditionalGeneration,64,3.261323,8.524271,3.142219,12.241352,5.201605,2.397737,0.490425,2.043451,1.915235,9.050779
cuda,CamemBert,16,2.322535,6.543856,1.933394,8.900271,3.171540,1.597921,0.251854,0.789069,5.169699,0.349487
cuda,DebertaForMaskedLM,4,6.629638,15.423536,2.663838,18.573941,4.347237,2.060328,0.308688,14.808246,0.855863,20.849943
cuda,DebertaForQuestionAnswering,8,6.740073,15.375823,2.607937,18.545624,4.292045,2.036173,0.307180,16.085032,1.797201,22.089955
cuda,DebertaV2ForMaskedLM,1,10.476444,19.528657,3.328249,22.697586,4.831425,2.429580,0.540043,34.175287,1.457159,41.040440
cuda,DebertaV2ForQuestionAnswering,2,10.490040,18.944810,3.808083,22.510239,5.861396,2.914492,0.536413,33.844488,0.507034,41.590178
