dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,1.689344,3.219279,1.612659,7.402108,3.101064,1.057818,0.137625,1.390633,7.264440,0.884348
cuda,AlbertForQuestionAnswering,4,1.696084,3.220147,1.577411,7.286859,2.997106,1.041633,0.132830,1.093186,6.814042,0.518139
cuda,BartForCausalLM,4,1.732229,6.115337,1.945587,8.243183,2.678999,1.168362,0.219529,1.385420,1.447832,5.726613
cuda,BartForConditionalGeneration,2,4.730407,13.947305,4.492989,19.063325,8.027594,2.876256,0.814224,0.927286,1.204171,10.759891
cuda,BertForMaskedLM,16,2.496564,6.457469,1.968120,8.473724,3.173440,1.312698,0.253975,1.985323,6.065050,1.439709
cuda,BertForQuestionAnswering,16,2.286306,6.273467,1.873903,8.297347,3.069782,1.279291,0.243628,1.521114,5.509415,0.993433
cuda,BlenderbotSmallForCausalLM,64,1.175521,3.362209,1.268649,5.430276,1.957101,0.866321,0.144526,2.407072,5.802551,2.092628
cuda,BlenderbotSmallForConditionalGeneration,64,3.185913,8.216553,3.117831,11.859490,5.082131,2.050923,0.477641,2.043218,1.879498,8.949858
cuda,CamemBert,16,2.280595,6.348631,1.916487,8.327380,3.126289,1.288640,0.249337,0.913499,4.899894,0.343301
cuda,DebertaForMaskedLM,4,6.304347,15.612318,2.672675,18.730483,4.307257,2.041658,0.307037,15.765285,0.849908,21.787686
cuda,DebertaForQuestionAnswering,8,6.260292,15.094171,2.570757,18.207571,4.219606,2.011008,0.303871,15.874541,1.786810,21.784545
cuda,DebertaV2ForMaskedLM,1,9.711970,19.280948,3.314674,22.344130,4.800110,2.412035,0.538920,33.072359,1.527936,39.823134
cuda,DebertaV2ForQuestionAnswering,2,9.832978,18.916948,3.772974,22.445505,5.762143,2.879029,0.533907,34.009994,0.509512,41.688669
cuda,DistilBertForMaskedLM,128,0.925274,3.487456,1.020404,5.096293,1.816467,0.724323,0.110548,1.520922,4.198525,1.173060
cuda,DistilBertForQuestionAnswering,256,0.951641,3.326685,0.975271,5.096994,1.790083,0.715682,0.106907,0.950427,3.743631,0.573258
cuda,DistillGPT2,16,1.056155,4.564816,0.907957,6.501409,1.570853,1.017779,0.096905,2.067016,2.636883,4.957840
cuda,ElectraForCausalLM,32,2.348105,8.460284,1.898914,11.816874,3.251470,1.340934,0.245799,3.389778,2.620337,8.739188
cuda,ElectraForQuestionAnswering,64,2.416304,6.382008,1.885648,8.529488,3.122875,1.287035,0.251293,1.870177,5.996395,1.284378
cuda,GPT2ForSequenceClassification,4,2.236913,4.389922,1.929148,6.561963,2.609115,1.217381,0.215274,1.366156,5.549718,1.020008
cuda,GoogleFnet,16,1.253968,9.572993,1.057299,12.626424,1.541712,0.642222,0.104948,4.207633,1.753207,8.384677
cuda,LayoutLMForMaskedLM,16,2.714247,6.542048,1.951776,8.682988,3.247009,1.317658,0.254296,1.999689,6.186639,1.438621
cuda,LayoutLMForSequenceClassification,16,2.720235,6.423625,1.911039,10.488566,3.876198,1.493358,0.249102,7.199940,13.273008,6.688663
cuda,M2M100ForConditionalGeneration,16,4.502755,11.293005,3.808593,18.132181,6.847616,2.954126,0.604859,3.800653,8.632157,14.644814
cuda,MBartForCausalLM,4,1.761788,7.861903,1.952930,9.985330,2.978385,1.189369,0.220415,1.410121,1.311208,5.769621
cuda,MBartForConditionalGeneration,2,4.816121,13.055164,4.674813,17.808719,8.025863,2.899779,0.825397,0.903313,0.484717,10.558007
cuda,MT5ForConditionalGeneration,16,4.740194,8.346712,2.973074,13.820585,5.889692,1.909722,0.457162,4.099411,19.393886,12.715342
cuda,MegatronBertForCausalLM,4,4.636498,9.094295,4.206812,12.268601,6.589003,2.465818,0.663060,1.166539,8.729583,0.391095
cuda,MegatronBertForQuestionAnswering,8,4.685641,8.880642,4.115359,11.987456,6.415031,2.402623,0.647771,1.427397,8.831579,0.565576
cuda,MobileBertForMaskedLM,64,11.007626,6.635148,4.629245,18.022010,8.657878,4.552590,1.966763,2.917600,19.243366,1.708326
cuda,MobileBertForQuestionAnswering,128,11.198200,6.708201,5.071603,19.194614,9.722623,4.239789,2.333731,2.869335,20.737334,0.996802
cuda,OPTForCausalLM,2,1.832054,4.913329,1.660288,8.162069,3.278996,1.334379,0.234839,1.535663,6.524934,1.125218
cuda,PLBartForCausalLM,8,0.953371,4.556302,1.050284,6.611312,1.834213,0.711700,0.107707,1.092216,1.165841,4.246277
cuda,PLBartForConditionalGeneration,4,2.571430,7.689526,2.827446,11.349622,4.365924,1.724519,0.354939,1.767580,1.655610,8.374957
cuda,PegasusForCausalLM,32,1.850559,6.651285,1.950486,9.568277,3.011789,1.282821,0.235427,1.834578,1.585298,6.791352
cuda,PegasusForConditionalGeneration,32,4.570404,11.916105,4.352996,17.033327,6.941051,3.524488,0.664803,2.211022,0.678726,11.904436
cuda,RobertaForCausalLM,16,2.349003,6.630909,1.950207,8.582670,3.232792,1.330987,0.262872,0.894610,0.723001,4.888989
cuda,RobertaForQuestionAnswering,16,2.384598,6.353853,1.910773,8.366008,3.131292,1.292851,0.245376,0.585951,4.599981
cuda,Speech2Text2ForCausalLM,256,0.968412,4.466560,0.743143,7.084332,1.296664,0.620888,0.098672,1.306212,1.105807,4.709095
cuda,T5ForConditionalGeneration,4,3.284165,6.674348,2.228695,12.620734,4.176919,1.428345,0.285558,2.432253,5.699357,10.719509
cuda,T5Small,4,3.207728,6.667256,2.206180,12.624645,4.169976,1.429134,0.289088,2.512275,5.818148,10.791103
cuda,XGLMForCausalLM,8,3.745413,16.478513,5.021481,20.842379,7.858407,2.536861,0.665916,4.353985,26.757924,13.928855
cuda,XLNetLMHeadModel,8,5.965630,95.579007,4.691033,101.571370,9.437879,78.882003,0.857886,8.031792,11.479497
cuda,YituTechConvBert,16,3.416378,8.635980,2.502450,13.858675,4.950989,1.912720,0.432083,6.372222,8.335300,14.237202
