dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,1.723968,3.201349,1.622086,7.387751,3.050076,1.052388,0.136097,5.886227,0.905223
cuda,AlbertForQuestionAnswering,4,1.700720,3.226016,1.602868,7.375389,3.035426,1.040509,0.131873,5.826848,0.541271
cuda,BartForCausalLM,4,1.758627,6.268948,1.954304,8.464299,2.708111,1.175889,0.220849,1.442812,4.418234
cuda,BartForConditionalGeneration,2,4.779158,14.140077,4.525196,19.377749,8.150931,2.905303,0.820142,1.125513,9.976256
cuda,BertForMaskedLM,16,2.330507,6.383606,1.935954,8.739066,3.434821,1.305965,0.249625,4.380985,1.444090
cuda,BertForQuestionAnswering,16,2.414400,6.333055,1.898378,8.689162,3.379883,1.303055,0.245677,4.344704,1.015673
cuda,BlenderbotForCausalLM,4,3.675121,10.665798,4.195486,14.749569,6.429471,2.470441,0.603950,4.147469,8.833810
cuda,BlenderbotSmallForCausalLM,64,1.181737,3.330099,1.490995,5.410922,1.973177,0.884150,0.144788,3.630133,2.097488
cuda,BlenderbotSmallForConditionalGeneration,64,3.215979,8.490584,3.206262,12.151784,5.158788,2.067151,0.482150,1.936177,7.009054
cuda,CamemBert,16,2.318020,6.473887,1.928629,8.795227,3.438739,1.298900,0.248904,4.341135,0.377697
cuda,DebertaForMaskedLM,4,6.528673,15.003487,2.577998,18.280890,4.534956,2.017493,0.306356,0.844431,6.053613
cuda,DebertaForQuestionAnswering,8,6.382184,14.968160,2.530275,18.261382,4.510183,2.236663,0.309774,1.776087,6.021936
cuda,DebertaV2ForMaskedLM,1,9.404881,19.931367,3.231615,23.515838,5.888453,2.594348,0.530346,1.435585,7.134933
cuda,DebertaV2ForQuestionAnswering,2,9.568236,18.553351,3.650438,22.493104,6.577133,3.129690,0.532914,0.491367,7.911346
cuda,DistilBertForMaskedLM,128,0.894602,3.348450,1.015631,5.062403,1.796174,0.714258,0.111120,2.775247,1.204334
cuda,DistilBertForQuestionAnswering,256,0.915331,3.346628,0.982661,5.078735,1.789717,0.713757,0.106919,2.759501,0.591680
cuda,DistillGPT2,16,1.040671,4.423969,0.904822,6.324036,1.557027,0.907054,0.097398,2.692510,2.845094
cuda,ElectraForCausalLM,32,2.335077,8.384801,1.906142,11.977834,3.527910,1.331086,0.249919,2.616885,5.593218
cuda,ElectraForQuestionAnswering,64,2.425910,6.462707,1.908347,8.860210,3.462521,1.300924,0.250529,4.394658,1.306893
cuda,GPT2ForSequenceClassification,4,2.185983,4.264599,2.136606,6.428787,2.611693,1.213819,0.214641,4.379512,1.018626
cuda,GoogleFnet,16,1.212490,9.414968,1.062169,12.568072,1.528210,0.848490,0.104217,1.750803,4.271721
cuda,LayoutLMForMaskedLM,16,2.670984,6.531362,1.953364,8.891242,3.524126,1.316407,0.249701,4.404400,1.451524
cuda,LayoutLMForSequenceClassification,16,2.708767,6.325782,1.926779,10.266475,4.117544,1.495500,0.251150,5.956143,6.611257
cuda,M2M100ForConditionalGeneration,16,4.460679,11.381709,3.597990,18.314030,7.088892,2.936856,0.629637,9.404802,10.718183
cuda,MBartForCausalLM,4,1.740588,7.990735,1.984731,10.124388,3.008869,1.191646,0.221648,1.303527,4.397137
cuda,MBartForConditionalGeneration,2,4.752591,13.081602,4.700545,17.881103,8.058586,2.904563,0.827285,0.483106,9.714149
cuda,MT5ForConditionalGeneration,16,4.710424,8.308061,3.357744,13.849545,5.965944,1.915220,0.464855,19.294797,9.065762
cuda,MegatronBertForCausalLM,4,4.641024,9.086917,4.181375,12.266532,6.570347,2.471409,0.654640,7.534662,0.410231
cuda,MegatronBertForQuestionAnswering,8,4.665250,8.735643,4.045869,11.858710,6.387483,2.398077,0.654817,7.341764,0.570582
cuda,MobileBertForMaskedLM,64,10.983270,6.582506,5.073738,17.197678,8.704221,3.743659,1.959115,15.989022,1.762284
cuda,MobileBertForQuestionAnswering,128,10.999784,6.535312,4.996556,18.379963,9.110570,4.222504,2.293016,17.657943,1.030124
cuda,OPTForCausalLM,2,1.802036,4.827010,1.887648,7.726485,3.238507,1.325169,0.235029,4.864332,1.104195
cuda,PLBartForCausalLM,8,0.929101,4.455215,1.058827,6.502500,1.844140,0.719873,0.108667,1.184646,3.151318
cuda,PLBartForConditionalGeneration,4,2.610650,7.689460,2.811225,11.421359,4.359213,1.727296,0.351726,1.633616,6.657936
cuda,PegasusForCausalLM,32,2.025619,6.881088,1.950469,9.911028,2.771708,1.492098,0.234040,1.575328,5.253834
cuda,PegasusForConditionalGeneration,32,4.589123,12.014270,4.317039,17.131938,7.533594,3.033290,0.656916,0.687675,9.649152
cuda,RobertaForCausalLM,16,2.346113,6.568180,1.945644,8.819663,3.490490,1.329588,0.251399,0.757815,4.285632
cuda,RobertaForQuestionAnswering,16,2.344240,6.351192,1.884737,8.640062,3.411073,1.288928,0.244386,4.262049
cuda,Speech2Text2ForCausalLM,256,1.129410,4.472440,0.738221,7.324193,1.487241,0.620812,0.103959,1.106211,3.631339
cuda,T5ForConditionalGeneration,4,3.223275,6.620068,2.488238,12.275040,3.893853,1.428193,0.285619,5.694307,8.257902
cuda,T5Small,4,3.282753,6.661335,2.259631,12.346126,3.916830,1.433462,0.289769,5.802170,8.329564
cuda,TrOCRForCausalLM,32,1.749706,6.385698,1.969154,8.874451,2.841330,1.281346,0.235559,1.050554,4.726939
cuda,XGLMForCausalLM,8,3.837317,18.470575,4.916468,23.206487,8.122811,2.555798,0.649962,26.761029,9.839953
cuda,XLNetLMHeadModel,8,6.065228,87.529056,4.737259,93.500006,9.514249,70.618133,0.850118,8.003271,11.555172
cuda,YituTechConvBert,16,3.384131,8.643350,2.822654,13.610024,4.606403,1.914389,0.427204,8.033379,7.924256
